"","ADIPOSE_TISSUE Median_TPM","ADRENAL_GLAND Median_TPM","BLADDER Median_TPM","BLOOD Median_TPM","BLOOD_VESSEL Median_TPM","BRAIN Median_TPM","BREAST Median_TPM","CERVIX_UTERI Median_TPM","COLON Median_TPM","ESOPHAGUS Median_TPM","FALLOPIAN_TUBE Median_TPM","HEART Median_TPM","KIDNEY Median_TPM","LIVER Median_TPM","LUNG Median_TPM","MUSCLE Median_TPM","NERVE Median_TPM","OVARY Median_TPM","PANCREAS Median_TPM","PITUITARY Median_TPM","PROSTATE Median_TPM","SALIVARY_GLAND Median_TPM","SKIN Median_TPM","SMALL_INTESTINE Median_TPM","SPLEEN Median_TPM","STOMACH Median_TPM","TESTIS Median_TPM","THYROID Median_TPM","UTERUS Median_TPM","VAGINA Median_TPM"
"ENSG00000119335",70.1638073039011,54.2750072841459,81.1950442607482,17.3033427098738,75.7940108969405,48.7992985594778,72.3780964401947,99.3751409767285,74.564378342853,72.6778114607826,92.4305780366749,29.7489810081114,37.8180317923415,23.7975467130857,81.7210316766293,45.6206055126252,96.409849531205,94.1775032184554,37.3574313300933,63.7236522842394,72.4293908476155,60.7325337345206,86.8978115934911,64.4225012560622,73.7839564935366,46.2179764037616,51.2300437651974,79.5207242235858,99.4942701632441,84.3905355823199
"ENSG00000078399",3.81261099705734,4.18876044346717,18.2744716807365,0.127796789683614,3.75599291151179,0.0124479675147617,6.92501681678145,16.2809529774904,18.6626256771364,0.137060149452473,13.126574874171,0.0222006253315239,16.2434896134264,0.0303448357625243,0.509908219359867,6.38793137314389,6.91981801041933,0.312541853847679,0.0352417263415123,0.0236606944774261,16.8088480571932,0.0384864592353664,19.0814358086429,13.7912096782288,0.920747121281829,0.0938560035836889,0.144825514262567,0.214294307677004,25.4045191456344,15.3652747714647
"ENSG00000253293",8.912167106402,5.19045365890946,23.8918907816827,0.101022670898967,4.82649095954702,0.0134755822862908,6.38167717905548,41.8542115908989,25.1750239425657,0.0862075010315281,11.6381953149189,0.0176335019744217,6.72159428156404,0.0235691610352258,0.130541287445312,20.5240959174761,10.9196501019543,0.378462473947578,0.0275199899656556,0.019422801416116,23.2043484300696,0.0624248190103024,7.35979048714644,7.53537408285941,0.237402820223605,0.0414857887046861,0.296599419752643,0.100054299512484,81.7377870742857,18.8899483720847
"ENSG00000152217",8.26396515206002,1.31403419352207,10.8992808306031,0.363506403286252,15.4224096525897,1.69638380735208,8.74837918398013,16.7193917602042,10.6136413577299,7.0534224768703,11.3416126564289,1.24905980285782,3.68681196414428,2.10267733932742,9.47257911394467,4.38690934694793,8.38751101910646,10.077579531897,2.77022549261792,3.2800245087217,11.2333383396743,3.98827926687728,4.51543496698284,5.43436457182835,3.51060028092883,3.67594828327036,2.96493030801168,8.1783113057229,13.7333372569536,10.5264699450065
"ENSG00000118058",9.69762985050495,5.77919297452207,13.718561759751,1.47830043782077,16.8625090568881,5.82910025944718,11.0043927291534,14.8294752215626,10.2050660739454,8.83497053381621,14.9337195720984,2.80393119512692,3.13525260450244,2.60625620989951,11.739820904245,3.49170801723905,16.211710814703,18.278491215648,5.26730014937745,13.165785562049,11.0510586590587,8.98110900848198,10.8784625629139,9.69419445884897,8.90527785785224,5.20145465557387,8.21453713775526,13.8425818261536,18.0212221801129,11.6383915757832
"ENSG00000172943",10.715629317338,6.00755514300517,14.3119042767588,5.05337181830392,12.9175371143644,3.53302887581782,12.9130198647375,16.5609550552861,9.74127972187791,10.3647198666236,14.8473166687994,3.40858225519345,4.75124372014659,10.609641853015,14.4510836689477,4.22839992689274,16.8982045375636,20.3526545868583,7.26134057411451,15.7155668460945,16.9059744971379,10.5172883974626,10.5850051717625,10.974713762589,12.5367098546783,7.94078975691582,44.7496666175039,15.8694563037419,17.5967705507439,14.4942312417639
"ENSG00000156531",4.45665965775514,9.34278543186555,5.42220676204984,0.741520228207647,4.89312639626647,3.62852434891297,4.63740950221236,6.9186652249759,4.42508253088844,4.71929770763414,5.53733704228393,1.69836487466205,2.87443588567954,1.9153711791894,6.18363772526867,1.65465093939184,8.10504815058586,19.444822523474,2.90054965025366,6.46283727015907,5.59438479008588,6.24122333944293,5.35472599757104,5.57618016412538,6.85632839049247,3.06780791465944,5.93735191985177,7.70807570221798,7.33048496295722,6.90317426651953
"ENSG00000137309",23.2592149687111,6.35933760392913,24.2184215639206,36.8958100416951,12.1191070832506,28.7916569928937,28.5196248959123,14.6473076492858,22.0808543936214,15.8461471076434,18.4555077641812,14.1287731688025,19.0493562744104,7.29401849130332,50.3503902844521,52.4165222431245,35.2123124770503,5.09409138887999,15.130081957612,17.5441749123483,29.7125029567408,53.6319931735518,154.187432670471,71.6295902262392,68.0065876670499,38.1634899952821,125.231125868161,42.6248533283672,15.0438524767258,114.777328766902
"ENSG00000112175",0.830941218996802,0.13769159635963,6.50855934613784,0,0.181462986264,0.032122626743126,1.44494976178527,0.0786488563542339,0.911536379412087,1.19655174530668,0.0777693747293742,0.965782844805606,0.536197462744393,0.674645361621669,12.2673756027871,1.81698316247139,2.38636323091321,0.0195750179873211,0.479695009006248,4.95170548133077,1.40378033424743,1.56321633423098,0.0673966641152191,5.20418397822312,0,0.812055307023623,0.0847620661779337,1.73091915975535,0.0188669074618387,0.0706753440008711
"ENSG00000113448",3.20892537219118,0.32787328187214,9.59140935216173,1.14697295507233,8.41301737409012,1.58980152073307,2.71240043395008,3.23300434855454,9.37506372484838,3.29163368642448,3.49823630857594,2.85822129641637,2.58819882865896,0.389990453647282,8.45575535442865,17.9076172489689,3.66872548594603,0.896512391086347,0.374091187860637,4.53037934593043,8.81302351455726,2.67316911757931,2.2892751371969,3.41281136074499,1.78753564352083,2.77953954107005,1.1107342606538,3.78645953774971,3.87495752008354,4.40735575102605
"ENSG00000159216",6.91482574920381,1.47481898107302,8.35279664433206,2.95421261561593,4.64723611078854,0.28012457634619,14.2824095677503,3.79595555978656,2.59987534151056,2.01578430145907,2.15916074753642,0.672518069061101,0.941325971604731,1.12942872610371,13.9500560063709,3.11951859072801,9.63166170596154,3.31414811306364,0.891294278737194,2.39226436219166,7.50536459452991,21.7966525725629,7.63422605929031,3.79173292357194,6.02285512338822,4.14234929382217,1.77921408022764,2.99073516833182,1.02933311494639,8.29159458026944
"ENSG00000196628",14.861158091076,6.0098623263361,6.83144191737849,0.222808823453392,8.75888936849148,5.11318112371406,12.8133036817515,14.0155093404759,6.50518241340218,4.14804033697736,7.93772764718668,3.02304528060536,1.29543914084806,0.560276808925001,13.4375333662593,2.51312993054204,8.82183023095013,10.2846447732443,0.826781738728359,6.17668397648189,4.86918713164437,4.12964744494932,6.55671206473763,6.01862797155546,5.88845814542432,1.83053082315465,4.83109486360192,10.6962531951202,13.3795051670839,7.92633362964929
"ENSG00000119866",0.077234844293103,0.628688878227282,1.31825184941293,0.639915028682938,0.0448629822564024,1.93318162261812,0.516059767875822,0.752532588042039,4.04300696663544,1.59951798535322,0.472914478946259,0.500638685619532,0.0684062714165006,0.0446375304101271,0.542948588561479,0.0142310214752786,0.0667541659972294,0.140883446391299,1.03755317132825,1.10858267408611,2.52839075759061,3.40258294535659,9.17580722485767,3.83097425008014,6.09083999062598,0.664362085461512,0.981308848171377,0.911165344797858,0.36884778509726,4.87319037160233
"ENSG00000107447",0,0,0,0.016573180849786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117703760679208,0,0,0,0,0.0338085423745806,0,0.704151626796849,0.139315184790247,0,0
"ENSG00000118513",0.230681179805857,0.215363307295043,0.360023926064423,0.591270604487561,0.069180602742698,0.105394164244793,3.15700115472542,0.487958625961834,0.592463049290563,0.482984703183195,0.618437353001673,0.0203178665483967,0.0291181622848559,0.0568422159801864,1.45829494248183,0.0341733205102198,0.172302733891129,0.0579251413086085,0.0344189202762928,0.0784870049137077,1.28056522713767,0.435324154733898,2.33160399323269,3.8440244846089,0.858450954243521,0.301543374636489,1.50260171835232,0.108521580243503,0.200608730829486,1.33165989254864
"ENSG00000136997",112.668496385262,33.4976482787828,42.0672674078484,9.25937982830726,34.3026532023382,1.40884836275644,119.455387563574,40.3635620213341,33.8322366515527,54.5722053608505,194.944147238333,11.0947809538252,6.4236795174486,10.5424278015859,43.6024344041625,15.9105726369795,81.3787809383077,85.7189367965255,34.3078391308538,9.77002080211146,33.1815914707551,36.410357589951,166.940723734131,38.716616227006,61.6954322619126,27.6341432278524,15.9764472296244,30.1502243838946,47.3832938397618,84.1208137484444
"ENSG00000172216",150.315184801124,115.604078139553,91.4594631331811,138.947377332811,144.606680098694,11.7863446491563,110.96772418388,126.967142083531,60.6365164532538,63.6812443116918,188.522522988225,28.0180034047091,25.3824923219032,107.46513084119,211.427999198365,107.551049360851,123.879985208015,124.344171620089,19.9784403106013,38.303580877738,82.0814581149148,57.4327100760538,111.77676149366,44.7473202070477,118.435085594211,39.4296829627971,15.0543509136462,96.5701086859214,112.502802976775,94.9875516202661
"ENSG00000143799",21.0934669420731,19.64084723923,30.4993253275156,6.08522028070852,19.5180429194081,24.2094702681548,21.3214142956216,27.6508452194295,29.1824767118379,25.1120942741791,23.615392250844,14.4530446494432,10.0544668781155,11.2749937568603,22.9052376503627,23.8288446200071,46.3409564722631,22.492576223325,18.9570441239391,37.7701193635317,24.6686766020161,20.9216870631535,19.1009372946606,27.2281071801106,44.4642336604691,16.1360707637013,40.4524042659881,22.0272032876234,30.057339185637,23.3690047552217
"ENSG00000143498",2.72103214385198,1.65136255274739,3.36632203491153,0.283156425803037,2.97413550287235,1.04991061131406,2.92187183255383,4.24711657856112,1.9509139699085,1.76475233230291,3.39805423737268,0.655344594666159,0.872379900801564,0.847672566671288,2.6876145048304,0.466395667724865,3.70953159028548,4.85634843455364,1.10268553345447,3.29140857958423,2.57757204359228,2.26459798795482,1.81664774977448,2.59308499557007,2.8993269098763,1.71420073279644,5.58593959784715,4.39755255902626,4.04681369385677,3.21547852447978
"ENSG00000140350",20.0622109408293,11.2108907548157,18.4692757207944,30.484865818386,22.7265105372269,15.3765020647219,21.0639606851729,24.7661012000892,17.480952644947,14.1762003183842,23.1589398880203,11.4982282820633,13.4375010039247,9.83607670425897,27.3716420332931,10.0644951288309,23.5426696967048,19.6908328100517,7.12464864986885,16.5414814701315,21.7107622484671,14.6618029762597,15.4015471188374,19.6963690581007,33.8322118765325,13.8500379339077,8.28798928550307,21.0005112458147,23.6049864512925,21.0402915410371
