"condor_memb","name","entity","tissue_type"
2,"IPO8","gene","BREAST"
2,"ITFG1","gene","BREAST"
2,"KIAA2013","gene","BREAST"
1,"KIFBP","gene","BREAST"
2,"KLC1","gene","BREAST"
2,"KLHDC9","gene","BREAST"
2,"KMT2A","gene","BREAST"
2,"LEO1","gene","BREAST"
2,"LINS1","gene","BREAST"
2,"LRRCC1","gene","BREAST"
2,"LSM4","gene","BREAST"
2,"MAP4K1","gene","BREAST"
2,"MBD4","gene","BREAST"
3,"MCTS1","gene","BREAST"
2,"ME2","gene","BREAST"
2,"MED1","gene","BREAST"
2,"MED29","gene","BREAST"
3,"MEF2C","gene","BREAST"
2,"MKS1","gene","BREAST"
1,"MPC1","gene","BREAST"
2,"MPND","gene","BREAST"
2,"MRFAP1","gene","BREAST"
1,"MRPL15","gene","BREAST"
1,"MRPS12","gene","BREAST"
1,"MRPS16","gene","BREAST"
2,"MYB","gene","BREAST"
1,"MYC","gene","BREAST"
2,"MYO9A","gene","BREAST"
2,"MZF1","gene","BREAST"
2,"NAA30","gene","BREAST"
3,"NAALADL2","gene","BREAST"
2,"NAP1L2","gene","BREAST"
2,"NBR1","gene","BREAST"
2,"NCOA5","gene","BREAST"
1,"ND6","gene","BREAST"
2,"NDFIP2","gene","BREAST"
1,"NDUFAB1","gene","BREAST"
1,"NDUFS5","gene","BREAST"
2,"NEURL4","gene","BREAST"
1,"NME1","gene","BREAST"
2,"NOL6","gene","BREAST"
1,"NRAP","gene","BREAST"
2,"NSUN5","gene","BREAST"
3,"NSUN6","gene","BREAST"
2,"NUDT9","gene","BREAST"
2,"PAF1","gene","BREAST"
2,"PARG","gene","BREAST"
2,"PARP1","gene","BREAST"
2,"PBRM1","gene","BREAST"
2,"PCNX4","gene","BREAST"
3,"PDE4D","gene","BREAST"
2,"PDPR","gene","BREAST"
2,"PDSS2","gene","BREAST"
2,"PHAF1","gene","BREAST"
2,"PHF6","gene","BREAST"
2,"PHF8","gene","BREAST"
2,"PHKB","gene","BREAST"
2,"PIGK","gene","BREAST"
2,"PKN2","gene","BREAST"
2,"PPP5C","gene","BREAST"
1,"PSMB6","gene","BREAST"
1,"PSMD8","gene","BREAST"
2,"RAD52","gene","BREAST"
2,"RALGAPA1","gene","BREAST"
2,"RBM33","gene","BREAST"
3,"RIOK2","gene","BREAST"
3,"RNF111","gene","BREAST"
2,"RNF139","gene","BREAST"
2,"RPS12","gene","BREAST"
2,"RPS16","gene","BREAST"
2,"RPS6KL1","gene","BREAST"
2,"RUNX1","gene","BREAST"
2,"SARS2","gene","BREAST"
2,"SELENOF","gene","BREAST"
2,"SENP8","gene","BREAST"
2,"SETBP1","gene","BREAST"
2,"SET","gene","BREAST"
2,"SFR1","gene","BREAST"
2,"SLC31A1","gene","BREAST"
2,"SUPT5H","gene","BREAST"
1,"TAF13","gene","BREAST"
2,"TAF1A","gene","BREAST"
2,"TAF5","gene","BREAST"
2,"TAFAZZIN","gene","BREAST"
2,"TBC1D23","gene","BREAST"
2,"TBC1D8","gene","BREAST"
2,"TCEA1","gene","BREAST"
3,"TCF4","gene","BREAST"
2,"TGDS","gene","BREAST"
1,"TIMM23","gene","BREAST"
2,"TMEM177","gene","BREAST"
3,"TMTC3","gene","BREAST"
3,"TOMM7","gene","BREAST"
2,"TRAPPC5","gene","BREAST"
2,"TREX1","gene","BREAST"
2,"TSEN2","gene","BREAST"
3,"TTC23","gene","BREAST"
2,"TTI2","gene","BREAST"
2,"TUBE1","gene","BREAST"
2,"TXNL1","gene","BREAST"
2,"UBR1","gene","BREAST"
3,"USP31","gene","BREAST"
3,"USP48","gene","BREAST"
2,"UTP14A","gene","BREAST"
2,"UTP25","gene","BREAST"
2,"VAMP8","gene","BREAST"
2,"WDR7","gene","BREAST"
2,"ZC3H10","gene","BREAST"
2,"ZC3H15","gene","BREAST"
3,"ZEB1","gene","BREAST"
2,"ZMAT2","gene","BREAST"
2,"ZNF330","gene","BREAST"
2,"ZNHIT6","gene","BREAST"
2,"ZZEF1","gene","BREAST"
1,"APEX1","TF","BREAST"
2,"BCL11A","TF","BREAST"
2,"BRCA1","TF","BREAST"
3,"CEBPB","TF","BREAST"
2,"E4F1","TF","BREAST"
1,"EED","TF","BREAST"
1,"HAX1","TF","BREAST"
3,"HMGA1","TF","BREAST"
1,"HOXA10","TF","BREAST"
1,"HOXA9","TF","BREAST"
1,"MED1","TF","BREAST"
3,"MEF2C","TF","BREAST"
2,"MLL","TF","BREAST"
2,"MYB","TF","BREAST"
2,"MYC","TF","BREAST"
2,"MZF1","TF","BREAST"
1,"PARP1","TF","BREAST"
1,"PBRM1","TF","BREAST"
1,"PHF8","TF","BREAST"
3,"RUNX1","TF","BREAST"
1,"SETBP1","TF","BREAST"
1,"TAF5","TF","BREAST"
2,"TCF4","TF","BREAST"
2,"ZEB1","TF","BREAST"
3,"AASDH","gene","CERVIX_UTERI"
3,"ABCC10","gene","CERVIX_UTERI"
1,"ABT1","gene","CERVIX_UTERI"
1,"AFF1","gene","CERVIX_UTERI"
1,"ANAPC7","gene","CERVIX_UTERI"
3,"ANP32A","gene","CERVIX_UTERI"
3,"APEX1","gene","CERVIX_UTERI"
3,"ARL5B","gene","CERVIX_UTERI"
3,"ASB7","gene","CERVIX_UTERI"
3,"BAG5","gene","CERVIX_UTERI"
2,"BCL11A","gene","CERVIX_UTERI"
3,"BET1L","gene","CERVIX_UTERI"
1,"BMP5","gene","CERVIX_UTERI"
2,"BRCA1","gene","CERVIX_UTERI"
3,"CCDC174","gene","CERVIX_UTERI"
3,"CCDC184","gene","CERVIX_UTERI"
1,"CDK8","gene","CERVIX_UTERI"
3,"CDKN2C","gene","CERVIX_UTERI"
3,"CEBPB","gene","CERVIX_UTERI"
1,"CEP192","gene","CERVIX_UTERI"
1,"CEP290","gene","CERVIX_UTERI"
3,"CEPT1","gene","CERVIX_UTERI"
2,"CHEK1","gene","CERVIX_UTERI"
3,"CHERP","gene","CERVIX_UTERI"
2,"CIAO3","gene","CERVIX_UTERI"
3,"CLEC16A","gene","CERVIX_UTERI"
3,"CNIH2","gene","CERVIX_UTERI"
3,"CNPY1","gene","CERVIX_UTERI"
3,"COA8","gene","CERVIX_UTERI"
3,"COX4I1","gene","CERVIX_UTERI"
3,"CRLS1","gene","CERVIX_UTERI"
1,"CTNNBL1","gene","CERVIX_UTERI"
3,"CWF19L2","gene","CERVIX_UTERI"
3,"CYB5D2","gene","CERVIX_UTERI"
3,"CZIB","gene","CERVIX_UTERI"
3,"DCAF8","gene","CERVIX_UTERI"
2,"DDI2","gene","CERVIX_UTERI"
3,"DGCR6","gene","CERVIX_UTERI"
1,"DLAT","gene","CERVIX_UTERI"
3,"DNAI7","gene","CERVIX_UTERI"
3,"DNAJC19","gene","CERVIX_UTERI"
2,"DNTT","gene","CERVIX_UTERI"
1,"DPH5","gene","CERVIX_UTERI"
1,"DPY30","gene","CERVIX_UTERI"
3,"DRAM2","gene","CERVIX_UTERI"
3,"E4F1","gene","CERVIX_UTERI"
1,"EED","gene","CERVIX_UTERI"
3,"EEF1G","gene","CERVIX_UTERI"
3,"EIF3D","gene","CERVIX_UTERI"
3,"EIF3K","gene","CERVIX_UTERI"
3,"EIF4A2","gene","CERVIX_UTERI"
3,"EIF4B","gene","CERVIX_UTERI"
3,"ELP3","gene","CERVIX_UTERI"
3,"EMC8","gene","CERVIX_UTERI"
3,"EPC2","gene","CERVIX_UTERI"
2,"EPRS1","gene","CERVIX_UTERI"
3,"ESYT1","gene","CERVIX_UTERI"
1,"ETFDH","gene","CERVIX_UTERI"
2,"ETFRF1","gene","CERVIX_UTERI"
3,"FAAP100","gene","CERVIX_UTERI"
3,"FAF1","gene","CERVIX_UTERI"
3,"FAM174B","gene","CERVIX_UTERI"
3,"FAM229B","gene","CERVIX_UTERI"
3,"FKBP15","gene","CERVIX_UTERI"
1,"FKTN","gene","CERVIX_UTERI"
3,"GGCX","gene","CERVIX_UTERI"
2,"GNL3","gene","CERVIX_UTERI"
3,"GOLGA7","gene","CERVIX_UTERI"
3,"HAP1","gene","CERVIX_UTERI"
3,"HAX1","gene","CERVIX_UTERI"
3,"HM13","gene","CERVIX_UTERI"
2,"HMGA1","gene","CERVIX_UTERI"
3,"HOXA10","gene","CERVIX_UTERI"
2,"HOXA9","gene","CERVIX_UTERI"
3,"HS2ST1","gene","CERVIX_UTERI"
1,"IFT122","gene","CERVIX_UTERI"
1,"IPO8","gene","CERVIX_UTERI"
3,"ITFG1","gene","CERVIX_UTERI"
3,"KIAA2013","gene","CERVIX_UTERI"
3,"KIFBP","gene","CERVIX_UTERI"
3,"KLC1","gene","CERVIX_UTERI"
3,"KLHDC9","gene","CERVIX_UTERI"
3,"KMT2A","gene","CERVIX_UTERI"
2,"LEO1","gene","CERVIX_UTERI"
1,"LINS1","gene","CERVIX_UTERI"
3,"LRRCC1","gene","CERVIX_UTERI"
2,"LSM4","gene","CERVIX_UTERI"
3,"MAP4K1","gene","CERVIX_UTERI"
3,"MBD4","gene","CERVIX_UTERI"
1,"MCTS1","gene","CERVIX_UTERI"
3,"ME2","gene","CERVIX_UTERI"
3,"MED1","gene","CERVIX_UTERI"
3,"MED29","gene","CERVIX_UTERI"
1,"MEF2C","gene","CERVIX_UTERI"
3,"MKS1","gene","CERVIX_UTERI"
1,"MPC1","gene","CERVIX_UTERI"
3,"MPND","gene","CERVIX_UTERI"
3,"MRFAP1","gene","CERVIX_UTERI"
2,"MRPL15","gene","CERVIX_UTERI"
3,"MRPS12","gene","CERVIX_UTERI"
3,"MRPS16","gene","CERVIX_UTERI"
3,"MYB","gene","CERVIX_UTERI"
2,"MYC","gene","CERVIX_UTERI"
3,"MYO9A","gene","CERVIX_UTERI"
3,"MZF1","gene","CERVIX_UTERI"
3,"NAA30","gene","CERVIX_UTERI"
1,"NAALADL2","gene","CERVIX_UTERI"
3,"NAP1L2","gene","CERVIX_UTERI"
3,"NBR1","gene","CERVIX_UTERI"
3,"NCOA5","gene","CERVIX_UTERI"
1,"ND6","gene","CERVIX_UTERI"
2,"NDFIP2","gene","CERVIX_UTERI"
3,"NDUFAB1","gene","CERVIX_UTERI"
3,"NDUFS5","gene","CERVIX_UTERI"
3,"NEURL4","gene","CERVIX_UTERI"
2,"NME1","gene","CERVIX_UTERI"
3,"NOL6","gene","CERVIX_UTERI"
1,"NRAP","gene","CERVIX_UTERI"
3,"NSUN5","gene","CERVIX_UTERI"
1,"NSUN6","gene","CERVIX_UTERI"
1,"NUDT9","gene","CERVIX_UTERI"
3,"PAF1","gene","CERVIX_UTERI"
3,"PARG","gene","CERVIX_UTERI"
3,"PARP1","gene","CERVIX_UTERI"
3,"PBRM1","gene","CERVIX_UTERI"
3,"PCNX4","gene","CERVIX_UTERI"
1,"PDE4D","gene","CERVIX_UTERI"
3,"PDPR","gene","CERVIX_UTERI"
3,"PDSS2","gene","CERVIX_UTERI"
3,"PHAF1","gene","CERVIX_UTERI"
3,"PHF6","gene","CERVIX_UTERI"
1,"PHF8","gene","CERVIX_UTERI"
3,"PHKB","gene","CERVIX_UTERI"
3,"PIGK","gene","CERVIX_UTERI"
1,"PKN2","gene","CERVIX_UTERI"
3,"PPP5C","gene","CERVIX_UTERI"
2,"PSMB6","gene","CERVIX_UTERI"
2,"PSMD8","gene","CERVIX_UTERI"
1,"RAD52","gene","CERVIX_UTERI"
1,"RALGAPA1","gene","CERVIX_UTERI"
3,"RBM33","gene","CERVIX_UTERI"
1,"RIOK2","gene","CERVIX_UTERI"
1,"RNF111","gene","CERVIX_UTERI"
3,"RNF139","gene","CERVIX_UTERI"
2,"RPS12","gene","CERVIX_UTERI"
3,"RPS16","gene","CERVIX_UTERI"
3,"RPS6KL1","gene","CERVIX_UTERI"
2,"RUNX1","gene","CERVIX_UTERI"
2,"SARS2","gene","CERVIX_UTERI"
3,"SELENOF","gene","CERVIX_UTERI"
1,"SENP8","gene","CERVIX_UTERI"
3,"SETBP1","gene","CERVIX_UTERI"
3,"SET","gene","CERVIX_UTERI"
3,"SFR1","gene","CERVIX_UTERI"
3,"SLC31A1","gene","CERVIX_UTERI"
3,"SUPT5H","gene","CERVIX_UTERI"
2,"TAF13","gene","CERVIX_UTERI"
3,"TAF1A","gene","CERVIX_UTERI"
3,"TAF5","gene","CERVIX_UTERI"
2,"TAFAZZIN","gene","CERVIX_UTERI"
1,"TBC1D23","gene","CERVIX_UTERI"
1,"TBC1D8","gene","CERVIX_UTERI"
3,"TCEA1","gene","CERVIX_UTERI"
1,"TCF4","gene","CERVIX_UTERI"
3,"TGDS","gene","CERVIX_UTERI"
3,"TIMM23","gene","CERVIX_UTERI"
3,"TMEM177","gene","CERVIX_UTERI"
1,"TMTC3","gene","CERVIX_UTERI"
1,"TOMM7","gene","CERVIX_UTERI"
3,"TRAPPC5","gene","CERVIX_UTERI"
2,"TREX1","gene","CERVIX_UTERI"
1,"TSEN2","gene","CERVIX_UTERI"
1,"TTC23","gene","CERVIX_UTERI"
3,"TTI2","gene","CERVIX_UTERI"
3,"TUBE1","gene","CERVIX_UTERI"
3,"TXNL1","gene","CERVIX_UTERI"
3,"UBR1","gene","CERVIX_UTERI"
1,"USP31","gene","CERVIX_UTERI"
1,"USP48","gene","CERVIX_UTERI"
3,"UTP14A","gene","CERVIX_UTERI"
3,"UTP25","gene","CERVIX_UTERI"
2,"VAMP8","gene","CERVIX_UTERI"
1,"WDR7","gene","CERVIX_UTERI"
3,"ZC3H10","gene","CERVIX_UTERI"
3,"ZC3H15","gene","CERVIX_UTERI"
1,"ZEB1","gene","CERVIX_UTERI"
1,"ZMAT2","gene","CERVIX_UTERI"
3,"ZNF330","gene","CERVIX_UTERI"
3,"ZNHIT6","gene","CERVIX_UTERI"
1,"ZZEF1","gene","CERVIX_UTERI"
2,"APEX1","TF","CERVIX_UTERI"
3,"BCL11A","TF","CERVIX_UTERI"
3,"BRCA1","TF","CERVIX_UTERI"
1,"CEBPB","TF","CERVIX_UTERI"
3,"E4F1","TF","CERVIX_UTERI"
2,"EED","TF","CERVIX_UTERI"
2,"HAX1","TF","CERVIX_UTERI"
1,"HMGA1","TF","CERVIX_UTERI"
2,"HOXA10","TF","CERVIX_UTERI"
1,"HOXA9","TF","CERVIX_UTERI"
2,"MED1","TF","CERVIX_UTERI"
1,"MEF2C","TF","CERVIX_UTERI"
3,"MLL","TF","CERVIX_UTERI"
3,"MYB","TF","CERVIX_UTERI"
3,"MYC","TF","CERVIX_UTERI"
3,"MZF1","TF","CERVIX_UTERI"
2,"PARP1","TF","CERVIX_UTERI"
2,"PBRM1","TF","CERVIX_UTERI"
2,"PHF8","TF","CERVIX_UTERI"
1,"RUNX1","TF","CERVIX_UTERI"
2,"SETBP1","TF","CERVIX_UTERI"
2,"TAF5","TF","CERVIX_UTERI"
3,"TCF4","TF","CERVIX_UTERI"
3,"ZEB1","TF","CERVIX_UTERI"
2,"AASDH","gene","COLON"
2,"ABCC10","gene","COLON"
2,"ABT1","gene","COLON"
3,"AFF1","gene","COLON"
2,"ANAPC7","gene","COLON"
2,"ANP32A","gene","COLON"
2,"APEX1","gene","COLON"
2,"ARL5B","gene","COLON"
2,"ASB7","gene","COLON"
2,"BAG5","gene","COLON"
3,"BCL11A","gene","COLON"
2,"BET1L","gene","COLON"
3,"BMP5","gene","COLON"
1,"BRCA1","gene","COLON"
2,"CCDC174","gene","COLON"
2,"CCDC184","gene","COLON"
3,"CDK8","gene","COLON"
2,"CDKN2C","gene","COLON"
2,"CEBPB","gene","COLON"
3,"CEP192","gene","COLON"
3,"CEP290","gene","COLON"
2,"CEPT1","gene","COLON"
2,"CHEK1","gene","COLON"
2,"CHERP","gene","COLON"
1,"CIAO3","gene","COLON"
2,"CLEC16A","gene","COLON"
2,"CNIH2","gene","COLON"
2,"CNPY1","gene","COLON"
2,"COA8","gene","COLON"
1,"COX4I1","gene","COLON"
2,"CRLS1","gene","COLON"
3,"CTNNBL1","gene","COLON"
2,"CWF19L2","gene","COLON"
2,"CYB5D2","gene","COLON"
2,"CZIB","gene","COLON"
2,"DCAF8","gene","COLON"
2,"DDI2","gene","COLON"
2,"DGCR6","gene","COLON"
3,"DLAT","gene","COLON"
2,"DNAI7","gene","COLON"
2,"DNAJC19","gene","COLON"
3,"DNTT","gene","COLON"
2,"DPH5","gene","COLON"
2,"DPY30","gene","COLON"
2,"DRAM2","gene","COLON"
2,"E4F1","gene","COLON"
2,"EED","gene","COLON"
2,"EEF1G","gene","COLON"
2,"EIF3D","gene","COLON"
2,"EIF3K","gene","COLON"
2,"EIF4A2","gene","COLON"
2,"EIF4B","gene","COLON"
2,"ELP3","gene","COLON"
2,"EMC8","gene","COLON"
2,"EPC2","gene","COLON"
2,"EPRS1","gene","COLON"
2,"ESYT1","gene","COLON"
3,"ETFDH","gene","COLON"
2,"ETFRF1","gene","COLON"
2,"FAAP100","gene","COLON"
2,"FAF1","gene","COLON"
2,"FAM174B","gene","COLON"
2,"FAM229B","gene","COLON"
2,"FKBP15","gene","COLON"
3,"FKTN","gene","COLON"
2,"GGCX","gene","COLON"
1,"GNL3","gene","COLON"
2,"GOLGA7","gene","COLON"
2,"HAP1","gene","COLON"
2,"HAX1","gene","COLON"
2,"HM13","gene","COLON"
1,"HMGA1","gene","COLON"
2,"HOXA10","gene","COLON"
1,"HOXA9","gene","COLON"
2,"HS2ST1","gene","COLON"
3,"IFT122","gene","COLON"
2,"IPO8","gene","COLON"
2,"ITFG1","gene","COLON"
2,"KIAA2013","gene","COLON"
2,"KIFBP","gene","COLON"
2,"KLC1","gene","COLON"
2,"KLHDC9","gene","COLON"
2,"KMT2A","gene","COLON"
2,"LEO1","gene","COLON"
3,"LINS1","gene","COLON"
2,"LRRCC1","gene","COLON"
2,"LSM4","gene","COLON"
1,"MAP4K1","gene","COLON"
2,"MBD4","gene","COLON"
3,"MCTS1","gene","COLON"
2,"ME2","gene","COLON"
2,"MED1","gene","COLON"
2,"MED29","gene","COLON"
3,"MEF2C","gene","COLON"
2,"MKS1","gene","COLON"
1,"MPC1","gene","COLON"
1,"MPND","gene","COLON"
2,"MRFAP1","gene","COLON"
1,"MRPL15","gene","COLON"
1,"MRPS12","gene","COLON"
2,"MRPS16","gene","COLON"
1,"MYB","gene","COLON"
1,"MYC","gene","COLON"
2,"MYO9A","gene","COLON"
2,"MZF1","gene","COLON"
2,"NAA30","gene","COLON"
3,"NAALADL2","gene","COLON"
2,"NAP1L2","gene","COLON"
2,"NBR1","gene","COLON"
2,"NCOA5","gene","COLON"
1,"ND6","gene","COLON"
1,"NDFIP2","gene","COLON"
2,"NDUFAB1","gene","COLON"
2,"NDUFS5","gene","COLON"
2,"NEURL4","gene","COLON"
2,"NME1","gene","COLON"
2,"NOL6","gene","COLON"
1,"NRAP","gene","COLON"
2,"NSUN5","gene","COLON"
3,"NSUN6","gene","COLON"
2,"NUDT9","gene","COLON"
2,"PAF1","gene","COLON"
2,"PARG","gene","COLON"
2,"PARP1","gene","COLON"
2,"PBRM1","gene","COLON"
2,"PCNX4","gene","COLON"
3,"PDE4D","gene","COLON"
2,"PDPR","gene","COLON"
2,"PDSS2","gene","COLON"
2,"PHAF1","gene","COLON"
2,"PHF6","gene","COLON"
2,"PHF8","gene","COLON"
2,"PHKB","gene","COLON"
2,"PIGK","gene","COLON"
2,"PKN2","gene","COLON"
2,"PPP5C","gene","COLON"
2,"PSMB6","gene","COLON"
2,"PSMD8","gene","COLON"
3,"RAD52","gene","COLON"
2,"RALGAPA1","gene","COLON"
2,"RBM33","gene","COLON"
3,"RIOK2","gene","COLON"
3,"RNF111","gene","COLON"
2,"RNF139","gene","COLON"
2,"RPS12","gene","COLON"
2,"RPS16","gene","COLON"
2,"RPS6KL1","gene","COLON"
1,"RUNX1","gene","COLON"
1,"SARS2","gene","COLON"
2,"SELENOF","gene","COLON"
3,"SENP8","gene","COLON"
2,"SETBP1","gene","COLON"
2,"SET","gene","COLON"
2,"SFR1","gene","COLON"
1,"SLC31A1","gene","COLON"
2,"SUPT5H","gene","COLON"
2,"TAF13","gene","COLON"
2,"TAF1A","gene","COLON"
2,"TAF5","gene","COLON"
2,"TAFAZZIN","gene","COLON"
2,"TBC1D23","gene","COLON"
3,"TBC1D8","gene","COLON"
2,"TCEA1","gene","COLON"
3,"TCF4","gene","COLON"
2,"TGDS","gene","COLON"
2,"TIMM23","gene","COLON"
1,"TMEM177","gene","COLON"
3,"TMTC3","gene","COLON"
2,"TOMM7","gene","COLON"
2,"TRAPPC5","gene","COLON"
2,"TREX1","gene","COLON"
2,"TSEN2","gene","COLON"
3,"TTC23","gene","COLON"
2,"TTI2","gene","COLON"
2,"TUBE1","gene","COLON"
2,"TXNL1","gene","COLON"
2,"UBR1","gene","COLON"
3,"USP31","gene","COLON"
3,"USP48","gene","COLON"
2,"UTP14A","gene","COLON"
2,"UTP25","gene","COLON"
1,"VAMP8","gene","COLON"
2,"WDR7","gene","COLON"
2,"ZC3H10","gene","COLON"
2,"ZC3H15","gene","COLON"
3,"ZEB1","gene","COLON"
2,"ZMAT2","gene","COLON"
2,"ZNF330","gene","COLON"
2,"ZNHIT6","gene","COLON"
1,"ZZEF1","gene","COLON"
1,"APEX1","TF","COLON"
2,"BCL11A","TF","COLON"
2,"BRCA1","TF","COLON"
3,"CEBPB","TF","COLON"
2,"E4F1","TF","COLON"
1,"EED","TF","COLON"
1,"HAX1","TF","COLON"
3,"HMGA1","TF","COLON"
1,"HOXA10","TF","COLON"
3,"HOXA9","TF","COLON"
1,"MED1","TF","COLON"
3,"MEF2C","TF","COLON"
2,"MLL","TF","COLON"
2,"MYB","TF","COLON"
2,"MYC","TF","COLON"
2,"MZF1","TF","COLON"
1,"PARP1","TF","COLON"
1,"PBRM1","TF","COLON"
1,"PHF8","TF","COLON"
3,"RUNX1","TF","COLON"
1,"SETBP1","TF","COLON"
1,"TAF5","TF","COLON"
2,"TCF4","TF","COLON"
2,"ZEB1","TF","COLON"
3,"AASDH","gene","ESOPHAGUS"
3,"ABCC10","gene","ESOPHAGUS"
1,"ABT1","gene","ESOPHAGUS"
1,"AFF1","gene","ESOPHAGUS"
1,"ANAPC7","gene","ESOPHAGUS"
3,"ANP32A","gene","ESOPHAGUS"
3,"APEX1","gene","ESOPHAGUS"
3,"ARL5B","gene","ESOPHAGUS"
3,"ASB7","gene","ESOPHAGUS"
3,"BAG5","gene","ESOPHAGUS"
1,"BCL11A","gene","ESOPHAGUS"
3,"BET1L","gene","ESOPHAGUS"
1,"BMP5","gene","ESOPHAGUS"
2,"BRCA1","gene","ESOPHAGUS"
3,"CCDC174","gene","ESOPHAGUS"
3,"CCDC184","gene","ESOPHAGUS"
1,"CDK8","gene","ESOPHAGUS"
3,"CDKN2C","gene","ESOPHAGUS"
3,"CEBPB","gene","ESOPHAGUS"
1,"CEP192","gene","ESOPHAGUS"
1,"CEP290","gene","ESOPHAGUS"
3,"CEPT1","gene","ESOPHAGUS"
1,"CHEK1","gene","ESOPHAGUS"
3,"CHERP","gene","ESOPHAGUS"
2,"CIAO3","gene","ESOPHAGUS"
3,"CLEC16A","gene","ESOPHAGUS"
3,"CNIH2","gene","ESOPHAGUS"
1,"CNPY1","gene","ESOPHAGUS"
3,"COA8","gene","ESOPHAGUS"
3,"COX4I1","gene","ESOPHAGUS"
3,"CRLS1","gene","ESOPHAGUS"
1,"CTNNBL1","gene","ESOPHAGUS"
3,"CWF19L2","gene","ESOPHAGUS"
3,"CYB5D2","gene","ESOPHAGUS"
3,"CZIB","gene","ESOPHAGUS"
3,"DCAF8","gene","ESOPHAGUS"
2,"DDI2","gene","ESOPHAGUS"
3,"DGCR6","gene","ESOPHAGUS"
1,"DLAT","gene","ESOPHAGUS"
2,"DNAI7","gene","ESOPHAGUS"
3,"DNAJC19","gene","ESOPHAGUS"
1,"DNTT","gene","ESOPHAGUS"
3,"DPH5","gene","ESOPHAGUS"
3,"DPY30","gene","ESOPHAGUS"
3,"DRAM2","gene","ESOPHAGUS"
3,"E4F1","gene","ESOPHAGUS"
3,"EED","gene","ESOPHAGUS"
3,"EEF1G","gene","ESOPHAGUS"
3,"EIF3D","gene","ESOPHAGUS"
3,"EIF3K","gene","ESOPHAGUS"
3,"EIF4A2","gene","ESOPHAGUS"
3,"EIF4B","gene","ESOPHAGUS"
3,"ELP3","gene","ESOPHAGUS"
3,"EMC8","gene","ESOPHAGUS"
3,"EPC2","gene","ESOPHAGUS"
2,"EPRS1","gene","ESOPHAGUS"
3,"ESYT1","gene","ESOPHAGUS"
1,"ETFDH","gene","ESOPHAGUS"
3,"ETFRF1","gene","ESOPHAGUS"
3,"FAAP100","gene","ESOPHAGUS"
3,"FAF1","gene","ESOPHAGUS"
3,"FAM174B","gene","ESOPHAGUS"
3,"FAM229B","gene","ESOPHAGUS"
3,"FKBP15","gene","ESOPHAGUS"
1,"FKTN","gene","ESOPHAGUS"
3,"GGCX","gene","ESOPHAGUS"
2,"GNL3","gene","ESOPHAGUS"
3,"GOLGA7","gene","ESOPHAGUS"
2,"HAP1","gene","ESOPHAGUS"
3,"HAX1","gene","ESOPHAGUS"
2,"HM13","gene","ESOPHAGUS"
2,"HMGA1","gene","ESOPHAGUS"
2,"HOXA10","gene","ESOPHAGUS"
2,"HOXA9","gene","ESOPHAGUS"
3,"HS2ST1","gene","ESOPHAGUS"
1,"IFT122","gene","ESOPHAGUS"
1,"IPO8","gene","ESOPHAGUS"
3,"ITFG1","gene","ESOPHAGUS"
3,"KIAA2013","gene","ESOPHAGUS"
3,"KIFBP","gene","ESOPHAGUS"
3,"KLC1","gene","ESOPHAGUS"
3,"KLHDC9","gene","ESOPHAGUS"
3,"KMT2A","gene","ESOPHAGUS"
3,"LEO1","gene","ESOPHAGUS"
1,"LINS1","gene","ESOPHAGUS"
3,"LRRCC1","gene","ESOPHAGUS"
3,"LSM4","gene","ESOPHAGUS"
3,"MAP4K1","gene","ESOPHAGUS"
3,"MBD4","gene","ESOPHAGUS"
1,"MCTS1","gene","ESOPHAGUS"
3,"ME2","gene","ESOPHAGUS"
3,"MED1","gene","ESOPHAGUS"
3,"MED29","gene","ESOPHAGUS"
1,"MEF2C","gene","ESOPHAGUS"
3,"MKS1","gene","ESOPHAGUS"
1,"MPC1","gene","ESOPHAGUS"
3,"MPND","gene","ESOPHAGUS"
3,"MRFAP1","gene","ESOPHAGUS"
3,"MRPL15","gene","ESOPHAGUS"
3,"MRPS12","gene","ESOPHAGUS"
3,"MRPS16","gene","ESOPHAGUS"
2,"MYB","gene","ESOPHAGUS"
2,"MYC","gene","ESOPHAGUS"
3,"MYO9A","gene","ESOPHAGUS"
3,"MZF1","gene","ESOPHAGUS"
3,"NAA30","gene","ESOPHAGUS"
1,"NAALADL2","gene","ESOPHAGUS"
1,"NAP1L2","gene","ESOPHAGUS"
3,"NBR1","gene","ESOPHAGUS"
3,"NCOA5","gene","ESOPHAGUS"
2,"ND6","gene","ESOPHAGUS"
2,"NDFIP2","gene","ESOPHAGUS"
3,"NDUFAB1","gene","ESOPHAGUS"
3,"NDUFS5","gene","ESOPHAGUS"
3,"NEURL4","gene","ESOPHAGUS"
2,"NME1","gene","ESOPHAGUS"
3,"NOL6","gene","ESOPHAGUS"
1,"NRAP","gene","ESOPHAGUS"
3,"NSUN5","gene","ESOPHAGUS"
1,"NSUN6","gene","ESOPHAGUS"
3,"NUDT9","gene","ESOPHAGUS"
3,"PAF1","gene","ESOPHAGUS"
3,"PARG","gene","ESOPHAGUS"
3,"PARP1","gene","ESOPHAGUS"
3,"PBRM1","gene","ESOPHAGUS"
3,"PCNX4","gene","ESOPHAGUS"
1,"PDE4D","gene","ESOPHAGUS"
3,"PDPR","gene","ESOPHAGUS"
3,"PDSS2","gene","ESOPHAGUS"
