"condor_memb","name","entity","tissue_type"
3,"CYB5D2","gene","SKIN"
4,"CZIB","gene","SKIN"
3,"DCAF8","gene","SKIN"
3,"DDI2","gene","SKIN"
2,"DGCR6","gene","SKIN"
3,"DLAT","gene","SKIN"
2,"DNAI7","gene","SKIN"
3,"DNAJC19","gene","SKIN"
1,"DNTT","gene","SKIN"
4,"DPH5","gene","SKIN"
3,"DPY30","gene","SKIN"
3,"DRAM2","gene","SKIN"
3,"E4F1","gene","SKIN"
3,"EED","gene","SKIN"
4,"EEF1G","gene","SKIN"
4,"EIF3D","gene","SKIN"
4,"EIF3K","gene","SKIN"
3,"EIF4A2","gene","SKIN"
1,"EIF4B","gene","SKIN"
3,"ELP3","gene","SKIN"
3,"EMC8","gene","SKIN"
3,"EPC2","gene","SKIN"
4,"EPRS1","gene","SKIN"
3,"ESYT1","gene","SKIN"
1,"ETFDH","gene","SKIN"
2,"ETFRF1","gene","SKIN"
3,"FAAP100","gene","SKIN"
3,"FAF1","gene","SKIN"
2,"FAM174B","gene","SKIN"
3,"FAM229B","gene","SKIN"
3,"FKBP15","gene","SKIN"
1,"FKTN","gene","SKIN"
3,"GGCX","gene","SKIN"
4,"GNL3","gene","SKIN"
3,"GOLGA7","gene","SKIN"
2,"HAP1","gene","SKIN"
3,"HAX1","gene","SKIN"
3,"HM13","gene","SKIN"
4,"HMGA1","gene","SKIN"
4,"HOXA10","gene","SKIN"
4,"HOXA9","gene","SKIN"
3,"HS2ST1","gene","SKIN"
1,"IFT122","gene","SKIN"
1,"IPO8","gene","SKIN"
3,"ITFG1","gene","SKIN"
3,"KIAA2013","gene","SKIN"
4,"KIFBP","gene","SKIN"
3,"KLC1","gene","SKIN"
2,"KLHDC9","gene","SKIN"
3,"KMT2A","gene","SKIN"
3,"LEO1","gene","SKIN"
1,"LINS1","gene","SKIN"
3,"LRRCC1","gene","SKIN"
4,"LSM4","gene","SKIN"
2,"MAP4K1","gene","SKIN"
3,"MBD4","gene","SKIN"
1,"MCTS1","gene","SKIN"
3,"ME2","gene","SKIN"
3,"MED1","gene","SKIN"
3,"MED29","gene","SKIN"
1,"MEF2C","gene","SKIN"
2,"MKS1","gene","SKIN"
1,"MPC1","gene","SKIN"
3,"MPND","gene","SKIN"
3,"MRFAP1","gene","SKIN"
4,"MRPL15","gene","SKIN"
4,"MRPS12","gene","SKIN"
4,"MRPS16","gene","SKIN"
2,"MYB","gene","SKIN"
4,"MYC","gene","SKIN"
3,"MYO9A","gene","SKIN"
2,"MZF1","gene","SKIN"
3,"NAA30","gene","SKIN"
1,"NAALADL2","gene","SKIN"
2,"NAP1L2","gene","SKIN"
3,"NBR1","gene","SKIN"
3,"NCOA5","gene","SKIN"
4,"ND6","gene","SKIN"
2,"NDFIP2","gene","SKIN"
3,"NDUFAB1","gene","SKIN"
4,"NDUFS5","gene","SKIN"
3,"NEURL4","gene","SKIN"
4,"NME1","gene","SKIN"
3,"NOL6","gene","SKIN"
1,"NRAP","gene","SKIN"
3,"NSUN5","gene","SKIN"
1,"NSUN6","gene","SKIN"
3,"NUDT9","gene","SKIN"
3,"PAF1","gene","SKIN"
3,"PARG","gene","SKIN"
3,"PARP1","gene","SKIN"
3,"PBRM1","gene","SKIN"
1,"PCNX4","gene","SKIN"
1,"PDE4D","gene","SKIN"
3,"PDPR","gene","SKIN"
3,"PDSS2","gene","SKIN"
4,"PHAF1","gene","SKIN"
3,"PHF6","gene","SKIN"
1,"PHF8","gene","SKIN"
3,"PHKB","gene","SKIN"
4,"PIGK","gene","SKIN"
3,"PKN2","gene","SKIN"
3,"PPP5C","gene","SKIN"
4,"PSMB6","gene","SKIN"
4,"PSMD8","gene","SKIN"
1,"RAD52","gene","SKIN"
1,"RALGAPA1","gene","SKIN"
3,"RBM33","gene","SKIN"
1,"RIOK2","gene","SKIN"
1,"RNF111","gene","SKIN"
3,"RNF139","gene","SKIN"
4,"RPS12","gene","SKIN"
4,"RPS16","gene","SKIN"
2,"RPS6KL1","gene","SKIN"
4,"RUNX1","gene","SKIN"
4,"SARS2","gene","SKIN"
4,"SELENOF","gene","SKIN"
1,"SENP8","gene","SKIN"
3,"SETBP1","gene","SKIN"
3,"SET","gene","SKIN"
3,"SFR1","gene","SKIN"
4,"SLC31A1","gene","SKIN"
3,"SUPT5H","gene","SKIN"
3,"TAF13","gene","SKIN"
3,"TAF1A","gene","SKIN"
3,"TAF5","gene","SKIN"
4,"TAFAZZIN","gene","SKIN"
3,"TBC1D23","gene","SKIN"
2,"TBC1D8","gene","SKIN"
3,"TCEA1","gene","SKIN"
1,"TCF4","gene","SKIN"
3,"TGDS","gene","SKIN"
4,"TIMM23","gene","SKIN"
3,"TMEM177","gene","SKIN"
1,"TMTC3","gene","SKIN"
4,"TOMM7","gene","SKIN"
4,"TRAPPC5","gene","SKIN"
2,"TREX1","gene","SKIN"
1,"TSEN2","gene","SKIN"
1,"TTC23","gene","SKIN"
3,"TTI2","gene","SKIN"
3,"TUBE1","gene","SKIN"
3,"TXNL1","gene","SKIN"
3,"UBR1","gene","SKIN"
1,"USP31","gene","SKIN"
1,"USP48","gene","SKIN"
3,"UTP14A","gene","SKIN"
4,"UTP25","gene","SKIN"
2,"VAMP8","gene","SKIN"
3,"WDR7","gene","SKIN"
3,"ZC3H10","gene","SKIN"
3,"ZC3H15","gene","SKIN"
1,"ZEB1","gene","SKIN"
4,"ZMAT2","gene","SKIN"
1,"ZNF330","gene","SKIN"
3,"ZNHIT6","gene","SKIN"
1,"ZZEF1","gene","SKIN"
4,"APEX1","TF","SKIN"
2,"BCL11A","TF","SKIN"
3,"BRCA1","TF","SKIN"
1,"CEBPB","TF","SKIN"
3,"E4F1","TF","SKIN"
4,"EED","TF","SKIN"
4,"HAX1","TF","SKIN"
1,"HMGA1","TF","SKIN"
4,"HOXA10","TF","SKIN"
1,"HOXA9","TF","SKIN"
4,"MED1","TF","SKIN"
1,"MEF2C","TF","SKIN"
3,"MLL","TF","SKIN"
2,"MYB","TF","SKIN"
3,"MYC","TF","SKIN"
2,"MZF1","TF","SKIN"
4,"PARP1","TF","SKIN"
4,"PBRM1","TF","SKIN"
4,"PHF8","TF","SKIN"
1,"RUNX1","TF","SKIN"
4,"SETBP1","TF","SKIN"
4,"TAF5","TF","SKIN"
2,"TCF4","TF","SKIN"
2,"ZEB1","TF","SKIN"
2,"AASDH","gene","SMALL_INTESTINE"
2,"ABCC10","gene","SMALL_INTESTINE"
2,"ABT1","gene","SMALL_INTESTINE"
3,"AFF1","gene","SMALL_INTESTINE"
2,"ANAPC7","gene","SMALL_INTESTINE"
2,"ANP32A","gene","SMALL_INTESTINE"
2,"APEX1","gene","SMALL_INTESTINE"
2,"ARL5B","gene","SMALL_INTESTINE"
2,"ASB7","gene","SMALL_INTESTINE"
2,"BAG5","gene","SMALL_INTESTINE"
2,"BCL11A","gene","SMALL_INTESTINE"
2,"BET1L","gene","SMALL_INTESTINE"
3,"BMP5","gene","SMALL_INTESTINE"
1,"BRCA1","gene","SMALL_INTESTINE"
2,"CCDC174","gene","SMALL_INTESTINE"
2,"CCDC184","gene","SMALL_INTESTINE"
3,"CDK8","gene","SMALL_INTESTINE"
2,"CDKN2C","gene","SMALL_INTESTINE"
2,"CEBPB","gene","SMALL_INTESTINE"
3,"CEP192","gene","SMALL_INTESTINE"
2,"CEP290","gene","SMALL_INTESTINE"
2,"CEPT1","gene","SMALL_INTESTINE"
3,"CHEK1","gene","SMALL_INTESTINE"
2,"CHERP","gene","SMALL_INTESTINE"
2,"CIAO3","gene","SMALL_INTESTINE"
2,"CLEC16A","gene","SMALL_INTESTINE"
2,"CNIH2","gene","SMALL_INTESTINE"
3,"CNPY1","gene","SMALL_INTESTINE"
2,"COA8","gene","SMALL_INTESTINE"
1,"COX4I1","gene","SMALL_INTESTINE"
2,"CRLS1","gene","SMALL_INTESTINE"
3,"CTNNBL1","gene","SMALL_INTESTINE"
2,"CWF19L2","gene","SMALL_INTESTINE"
2,"CYB5D2","gene","SMALL_INTESTINE"
2,"CZIB","gene","SMALL_INTESTINE"
2,"DCAF8","gene","SMALL_INTESTINE"
2,"DDI2","gene","SMALL_INTESTINE"
1,"DGCR6","gene","SMALL_INTESTINE"
2,"DLAT","gene","SMALL_INTESTINE"
2,"DNAI7","gene","SMALL_INTESTINE"
2,"DNAJC19","gene","SMALL_INTESTINE"
1,"DNTT","gene","SMALL_INTESTINE"
2,"DPH5","gene","SMALL_INTESTINE"
2,"DPY30","gene","SMALL_INTESTINE"
2,"DRAM2","gene","SMALL_INTESTINE"
2,"E4F1","gene","SMALL_INTESTINE"
2,"EED","gene","SMALL_INTESTINE"
2,"EEF1G","gene","SMALL_INTESTINE"
2,"EIF3D","gene","SMALL_INTESTINE"
2,"EIF3K","gene","SMALL_INTESTINE"
2,"EIF4A2","gene","SMALL_INTESTINE"
2,"EIF4B","gene","SMALL_INTESTINE"
2,"ELP3","gene","SMALL_INTESTINE"
2,"EMC8","gene","SMALL_INTESTINE"
2,"EPC2","gene","SMALL_INTESTINE"
2,"EPRS1","gene","SMALL_INTESTINE"
2,"ESYT1","gene","SMALL_INTESTINE"
1,"ETFDH","gene","SMALL_INTESTINE"
2,"ETFRF1","gene","SMALL_INTESTINE"
2,"FAAP100","gene","SMALL_INTESTINE"
2,"FAF1","gene","SMALL_INTESTINE"
2,"FAM174B","gene","SMALL_INTESTINE"
2,"FAM229B","gene","SMALL_INTESTINE"
2,"FKBP15","gene","SMALL_INTESTINE"
3,"FKTN","gene","SMALL_INTESTINE"
2,"GGCX","gene","SMALL_INTESTINE"
2,"GNL3","gene","SMALL_INTESTINE"
2,"GOLGA7","gene","SMALL_INTESTINE"
2,"HAP1","gene","SMALL_INTESTINE"
2,"HAX1","gene","SMALL_INTESTINE"
2,"HM13","gene","SMALL_INTESTINE"
3,"HMGA1","gene","SMALL_INTESTINE"
1,"HOXA10","gene","SMALL_INTESTINE"
1,"HOXA9","gene","SMALL_INTESTINE"
2,"HS2ST1","gene","SMALL_INTESTINE"
3,"IFT122","gene","SMALL_INTESTINE"
2,"IPO8","gene","SMALL_INTESTINE"
1,"ITFG1","gene","SMALL_INTESTINE"
1,"KIAA2013","gene","SMALL_INTESTINE"
2,"KIFBP","gene","SMALL_INTESTINE"
2,"KLC1","gene","SMALL_INTESTINE"
2,"KLHDC9","gene","SMALL_INTESTINE"
2,"KMT2A","gene","SMALL_INTESTINE"
2,"LEO1","gene","SMALL_INTESTINE"
3,"LINS1","gene","SMALL_INTESTINE"
2,"LRRCC1","gene","SMALL_INTESTINE"
2,"LSM4","gene","SMALL_INTESTINE"
2,"MAP4K1","gene","SMALL_INTESTINE"
2,"MBD4","gene","SMALL_INTESTINE"
3,"MCTS1","gene","SMALL_INTESTINE"
1,"ME2","gene","SMALL_INTESTINE"
2,"MED1","gene","SMALL_INTESTINE"
2,"MED29","gene","SMALL_INTESTINE"
3,"MEF2C","gene","SMALL_INTESTINE"
2,"MKS1","gene","SMALL_INTESTINE"
3,"MPC1","gene","SMALL_INTESTINE"
1,"MPND","gene","SMALL_INTESTINE"
2,"MRFAP1","gene","SMALL_INTESTINE"
2,"MRPL15","gene","SMALL_INTESTINE"
2,"MRPS12","gene","SMALL_INTESTINE"
2,"MRPS16","gene","SMALL_INTESTINE"
1,"MYB","gene","SMALL_INTESTINE"
1,"MYC","gene","SMALL_INTESTINE"
2,"MYO9A","gene","SMALL_INTESTINE"
2,"MZF1","gene","SMALL_INTESTINE"
2,"NAA30","gene","SMALL_INTESTINE"
3,"NAALADL2","gene","SMALL_INTESTINE"
2,"NAP1L2","gene","SMALL_INTESTINE"
2,"NBR1","gene","SMALL_INTESTINE"
2,"NCOA5","gene","SMALL_INTESTINE"
1,"ND6","gene","SMALL_INTESTINE"
1,"NDFIP2","gene","SMALL_INTESTINE"
2,"NDUFAB1","gene","SMALL_INTESTINE"
2,"NDUFS5","gene","SMALL_INTESTINE"
2,"NEURL4","gene","SMALL_INTESTINE"
2,"NME1","gene","SMALL_INTESTINE"
2,"NOL6","gene","SMALL_INTESTINE"
1,"NRAP","gene","SMALL_INTESTINE"
2,"NSUN5","gene","SMALL_INTESTINE"
3,"NSUN6","gene","SMALL_INTESTINE"
3,"NUDT9","gene","SMALL_INTESTINE"
2,"PAF1","gene","SMALL_INTESTINE"
2,"PARG","gene","SMALL_INTESTINE"
2,"PARP1","gene","SMALL_INTESTINE"
2,"PBRM1","gene","SMALL_INTESTINE"
2,"PCNX4","gene","SMALL_INTESTINE"
3,"PDE4D","gene","SMALL_INTESTINE"
2,"PDPR","gene","SMALL_INTESTINE"
2,"PDSS2","gene","SMALL_INTESTINE"
2,"PHAF1","gene","SMALL_INTESTINE"
2,"PHF6","gene","SMALL_INTESTINE"
2,"PHF8","gene","SMALL_INTESTINE"
2,"PHKB","gene","SMALL_INTESTINE"
2,"PIGK","gene","SMALL_INTESTINE"
3,"PKN2","gene","SMALL_INTESTINE"
2,"PPP5C","gene","SMALL_INTESTINE"
2,"PSMB6","gene","SMALL_INTESTINE"
2,"PSMD8","gene","SMALL_INTESTINE"
2,"RAD52","gene","SMALL_INTESTINE"
2,"RALGAPA1","gene","SMALL_INTESTINE"
2,"RBM33","gene","SMALL_INTESTINE"
3,"RIOK2","gene","SMALL_INTESTINE"
3,"RNF111","gene","SMALL_INTESTINE"
2,"RNF139","gene","SMALL_INTESTINE"
2,"RPS12","gene","SMALL_INTESTINE"
2,"RPS16","gene","SMALL_INTESTINE"
2,"RPS6KL1","gene","SMALL_INTESTINE"
2,"RUNX1","gene","SMALL_INTESTINE"
2,"SARS2","gene","SMALL_INTESTINE"
2,"SELENOF","gene","SMALL_INTESTINE"
3,"SENP8","gene","SMALL_INTESTINE"
2,"SETBP1","gene","SMALL_INTESTINE"
2,"SET","gene","SMALL_INTESTINE"
2,"SFR1","gene","SMALL_INTESTINE"
1,"SLC31A1","gene","SMALL_INTESTINE"
2,"SUPT5H","gene","SMALL_INTESTINE"
2,"TAF13","gene","SMALL_INTESTINE"
2,"TAF1A","gene","SMALL_INTESTINE"
2,"TAF5","gene","SMALL_INTESTINE"
2,"TAFAZZIN","gene","SMALL_INTESTINE"
2,"TBC1D23","gene","SMALL_INTESTINE"
1,"TBC1D8","gene","SMALL_INTESTINE"
2,"TCEA1","gene","SMALL_INTESTINE"
3,"TCF4","gene","SMALL_INTESTINE"
2,"TGDS","gene","SMALL_INTESTINE"
2,"TIMM23","gene","SMALL_INTESTINE"
1,"TMEM177","gene","SMALL_INTESTINE"
3,"TMTC3","gene","SMALL_INTESTINE"
2,"TOMM7","gene","SMALL_INTESTINE"
2,"TRAPPC5","gene","SMALL_INTESTINE"
2,"TREX1","gene","SMALL_INTESTINE"
2,"TSEN2","gene","SMALL_INTESTINE"
3,"TTC23","gene","SMALL_INTESTINE"
2,"TTI2","gene","SMALL_INTESTINE"
2,"TUBE1","gene","SMALL_INTESTINE"
2,"TXNL1","gene","SMALL_INTESTINE"
2,"UBR1","gene","SMALL_INTESTINE"
3,"USP31","gene","SMALL_INTESTINE"
3,"USP48","gene","SMALL_INTESTINE"
2,"UTP14A","gene","SMALL_INTESTINE"
2,"UTP25","gene","SMALL_INTESTINE"
1,"VAMP8","gene","SMALL_INTESTINE"
2,"WDR7","gene","SMALL_INTESTINE"
2,"ZC3H10","gene","SMALL_INTESTINE"
2,"ZC3H15","gene","SMALL_INTESTINE"
3,"ZEB1","gene","SMALL_INTESTINE"
2,"ZMAT2","gene","SMALL_INTESTINE"
2,"ZNF330","gene","SMALL_INTESTINE"
2,"ZNHIT6","gene","SMALL_INTESTINE"
1,"ZZEF1","gene","SMALL_INTESTINE"
1,"APEX1","TF","SMALL_INTESTINE"
2,"BCL11A","TF","SMALL_INTESTINE"
2,"BRCA1","TF","SMALL_INTESTINE"
3,"CEBPB","TF","SMALL_INTESTINE"
2,"E4F1","TF","SMALL_INTESTINE"
1,"EED","TF","SMALL_INTESTINE"
1,"HAX1","TF","SMALL_INTESTINE"
3,"HMGA1","TF","SMALL_INTESTINE"
1,"HOXA10","TF","SMALL_INTESTINE"
3,"HOXA9","TF","SMALL_INTESTINE"
1,"MED1","TF","SMALL_INTESTINE"
3,"MEF2C","TF","SMALL_INTESTINE"
2,"MLL","TF","SMALL_INTESTINE"
2,"MYB","TF","SMALL_INTESTINE"
2,"MYC","TF","SMALL_INTESTINE"
2,"MZF1","TF","SMALL_INTESTINE"
1,"PARP1","TF","SMALL_INTESTINE"
1,"PBRM1","TF","SMALL_INTESTINE"
1,"PHF8","TF","SMALL_INTESTINE"
3,"RUNX1","TF","SMALL_INTESTINE"
1,"SETBP1","TF","SMALL_INTESTINE"
1,"TAF5","TF","SMALL_INTESTINE"
2,"TCF4","TF","SMALL_INTESTINE"
2,"ZEB1","TF","SMALL_INTESTINE"
3,"AASDH","gene","SPLEEN"
3,"ABCC10","gene","SPLEEN"
3,"ABT1","gene","SPLEEN"
2,"AFF1","gene","SPLEEN"
3,"ANAPC7","gene","SPLEEN"
3,"ANP32A","gene","SPLEEN"
3,"APEX1","gene","SPLEEN"
3,"ARL5B","gene","SPLEEN"
3,"ASB7","gene","SPLEEN"
3,"BAG5","gene","SPLEEN"
2,"BCL11A","gene","SPLEEN"
3,"BET1L","gene","SPLEEN"
1,"BMP5","gene","SPLEEN"
1,"BRCA1","gene","SPLEEN"
3,"CCDC174","gene","SPLEEN"
3,"CCDC184","gene","SPLEEN"
2,"CDK8","gene","SPLEEN"
1,"CDKN2C","gene","SPLEEN"
3,"CEBPB","gene","SPLEEN"
2,"CEP192","gene","SPLEEN"
3,"CEP290","gene","SPLEEN"
3,"CEPT1","gene","SPLEEN"
1,"CHEK1","gene","SPLEEN"
3,"CHERP","gene","SPLEEN"
3,"CIAO3","gene","SPLEEN"
3,"CLEC16A","gene","SPLEEN"
3,"CNIH2","gene","SPLEEN"
1,"CNPY1","gene","SPLEEN"
3,"COA8","gene","SPLEEN"
3,"COX4I1","gene","SPLEEN"
3,"CRLS1","gene","SPLEEN"
2,"CTNNBL1","gene","SPLEEN"
3,"CWF19L2","gene","SPLEEN"
3,"CYB5D2","gene","SPLEEN"
3,"CZIB","gene","SPLEEN"
3,"DCAF8","gene","SPLEEN"
3,"DDI2","gene","SPLEEN"
3,"DGCR6","gene","SPLEEN"
3,"DLAT","gene","SPLEEN"
1,"DNAI7","gene","SPLEEN"
3,"DNAJC19","gene","SPLEEN"
1,"DNTT","gene","SPLEEN"
3,"DPH5","gene","SPLEEN"
3,"DPY30","gene","SPLEEN"
3,"DRAM2","gene","SPLEEN"
3,"E4F1","gene","SPLEEN"
3,"EED","gene","SPLEEN"
3,"EEF1G","gene","SPLEEN"
3,"EIF3D","gene","SPLEEN"
3,"EIF3K","gene","SPLEEN"
3,"EIF4A2","gene","SPLEEN"
3,"EIF4B","gene","SPLEEN"
3,"ELP3","gene","SPLEEN"
3,"EMC8","gene","SPLEEN"
3,"EPC2","gene","SPLEEN"
1,"EPRS1","gene","SPLEEN"
3,"ESYT1","gene","SPLEEN"
3,"ETFDH","gene","SPLEEN"
3,"ETFRF1","gene","SPLEEN"
3,"FAAP100","gene","SPLEEN"
3,"FAF1","gene","SPLEEN"
1,"FAM174B","gene","SPLEEN"
3,"FAM229B","gene","SPLEEN"
3,"FKBP15","gene","SPLEEN"
2,"FKTN","gene","SPLEEN"
3,"GGCX","gene","SPLEEN"
1,"GNL3","gene","SPLEEN"
3,"GOLGA7","gene","SPLEEN"
3,"HAP1","gene","SPLEEN"
3,"HAX1","gene","SPLEEN"
1,"HM13","gene","SPLEEN"
1,"HMGA1","gene","SPLEEN"
1,"HOXA10","gene","SPLEEN"
1,"HOXA9","gene","SPLEEN"
3,"HS2ST1","gene","SPLEEN"
3,"IFT122","gene","SPLEEN"
3,"IPO8","gene","SPLEEN"
3,"ITFG1","gene","SPLEEN"
3,"KIAA2013","gene","SPLEEN"
3,"KIFBP","gene","SPLEEN"
3,"KLC1","gene","SPLEEN"
3,"KLHDC9","gene","SPLEEN"
3,"KMT2A","gene","SPLEEN"
3,"LEO1","gene","SPLEEN"
3,"LINS1","gene","SPLEEN"
3,"LRRCC1","gene","SPLEEN"
3,"LSM4","gene","SPLEEN"
3,"MAP4K1","gene","SPLEEN"
3,"MBD4","gene","SPLEEN"
2,"MCTS1","gene","SPLEEN"
3,"ME2","gene","SPLEEN"
3,"MED1","gene","SPLEEN"
3,"MED29","gene","SPLEEN"
2,"MEF2C","gene","SPLEEN"
3,"MKS1","gene","SPLEEN"
3,"MPC1","gene","SPLEEN"
3,"MPND","gene","SPLEEN"
3,"MRFAP1","gene","SPLEEN"
3,"MRPL15","gene","SPLEEN"
3,"MRPS12","gene","SPLEEN"
3,"MRPS16","gene","SPLEEN"
1,"MYB","gene","SPLEEN"
1,"MYC","gene","SPLEEN"
3,"MYO9A","gene","SPLEEN"
3,"MZF1","gene","SPLEEN"
3,"NAA30","gene","SPLEEN"
2,"NAALADL2","gene","SPLEEN"
3,"NAP1L2","gene","SPLEEN"
3,"NBR1","gene","SPLEEN"
3,"NCOA5","gene","SPLEEN"
1,"ND6","gene","SPLEEN"
3,"NDFIP2","gene","SPLEEN"
3,"NDUFAB1","gene","SPLEEN"
3,"NDUFS5","gene","SPLEEN"
3,"NEURL4","gene","SPLEEN"
1,"NME1","gene","SPLEEN"
3,"NOL6","gene","SPLEEN"
1,"NRAP","gene","SPLEEN"
3,"NSUN5","gene","SPLEEN"
2,"NSUN6","gene","SPLEEN"
3,"NUDT9","gene","SPLEEN"
3,"PAF1","gene","SPLEEN"
3,"PARG","gene","SPLEEN"
1,"PARP1","gene","SPLEEN"
3,"PBRM1","gene","SPLEEN"
3,"PCNX4","gene","SPLEEN"
2,"PDE4D","gene","SPLEEN"
3,"PDPR","gene","SPLEEN"
3,"PDSS2","gene","SPLEEN"
3,"PHAF1","gene","SPLEEN"
3,"PHF6","gene","SPLEEN"
3,"PHF8","gene","SPLEEN"
3,"PHKB","gene","SPLEEN"
3,"PIGK","gene","SPLEEN"
3,"PKN2","gene","SPLEEN"
3,"PPP5C","gene","SPLEEN"
1,"PSMB6","gene","SPLEEN"
3,"PSMD8","gene","SPLEEN"
3,"RAD52","gene","SPLEEN"
3,"RALGAPA1","gene","SPLEEN"
3,"RBM33","gene","SPLEEN"
2,"RIOK2","gene","SPLEEN"
2,"RNF111","gene","SPLEEN"
3,"RNF139","gene","SPLEEN"
3,"RPS12","gene","SPLEEN"
3,"RPS16","gene","SPLEEN"
3,"RPS6KL1","gene","SPLEEN"
1,"RUNX1","gene","SPLEEN"
3,"SARS2","gene","SPLEEN"
3,"SELENOF","gene","SPLEEN"
3,"SENP8","gene","SPLEEN"
3,"SETBP1","gene","SPLEEN"
3,"SET","gene","SPLEEN"
3,"SFR1","gene","SPLEEN"
1,"SLC31A1","gene","SPLEEN"
3,"SUPT5H","gene","SPLEEN"
3,"TAF13","gene","SPLEEN"
3,"TAF1A","gene","SPLEEN"
3,"TAF5","gene","SPLEEN"
3,"TAFAZZIN","gene","SPLEEN"
3,"TBC1D23","gene","SPLEEN"
3,"TBC1D8","gene","SPLEEN"
3,"TCEA1","gene","SPLEEN"
2,"TCF4","gene","SPLEEN"
3,"TGDS","gene","SPLEEN"
3,"TIMM23","gene","SPLEEN"
3,"TMEM177","gene","SPLEEN"
2,"TMTC3","gene","SPLEEN"
3,"TOMM7","gene","SPLEEN"
3,"TRAPPC5","gene","SPLEEN"
3,"TREX1","gene","SPLEEN"
3,"TSEN2","gene","SPLEEN"
2,"TTC23","gene","SPLEEN"
3,"TTI2","gene","SPLEEN"
3,"TUBE1","gene","SPLEEN"
3,"TXNL1","gene","SPLEEN"
3,"UBR1","gene","SPLEEN"
3,"USP31","gene","SPLEEN"
2,"USP48","gene","SPLEEN"
3,"UTP14A","gene","SPLEEN"
3,"UTP25","gene","SPLEEN"
1,"VAMP8","gene","SPLEEN"
3,"WDR7","gene","SPLEEN"
3,"ZC3H10","gene","SPLEEN"
3,"ZC3H15","gene","SPLEEN"
2,"ZEB1","gene","SPLEEN"
3,"ZMAT2","gene","SPLEEN"
3,"ZNF330","gene","SPLEEN"
3,"ZNHIT6","gene","SPLEEN"
3,"ZZEF1","gene","SPLEEN"
1,"APEX1","TF","SPLEEN"
3,"BCL11A","TF","SPLEEN"
3,"BRCA1","TF","SPLEEN"
2,"CEBPB","TF","SPLEEN"
3,"E4F1","TF","SPLEEN"
1,"EED","TF","SPLEEN"
1,"HAX1","TF","SPLEEN"
2,"HMGA1","TF","SPLEEN"
1,"HOXA10","TF","SPLEEN"
1,"HOXA9","TF","SPLEEN"
1,"MED1","TF","SPLEEN"
2,"MEF2C","TF","SPLEEN"
3,"MLL","TF","SPLEEN"
3,"MYB","TF","SPLEEN"
3,"MYC","TF","SPLEEN"
3,"MZF1","TF","SPLEEN"
1,"PARP1","TF","SPLEEN"
1,"PBRM1","TF","SPLEEN"
1,"PHF8","TF","SPLEEN"
2,"RUNX1","TF","SPLEEN"
1,"SETBP1","TF","SPLEEN"
1,"TAF5","TF","SPLEEN"
3,"TCF4","TF","SPLEEN"
3,"ZEB1","TF","SPLEEN"
2,"AASDH","gene","STOMACH"
2,"ABCC10","gene","STOMACH"
2,"ABT1","gene","STOMACH"
2,"AFF1","gene","STOMACH"
2,"ANAPC7","gene","STOMACH"
2,"ANP32A","gene","STOMACH"
2,"APEX1","gene","STOMACH"
2,"ARL5B","gene","STOMACH"
2,"ASB7","gene","STOMACH"
2,"BAG5","gene","STOMACH"
2,"BCL11A","gene","STOMACH"
2,"BET1L","gene","STOMACH"
1,"BMP5","gene","STOMACH"
1,"BRCA1","gene","STOMACH"
2,"CCDC174","gene","STOMACH"
2,"CCDC184","gene","STOMACH"
2,"CDK8","gene","STOMACH"
2,"CDKN2C","gene","STOMACH"
2,"CEBPB","gene","STOMACH"
2,"CEP192","gene","STOMACH"
2,"CEP290","gene","STOMACH"
2,"CEPT1","gene","STOMACH"
2,"CHEK1","gene","STOMACH"
2,"CHERP","gene","STOMACH"
2,"CIAO3","gene","STOMACH"
2,"CLEC16A","gene","STOMACH"
2,"CNIH2","gene","STOMACH"
1,"CNPY1","gene","STOMACH"
2,"COA8","gene","STOMACH"
2,"COX4I1","gene","STOMACH"
2,"CRLS1","gene","STOMACH"
2,"CTNNBL1","gene","STOMACH"
2,"CWF19L2","gene","STOMACH"
2,"CYB5D2","gene","STOMACH"
2,"CZIB","gene","STOMACH"
2,"DCAF8","gene","STOMACH"
2,"DDI2","gene","STOMACH"
2,"DGCR6","gene","STOMACH"
2,"DLAT","gene","STOMACH"
2,"DNAI7","gene","STOMACH"
2,"DNAJC19","gene","STOMACH"
1,"DNTT","gene","STOMACH"
2,"DPH5","gene","STOMACH"
2,"DPY30","gene","STOMACH"
2,"DRAM2","gene","STOMACH"
2,"E4F1","gene","STOMACH"
2,"EED","gene","STOMACH"
2,"EEF1G","gene","STOMACH"
2,"EIF3D","gene","STOMACH"
2,"EIF3K","gene","STOMACH"
2,"EIF4A2","gene","STOMACH"
2,"EIF4B","gene","STOMACH"
2,"ELP3","gene","STOMACH"
2,"EMC8","gene","STOMACH"
2,"EPC2","gene","STOMACH"
2,"EPRS1","gene","STOMACH"
2,"ESYT1","gene","STOMACH"
2,"ETFDH","gene","STOMACH"
2,"ETFRF1","gene","STOMACH"
2,"FAAP100","gene","STOMACH"
2,"FAF1","gene","STOMACH"
1,"FAM174B","gene","STOMACH"
2,"FAM229B","gene","STOMACH"
2,"FKBP15","gene","STOMACH"
2,"FKTN","gene","STOMACH"
2,"GGCX","gene","STOMACH"
2,"GNL3","gene","STOMACH"
2,"GOLGA7","gene","STOMACH"
2,"HAP1","gene","STOMACH"
2,"HAX1","gene","STOMACH"
