"","x"
"GADD45GIP1_B",3
"GADD45G_B",1
"GADL1_B",2
"GAGE10_B",3
"GAGE12B_B",1
"GAGE12C_B",1
"GAGE12D_B",1
"GAGE12E_B",3
"GAGE12H_B",1
"GAGE12J_B",3
"GAGE13_B",1
"GAGE1_B",1
"GAK_B",3
"GAL3ST1_B",2
"GAL3ST2_B",3
"GAL3ST3_B",3
"GAL3ST4_B",3
"GALC_B",2
"GALE_B",3
"GALK1_B",3
"GALK2_B",2
"GALM_B",3
"GALNS_B",3
"GALNT10_B",3
"GALNT11_B",2
"GALNT12_B",2
"GALNT13_B",2
"GALNT14_B",2
"GALNT15_B",2
"GALNT16_B",3
"GALNT18_B",3
"GALNT1_B",2
"GALNT2_B",2
"GALNT3_B",2
"GALNT4_B",3
"GALNT5_B",2
"GALNT6_B",1
"GALNT7_B",2
"GALNT8_B",2
"GALNT9_B",3
"GALNTL5_B",2
"GALNTL6_B",2
"GALP_B",1
"GALR1_B",3
"GALR2_B",2
"GALR3_B",1
"GALT_B",3
"GAL_B",3
"GAMT_B",3
"GANAB_B",3
"GANC_B",3
"GAN_B",3
"GAP43_B",2
"GAPDHS_B",2
"GAPDH_B",3
"GAPLINC_B",2
"GAPT_B",2
"GAPVD1_B",2
"GAR1_B",2
"GAREM1_B",3
"GAREM2_B",3
"GARNL3_B",2
"GART_B",3
"GAS1RR_B",3
"GAS1_B",3
"GAS2L1P2_B",2
"GAS2L1_B",3
"GAS2L2_B",1
"GAS2L3_B",2
"GAS2_B",2
"GAS5_B",1
"GAS6_B",3
"GAS7_B",2
"GAS8-AS1_B",2
"GAS8_B",3
"GAST_B",3
"GATA1_B",3
"GATA2_B",3
"GATA3-AS1_B",2
"GATA3_B",3
"GATA4_B",2
"GATA5_B",3
"GATA6-AS1_B",3
"GATA6_B",3
"GATAD1_B",3
"GATAD2A_B",3
"GATAD2B_B",3
"GATB_B",3
"GATC_B",3
"GATM_B",1
"GBA2_B",3
"GBA3_B",2
"GBE1_B",3
"GBF1_B",3
"GBGT1_B",3
"GBP1_B",2
"GBP2_B",2
"GBP3_B",2
"GBP4_B",2
"GBP5_B",3
"GBP6_B",1
"GBP7_B",2
"GBX1_B",3
"GBX2_B",3
"GCAT_B",1
"GCA_B",2
"GCC1_B",3
"GCC2-AS1_B",3
"GCC2_B",2
"GCDH_B",3
"GCFC2_B",3
"GCGR_B",1
"GCG_B",1
"GCH1_B",2
"GCHFR_B",3
"GCKR_B",1
"GCK_B",3
"GCLC_B",2
"GCLM_B",3
"GCM1_B",2
"GCM2_B",3
"GCN1_B",3
"GCNT1_B",2
"GCNT2_B",2
"GCNT3_B",1
"GCNT4_B",3
"GCNT7_B",2
"GCSAML_B",2
"GCSAM_B",2
"GCSH_B",3
"GC_B",2
"GDAP1L1_B",3
"GDAP1_B",2
"GDAP2_B",3
"GDA_B",2
"GDE1_B",3
"GDF10_B",3
"GDF11_B",3
"GDF15_B",1
"GDF2_B",1
"GDF3_B",2
"GDF5_B",2
"GDF6_B",3
"GDF7_B",3
"GDF9_B",2
"GDI1_B",3
"GDI2_B",3
"GDNF_B",3
"GDPD1_B",2
"GDPD2_B",3
"GDPD3_B",3
"GDPD4_B",2
"GDPD5_B",3
"GDPGP1_B",3
"GEMIN2_B",3
"GEMIN4_B",3
"GEMIN5_B",3
"GEMIN6_B",3
"GEMIN7_B",3
"GEMIN8_B",3
"GEM_B",2
"GEN1_B",3
"GET4_B",3
"GFAP_B",3
"GFER_B",3
"GFI1B_B",2
"GFI1_B",2
"GFM1_B",3
"GFM2_B",3
"GFOD1_B",2
"GFOD2_B",3
"GFPT1_B",3
"GFPT2_B",3
"GFRA1_B",3
"GFRA2_B",3
"GFRA3_B",3
"GFRA4_B",2
"GFRAL_B",2
"GFY_B",3
"GGA1_B",2
"GGA2_B",3
"GGA3_B",3
"GGACT_B",3
"GGCT_B",3
"GGCX_B",3
"GGH_B",3
"GGNBP1_B",3
"GGNBP2_B",3
"GGN_B",3
"GGPS1_B",3
"GGT1_B",3
"GGT3P_B",3
"GGT5_B",3
"GGT6_B",1
"GGT7_B",3
"GGTLC1_B",2
"GGTLC2_B",3
"GH1_B",3
"GH2_B",3
"GHDC_B",3
"GHET1_B",1
"GHITM_B",3
"GHRHR_B",3
"GHRH_B",1
"GHRLOS_B",2
"GHRL_B",2
"GHR_B",2
"GHSR_B",3
"GID4_B",3
"GID8_B",3
"GIGYF1_B",3
"GIGYF2_B",3
"GIMAP2_B",2
"GIMAP4_B",2
"GIMAP5_B",2
"GIMAP6_B",2
"GIMAP7_B",2
"GIMAP8_B",3
"GIMD1_B",2
"GIN1_B",3
"GINM1_B",3
"GINS1_B",3
"GINS2_B",3
"GINS3_B",3
"GINS4_B",3
"GIPC1_B",3
"GIPC2_B",2
"GIPC3_B",3
"GIPR_B",2
"GIP_B",1
"GIT1_B",3
"GIT2_B",3
"GJA10_B",1
"GJA1_B",2
"GJA3_B",3
"GJA4_B",3
"GJA5_B",2
"GJA8_B",2
"GJB1_B",1
"GJB2_B",1
"GJB3_B",2
"GJB4_B",1
"GJB5_B",1
"GJB6_B",2
"GJB7_B",2
"GJC1_B",3
"GJC2_B",3
"GJC3_B",1
"GJD2_B",1
"GJD3_B",3
"GJD4_B",2
"GK2_B",1
"GK5_B",3
"GKAP1_B",2
"GKN1_B",1
"GKN2_B",2
"GK_B",3
"GLA_B",3
"GLB1L2_B",3
"GLB1L3_B",2
"GLB1L_B",3
"GLB1_B",3
"GLCCI1_B",3
"GLCE_B",2
"GLDC_B",3
"GLDN_B",2
"GLE1_B",3
"GLG1_B",3
"GLI1_B",3
"GLI2_B",2
"GLI3_B",3
"GLI4_B",3
"GLIDR_B",2
"GLIPR1L1_B",2
"GLIPR1L2_B",3
"GLIPR1_B",2
"GLIPR2_B",3
"GLIS1_B",3
"GLIS2-AS1_B",3
"GLIS2_B",3
"GLIS3-AS1_B",2
"GLIS3_B",2
"GLMN_B",3
"GLMP_B",3
"GLO1_B",2
"GLOD4_B",3
"GLOD5_B",1
"GLP1R_B",1
"GLP2R_B",2
"GLRA1_B",2
"GLRA2_B",2
"GLRA3_B",2
"GLRB_B",2
"GLRX2_B",2
"GLRX3_B",3
"GLRX5_B",3
"GLRX_B",2
"GLS2_B",1
"GLS_B",3
"GLT1D1_B",3
"GLT6D1_B",2
"GLT8D1_B",3
"GLT8D2_B",3
"GLTPD2_B",3
"GLTP_B",3
"GLUD1_B",3
"GLUD2_B",3
"GLUL_B",1
"GLYATL1_B",2
"GLYATL2_B",2
"GLYATL3_B",1
"GLYAT_B",2
"GLYCAM1_B",1
"GLYCTK_B",3
"GLYR1_B",3
"GM2A_B",3
"GMCL1_B",2
"GMDS_B",2
"GMEB1_B",3
"GMEB2_B",3
"GMFB_B",3
"GMFG_B",3
"GMIP_B",3
"GML_B",3
"GMNC_B",2
"GMNN_B",2
"GMPPA_B",3
"GMPPB_B",3
"GMPR2_B",2
"GMPR_B",3
"GMPS_B",3
"GNA11_B",3
"GNA12_B",3
"GNA13_B",3
"GNA14-AS1_B",2
"GNA14_B",2
"GNA15_B",3
"GNAI1_B",3
"GNAI2_B",3
"GNAI3_B",3
"GNAL_B",3
"GNAO1_B",3
"GNAQ_B",3
"GNAS-AS1_B",1
"GNAS_B",2
"GNAT1_B",1
"GNAT2_B",2
"GNAT3_B",2
"GNAZ_B",3
"GNB1L_B",3
"GNB1_B",3
"GNB2_B",3
"GNB3_B",3
"GNB4_B",3
"GNB5_B",3
"GNE_B",3
"GNG10_B",3
"GNG11_B",2
"GNG12-AS1_B",3
"GNG12_B",3
"GNG13_B",3
"GNG2_B",2
"GNG3_B",3
"GNG4_B",2
"GNG5_B",3
"GNG7_B",3
"GNG8_B",3
"GNGT1_B",1
"GNGT2_B",3
"GNL1_B",3
"GNL2_B",3
"GNL3L_B",3
"GNL3_B",1
"GNLY_B",3
"GNMT_B",1
"GNPAT_B",3
"GNPDA1_B",3
"GNPDA2_B",3
"GNPNAT1_B",3
"GNPTAB_B",3
"GNPTG_B",3
"GNRH1_B",2
"GNRH2_B",3
"GNRHR2_B",3
"GNRHR_B",2
"GNS_B",3
"GOLGA1_B",3
"GOLGA2_B",3
"GOLGA3_B",3
"GOLGA4_B",2
"GOLGA5_B",3
"GOLGA6A_B",2
"GOLGA6B_B",2
"GOLGA6C_B",2
"GOLGA6D_B",2
"GOLGA6L10_B",1
"GOLGA6L17P_B",3
"GOLGA6L1_B",2
"GOLGA6L22_B",1
"GOLGA6L2_B",2
"GOLGA6L4_B",3
"GOLGA6L6_B",2
"GOLGA6L9_B",3
"GOLGA7B_B",1
"GOLGA7_B",3
"GOLGA8A_B",3
"GOLGA8B_B",3
"GOLGA8CP_B",1
"GOLGA8DP_B",1
"GOLGA8EP_B",1
"GOLGA8F_B",2
"GOLGA8G_B",1
"GOLGA8H_B",3
"GOLGA8J_B",2
"GOLGA8K_B",3
"GOLGA8M_B",2
"GOLGA8N_B",3
"GOLGA8O_B",2
"GOLGA8R_B",3
"GOLGA8S_B",3
"GOLGA8T_B",3
"GOLGB1_B",3
"GOLIM4_B",3
"GOLM1_B",3
"GOLPH3L_B",2
"GOLPH3_B",3
"GOLT1A_B",1
"GOLT1B_B",3
"GON4L_B",2
"GOPC_B",3
"GORAB_B",3
"GORASP1_B",3
"GORASP2_B",3
"GOSR1_B",3
"GOSR2_B",3
"GOT1L1_B",2
"GOT1_B",1
"GOT2_B",3
"GP1BA_B",3
"GP1BB_B",3
"GP2_B",1
"GP5_B",3
"GP6_B",3
"GP9_B",2
"GPA33_B",2
"GPAA1_B",3
"GPALPP1_B",3
"GPAM_B",3
"GPANK1_B",3
"GPAT2_B",3
"GPAT3_B",2
"GPAT4_B",3
"GPATCH11_B",3
"GPATCH1_B",3
"GPATCH2L_B",3
"GPATCH2_B",3
"GPATCH3_B",3
"GPATCH4_B",1
"GPATCH8_B",2
"GPBAR1_B",2
"GPBP1L1_B",3
"GPBP1_B",2
"GPC1_B",3
"GPC2_B",3
"GPC3_B",3
"GPC4_B",3
"GPC5-AS1_B",2
"GPC5_B",2
"GPC6-AS1_B",2
"GPC6_B",2
"GPCPD1_B",3
"GPD1L_B",3
"GPD1_B",3
"GPD2_B",2
"GPER1_B",3
"GPHA2_B",1
"GPHB5_B",1
"GPHN_B",3
"GPIHBP1_B",3
"GPI_B",3
"GPKOW_B",3
"GPLD1_B",3
"GPM6A_B",2
"GPM6B_B",2
"GPN1_B",3
"GPN2_B",3
"GPN3_B",3
"GPNMB_B",2
"GPR101_B",1
"GPR107_B",3
"GPR108_B",3
"GPR119_B",1
"GPR12_B",3
"GPR132_B",3
"GPR135_B",3
"GPR137B_B",3
"GPR137C_B",3
"GPR137_B",3
"GPR139_B",3
"GPR141_B",2
"GPR142_B",3
"GPR143_B",3
"GPR146_B",3
"GPR148_B",1
"GPR149_B",2
"GPR150_B",1
"GPR151_B",1
"GPR152_B",3
"GPR153_B",3
"GPR155_B",3
"GPR156_B",2
"GPR157_B",3
"GPR158-AS1_B",3
"GPR158_B",2
"GPR15_B",1
"GPR160_B",2
"GPR161_B",3
"GPR162_B",3
"GPR171_B",2
"GPR173_B",3
"GPR174_B",2
"GPR176_B",2
"GPR179_B",3
"GPR17_B",3
"GPR180_B",3
"GPR182_B",3
"GPR183_B",2
"GPR18_B",2
"GPR19_B",2
"GPR20_B",3
"GPR21_B",2
"GPR22_B",2
"GPR25_B",1
"GPR26_B",3
"GPR27_B",3
"GPR31_B",1
"GPR32_B",1
"GPR33_B",1
"GPR34_B",2
"GPR35_B",3
"GPR37L1_B",3
"GPR37_B",3
"GPR39_B",2
"GPR3_B",3
"GPR45_B",2
"GPR4_B",2
"GPR50-AS1_B",3
"GPR50_B",1
"GPR52_B",2
"GPR55_B",2
"GPR61_B",2
"GPR62_B",3
"GPR63_B",3
"GPR65_B",2
"GPR68_B",2
"GPR6_B",3
"GPR78_B",3
"GPR82_B",2
"GPR83_B",3
"GPR84_B",1
"GPR85_B",2
"GPR87_B",2
"GPR88_B",1
"GPR89A_B",3
"GPR89B_B",3
"GPRASP1_B",3
"GPRASP2_B",3
"GPRC5A_B",3
"GPRC5B_B",3
"GPRC5C_B",3
"GPRC5D_B",2
"GPRC6A_B",2
"GPRIN1_B",3
"GPRIN2_B",3
"GPRIN3_B",3
"GPS1_B",3
"GPS2_B",3
"GPSM1_B",3
"GPSM2_B",3
"GPSM3_B",3
"GPT2_B",3
"GPT_B",3
"GPX1_B",3
"GPX2_B",1
"GPX3_B",1
"GPX4_B",3
"GPX5_B",1
"GPX6_B",2
"GPX7_B",3
"GPX8_B",2
"GRAMD1A_B",3
"GRAMD1B_B",2
"GRAMD1C_B",2
"GRAMD4_B",3
"GRAP2_B",2
"GRAPL_B",3
"GRAP_B",3
"GRB10_B",2
"GRB14_B",2
"GRB2_B",3
"GRB7_B",3
"GREB1L_B",2
"GREB1_B",2
"GREM1_B",3
"GREM2_B",2
"GRHL1_B",1
"GRHL2_B",1
"GRHL3_B",2
"GRHPR_B",3
"GRIA1_B",2
"GRIA2_B",2
"GRIA3_B",3
"GRIA4_B",2
"GRID1-AS1_B",2
"GRID1_B",3
"GRID2IP_B",2
"GRID2_B",2
"GRIFIN_B",3
"GRIK1_B",3
"GRIK2_B",2
"GRIK3_B",3
"GRIK4_B",2
"GRIK5_B",3
"GRIN1_B",3
"GRIN2A_B",3
"GRIN2B_B",2
"GRIN2C_B",3
"GRIN2D_B",3
"GRIN3A_B",3
"GRIN3B_B",3
"GRINA_B",3
"GRIP1_B",2
"GRIP2_B",3
"GRIPAP1_B",3
"GRK1_B",2
"GRK2_B",3
"GRK3_B",3
"GRK4_B",3
"GRK5_B",3
"GRK6_B",3
"GRK7_B",3
"GRM1_B",2
"GRM2_B",3
"GRM3_B",3
"GRM4_B",2
"GRM5-AS1_B",2
"GRM5_B",2
"GRM6_B",3
"GRM7-AS1_B",1
"GRM7-AS2_B",1
"GRM7-AS3_B",1
"GRM7_B",3
"GRM8_B",2
"GRN_B",3
"GRPEL1_B",3
"GRPEL2-AS1_B",3
"GRPEL2_B",3
"GRPR_B",1
"GRP_B",2
"GRSF1_B",3
"GRTP1_B",3
"GRWD1_B",2
"GRXCR1_B",1
"GRXCR2_B",2
"GS1-204I12.4_B",1
"GS1-24F4.2_B",3
"GS1-278J22.2_B",1
"GS1-279B7.1_B",2
"GS1-600G8.3_B",1
"GSAP_B",3
"GSC2_B",1
"GSC_B",2
"GSDMA_B",2
"GSDMB_B",3
"GSDMC_B",2
"GSDMD_B",3
"GSE1_B",3
"GSG1L2_B",1
"GSG1L_B",3
"GSG1_B",1
"GSK3A_B",3
"GSK3B_B",3
"GSKIP_B",3
"GSN-AS1_B",2
"GSN_B",2
"GSPT1_B",3
"GSPT2_B",3
"GSR_B",3
"GSS_B",3
"GSTA1_B",1
"GSTA2_B",1
"GSTA3_B",2
"GSTA4_B",3
"GSTA5_B",2
"GSTCD_B",2
"GSTK1_B",3
"GSTM1_B",1
"GSTM2_B",3
"GSTM3_B",1
"GSTM4_B",3
"GSTM5_B",3
"GSTO1_B",3
"GSTO2_B",2
"GSTP1_B",3
"GSTT2B_B",3
"GSTT2_B",3
"GSTZ1_B",3
"GSX1_B",1
"GSX2_B",3
"GTDC1_B",2
"GTF2A1L_B",3
"GTF2A1_B",3
"GTF2A2_B",3
"GTF2B_B",2
"GTF2E1_B",3
"GTF2E2_B",2
"GTF2F1_B",3
"GTF2F2_B",2
"GTF2H1_B",3
"GTF2H2C_B",2
"GTF2H2_B",3
"GTF2H3_B",3
"GTF2H4_B",3
"GTF2H5_B",3
"GTF2IP4_B",3
"GTF2IRD1_B",3
"GTF2IRD2B_B",3
"GTF2IRD2_B",3
"GTF2I_B",3
"GTF3A_B",3
"GTF3C1_B",3
"GTF3C2-AS1_B",3
"GTF3C2_B",3
"GTF3C3_B",3
"GTF3C4_B",3
"GTF3C5_B",3
"GTF3C6_B",3
"GTPBP10_B",3
"GTPBP1_B",3
"GTPBP2_B",3
"GTPBP3_B",3
"GTPBP4_B",3
"GTPBP6_B",3
"GTPBP8_B",2
"GTSCR1_B",1
"GTSE1_B",3
"GTSF1L_B",2
"GTSF1_B",3
"GUCA1A_B",2
"GUCA1B_B",3
"GUCA1C_B",1
"GUCA2A_B",1
"GUCA2B_B",1
"GUCD1_B",3
"GUCY1A2_B",3
"GUCY1B1_B",1
"GUCY1B2_B",3
"GUCY2C_B",2
"GUCY2D_B",2
"GUCY2F_B",2
"GUCY2GP_B",2
"GUF1_B",3
"GUK1_B",2
"GULP1_B",2
"GUSBP11_B",3
"GUSBP5_B",3
"GUSBP9_B",2
"GUSB_B",3
"GVINP1_B",2
"GXYLT1_B",2
"GXYLT2_B",3
"GYG1_B",2
"GYG2_B",3
"GYPA_B",1
"GYPB_B",2
"GYPC_B",3
"GYPE_B",3
"GYS1_B",3
"GYS2_B",2
"GZF1_B",2
"GZMA_B",2
"GZMB_B",3
"GZMH_B",2
"GZMK_B",1
"GZMM_B",3
"H19_B",3
"H6PD_B",2
"HAAO_B",3
"HABP2_B",2
"HABP4_B",3
"HACD1_B",3
"HACD2_B",3
"HACD3_B",3
"HACD4_B",2
"HACE1_B",2
"HACL1_B",3
"HADHA_B",3
"HADHB_B",3
"HADH_B",3
"HAGHL_B",3
"HAGH_B",3
"HAGLR_B",3
"HAL_B",2
"HAMP_B",1
"HAND1_B",1
"HAND2-AS1_B",2
"HAND2_B",1
"HAO1_B",1
"HAO2-IT1_B",1
"HAO2_B",2
"HAP1_B",3
"HAPLN1_B",2
"HAPLN2_B",3
"HAPLN3_B",3
"HAPLN4_B",3
"HAR1B_B",3
"HARBI1_B",3
"HARS2_B",3
"HAS1_B",1
"HAS2_B",2
"HAS3_B",3
"HAT1_B",2
"HAUS1_B",3
"HAUS2_B",3
"HAUS4_B",1
"HAUS5_B",3
"HAUS6_B",3
"HAUS7_B",3
"HAUS8_B",3
"HAVCR1P1_B",2
"HAVCR1_B",2
"HAVCR2_B",2
"HAX1_B",3
"HBA1_B",3
"HBA2_B",3
"HBB_B",1
"HBD_B",2
"HBE1_B",2
"HBEGF_B",3
"HBG1_B",1
"HBG2_B",2
"HBM_B",3
"HBP1_B",3
"HBQ1_B",3
"HBS1L_B",3
"HBZ_B",2
"HCAR1_B",3
"HCAR2_B",2
"HCAR3_B",2
"HCCAT5_B",2
"HCCS_B",3
"HCFC1R1_B",3
"HCFC1_B",3
"HCFC2_B",3
"HCG11_B",3
"HCG14_B",1
"HCG17_B",3
"HCG18_B",3
"HCG20_B",2
"HCG22_B",1
"HCG23_B",2
"HCG25_B",3
"HCG27_B",3
"HCG9_B",3
"HCK_B",3
"HCLS1_B",2
"HCN1_B",3
"HCN2_B",3
"HCN3_B",3
"HCN4_B",3
"HCP5_B",3
"HCRTR1_B",3
"HCRTR2_B",2
"HCRT_B",1
"HCST_B",3
"HDAC10_B",3
"HDAC11-AS1_B",1
"HDAC11_B",3
"HDAC1_B",3
"HDAC2_B",3
"HDAC3_B",3
"HDAC4_B",2
"HDAC5_B",3
"HDAC6_B",3
"HDAC7_B",3
"HDAC8_B",3
"HDAC9_B",2
"HDC_B",2
"HDDC2_B",3
"HDDC3_B",3
"HDGFL1_B",3
"HDGF_B",3
"HDHD2_B",3
"HDHD3_B",3
"HDLBP_B",3
"HDX_B",3
"HEATR1_B",3
"HEATR3_B",3
"HEATR4_B",3
"HEATR5A_B",3
"HEATR5B_B",2
"HEATR6_B",3
"HEATR9_B",3
"HEBP1_B",3
"HEBP2_B",3
"HECA_B",2
"HECTD1_B",2
"HECTD2_B",2
"HECTD3_B",3
"HECTD4_B",3
"HECW1-IT1_B",2
"HECW1_B",2
"HECW2_B",3
"HEG1_B",3
"HELB_B",3
"HELLS_B",2
"HELQ_B",2
"HELT_B",2
"HELZ2_B",3
"HELZ_B",3
"HEMGN_B",2
"HEMK1_B",3
"HENMT1_B",3
"HEPACAM2_B",1
"HEPACAM_B",2
"HEPHL1_B",1
"HEPH_B",2
"HEPN1_B",2
"HERC1_B",3
"HERC2_B",2
"HERC3_B",2
"HERC4_B",3
"HERC5_B",3
"HERC6_B",3
"HERPUD1_B",1
"HERPUD2_B",3
"HES1_B",1
"HES2_B",1
"HES3_B",1
"HES4_B",3
"HES5_B",3
"HES6_B",3
"HES7_B",3
"HESX1_B",2
"HEXA-AS1_B",3
"HEXA_B",3
"HEXB_B",3
"HEXIM1_B",3
"HEXIM2_B",3
"HEY1_B",2
"HEY2_B",3
"HEYL_B",3
"HFE_B",2
"HFM1_B",2
"HGD_B",2
"HGFAC_B",3
"HGF_B",3
"HGH1_B",3
"HGSNAT_B",3
"HGS_B",3
"HHATL_B",3
"HHAT_B",2
"HHEX_B",3
"HHIP-AS1_B",3
"HHIPL1_B",3
"HHIPL2_B",2
"HHIP_B",3
"HHLA1_B",2
"HHLA2_B",2
"HHLA3_B",2
"HIBADH_B",3
"HIBCH_B",3
"HIC1_B",3
"HIC2_B",3
"HID1-AS1_B",3
"HID1_B",3
"HIF1AN_B",3
"HIF1A_B",1
"HIF3A_B",2
"HIGD1A_B",3
"HIGD1B_B",2
"HIGD1C_B",2
"HIGD2A_B",3
"HIGD2B_B",1
"HILPDA_B",1
"HINFP_B",3
"HINT1_B",1
"HINT2_B",3
"HINT3_B",3
"HIP1R_B",3
"HIP1_B",3
"HIPK1-AS1_B",3
"HIPK1_B",2
"HIPK2_B",2
"HIPK3_B",2
"HIPK4_B",3
"HIRA_B",3
"HIRIP3_B",3
"HIVEP1_B",2
"HIVEP2_B",2
"HIVEP3_B",2
"HJURP_B",3
"HK1_B",2
"HK2_B",1
"HK3_B",3
"HKDC1_B",1
"HLA-A_B",3
"HLA-B_B",3
"HLA-C_B",3
"HLA-DMA_B",2
"HLA-DMB_B",3
"HLA-DOA_B",2
"HLA-DOB_B",2
"HLA-DPA1_B",2
"HLA-DPB1_B",2
"HLA-DPB2_B",2
"HLA-DQA1_B",2
"HLA-DQB1-AS1_B",2
"HLA-DQB1_B",1
"HLA-DQB2_B",2
"HLA-DRA_B",1
"HLA-DRB1_B",2
"HLA-DRB3_B",1
"HLA-DRB4_B",1
"HLA-DRB5_B",2
"HLA-E_B",3
"HLA-F-AS1_B",3
"HLA-F_B",3
"HLA-G_B",2
"HLCS_B",2
"HLF_B",3
"HLTF-AS1_B",3
"HLTF_B",3
"HLX-AS1_B",3
"HLX_B",3
"HM13-AS1_B",3
"HM13_B",3
"HMBOX1_B",3
"HMBS_B",3
"HMCES_B",3
"HMCN1_B",2
"HMCN2_B",2
"HMG20A_B",3
"HMG20B_B",3
"HMGA1_B",2
"HMGA2_B",3
"HMGB1_B",3
"HMGB2_B",3
"HMGB3_B",3
"HMGB4_B",2
"HMGCLL1_B",3
"HMGCL_B",3
"HMGCR_B",2
"HMGCS1_B",2
"HMGCS2_B",1
"HMGN1_B",3
"HMGN2_B",3
"HMGN3-AS1_B",3
"HMGN3_B",3
"HMGN4_B",3
"HMGN5_B",3
"HMGXB3_B",3
"HMGXB4_B",3
"HMHB1_B",1
"HMMR_B",3
"HMOX1_B",3
"HMOX2_B",3
"HMSD_B",2
"HMX1_B",3
"HMX2_B",3
"HMX3_B",1
"HNF1A-AS1_B",1
"HNF1A_B",1
"HNF1B_B",1
"HNF4A-AS1_B",1
"HNF4A_B",1
"HNF4G_B",1
"HNMT_B",2
"HNRNPA0_B",3
"HNRNPA1L2_B",1
"HNRNPA1P33_B",1
"HNRNPA1_B",1
"HNRNPA2B1_B",3
"HNRNPA3_B",3
"HNRNPAB_B",3
"HNRNPCL1_B",1
"HNRNPCL2_B",2
"HNRNPCL3_B",1
"HNRNPCL4_B",1
"HNRNPC_B",3
"HNRNPDL_B",3
"HNRNPD_B",3
"HNRNPF_B",3
"HNRNPH1_B",3
"HNRNPH2_B",3
"HNRNPH3_B",3
"HNRNPKP3_B",3
"HNRNPK_B",3
"HNRNPLL_B",3
"HNRNPL_B",3
"HNRNPM_B",3
"HNRNPR_B",3
"HNRNPUL1_B",3
"HNRNPUL2-BSCL2_B",3
"HNRNPUL2_B",3
"HNRNPU_B",3
"HOGA1_B",1
"HOMER1_B",3
"HOMER2_B",1
"HOMER3_B",3
"HOOK1_B",1
"HOOK2_B",3
"HOOK3_B",3
"HOPX_B",2
"HORMAD1_B",2
"HORMAD2-AS1_B",3
"HORMAD2_B",2
"HOTAIRM1_B",3
"HOTAIR_B",3
"HOXA-AS3_B",3
"HOXA10-AS_B",3
"HOXA10_B",1
"HOXA11-AS_B",3
"HOXA11_B",1
"HOXA13_B",3
"HOXA1_B",1
"HOXA2_B",2
"HOXA3_B",2
"HOXA4_B",3
"HOXA5_B",3
"HOXA6_B",3
"HOXA7_B",3
"HOXA9_B",1
"HOXB-AS1_B",3
"HOXB-AS3_B",3
"HOXB13_B",1
"HOXB1_B",1
"HOXB2_B",3
"HOXB3_B",2
"HOXB4_B",3
"HOXB5_B",3
"HOXB6_B",3
"HOXB7_B",3
"HOXB8_B",2
"HOXB9_B",3
"HOXC-AS1_B",3
"HOXC-AS2_B",3
"HOXC-AS3_B",3
"HOXC10_B",3
"HOXC11_B",3
"HOXC12_B",2
"HOXC13-AS_B",1
"HOXC13_B",3
"HOXC4_B",3
"HOXC5_B",3
"HOXC6_B",1
"HOXC8_B",3
"HOXC9_B",3
"HOXD10_B",3
"HOXD11_B",3
"HOXD12_B",1
"HOXD13_B",2
"HOXD1_B",3
"HOXD3_B",3
"HOXD4_B",3
"HOXD8_B",3
"HOXD9_B",3
"HP1BP3_B",3
"HPCAL1_B",2
"HPCAL4_B",2
"HPCA_B",3
"HPDL_B",2
"HPD_B",1
"HPF1_B",3
"HPGDS_B",2
"HPGD_B",2
"HPN-AS1_B",1
"HPN_B",1
"HPRT1_B",3
"HPR_B",1
"HPS1_B",3
"HPS3_B",3
"HPS4_B",2
"HPS5_B",3
"HPS6_B",3
"HPSE2_B",2
"HPSE_B",1
"HPX_B",3
"HPYR1_B",1
"HP_B",2
"HRAS_B",3
"HRAT17_B",1
"HRCT1_B",1
"HRC_B",3
"HRG_B",1
"HRH1_B",2
"HRH2_B",2
"HRH3_B",3
"HRH4_B",2
"HRK_B",3
"HRNR_B",2
"HR_B",3
"HS1BP3-IT1_B",3
"HS1BP3_B",3
"HS2ST1_B",3
"HS3ST1_B",2
"HS3ST2_B",3
"HS3ST3A1_B",2
"HS3ST3B1_B",2
"HS3ST4_B",3
"HS3ST5_B",2
"HS3ST6_B",2
"HS6ST1_B",3
"HS6ST2-AS1_B",1
"HS6ST2_B",2
"HS6ST3_B",3
"HSBP1L1_B",3
"HSBP1_B",3
"HSCB_B",3
"HSD11B1L_B",3
"HSD11B1_B",1
"HSD11B2_B",3
"HSD17B10_B",1
"HSD17B11_B",2
"HSD17B12_B",3
"HSD17B13_B",2
"HSD17B14_B",3
"HSD17B1_B",3
"HSD17B2_B",1
"HSD17B3_B",2
"HSD17B4_B",3
"HSD17B6_B",3
"HSD17B7_B",3
"HSD17B8_B",3
"HSD3B1_B",2
"HSD3B2_B",2
"HSD3B7_B",3
"HSD52_B",3
"HSDL1_B",3
"HSDL2_B",3
"HSF1_B",3
"HSF2BP_B",1
"HSF2_B",3
"HSF4_B",3
"HSF5_B",3
"HSFX1_B",3
"HSFX2_B",3
"HSFY1_B",2
"HSFY2_B",2
"HSH2D_B",2
"HSP90AA1_B",3
"HSP90AB1_B",3
"HSP90B1_B",3
"HSP90B2P_B",2
"HSPA12A_B",3
"HSPA12B_B",3
"HSPA13_B",3
"HSPA14_B",3
"HSPA1A_B",3
"HSPA1B_B",1
"HSPA1L_B",3
"HSPA2_B",3
"HSPA4L_B",1
"HSPA4_B",1
"HSPA5_B",1
"HSPA6_B",1
"HSPA7_B",3
