"","x"
"DAG1_B",2
"DAGLA_B",2
"DAGLB_B",2
"DALRD3_B",2
"DANCR_B",2
"DAND5_B",1
"DANT2_B",2
"DAOA-AS1_B",1
"DAOA_B",1
"DAO_B",1
"DAP3_B",2
"DAPK1_B",3
"DAPK2_B",3
"DAPK3_B",2
"DAPL1_B",1
"DAPP1_B",3
"DAP_B",2
"DARS2_B",2
"DAW1_B",1
"DAXX_B",2
"DAZ1_B",1
"DAZ2_B",1
"DAZ3_B",1
"DAZ4_B",1
"DAZAP1_B",2
"DAZAP2_B",2
"DAZL_B",1
"DBET_B",1
"DBF4B_B",2
"DBF4_B",2
"DBH-AS1_B",2
"DBH_B",2
"DBIL5P2_B",1
"DBIL5P_B",2
"DBI_B",2
"DBN1_B",2
"DBNDD1_B",2
"DBNDD2_B",2
"DBNL_B",2
"DBP_B",2
"DBR1_B",2
"DBT_B",3
"DBX1_B",1
"DBX2_B",1
"DCAF10_B",2
"DCAF11_B",2
"DCAF12L1_B",1
"DCAF12L2_B",2
"DCAF12_B",2
"DCAF13_B",2
"DCAF15_B",2
"DCAF16_B",2
"DCAF17_B",2
"DCAF4L1_B",2
"DCAF4L2_B",1
"DCAF4_B",2
"DCAF5_B",2
"DCAF6_B",2
"DCAF7_B",2
"DCAF8L1_B",1
"DCAF8L2_B",1
"DCAF8_B",2
"DCAKD_B",2
"DCANP1_B",1
"DCBLD1_B",2
"DCBLD2_B",2
"DCC_B",1
"DCDC1_B",2
"DCDC2B_B",2
"DCDC2C_B",1
"DCDC2_B",1
"DCD_B",1
"DCHS1_B",2
"DCHS2_B",3
"DCK_B",2
"DCLK1_B",3
"DCLK2_B",2
"DCLK3_B",3
"DCLRE1A_B",2
"DCLRE1B_B",2
"DCLRE1C_B",2
"DCN_B",3
"DCP1A_B",2
"DCP1B_B",2
"DCP2_B",2
"DCPS_B",2
"DCST1_B",2
"DCST2_B",2
"DCSTAMP_B",1
"DCTD_B",2
"DCTN1-AS1_B",2
"DCTN1_B",2
"DCTN2_B",2
"DCTN3_B",2
"DCTN4_B",2
"DCTN5_B",2
"DCTN6_B",2
"DCTPP1_B",2
"DCT_B",3
"DCUN1D1_B",2
"DCUN1D2_B",2
"DCUN1D3_B",2
"DCUN1D4_B",3
"DCUN1D5_B",2
"DCXR_B",2
"DCX_B",3
"DDA1_B",2
"DDAH1_B",3
"DDAH2_B",2
"DDB1_B",2
"DDB2_B",2
"DDC-AS1_B",3
"DDC_B",3
"DDHD1_B",2
"DDHD2_B",2
"DDI1_B",1
"DDI2_B",2
"DDIAS_B",3
"DDIT3_B",1
"DDIT4L_B",2
"DDIT4_B",2
"DDN_B",2
"DDOST_B",2
"DDO_B",2
"DDR1_B",3
"DDR2_B",3
"DDRGK1_B",2
"DDTL_B",2
"DDT_B",2
"DDX10_B",2
"DDX11-AS1_B",2
"DDX11_B",3
"DDX17_B",2
"DDX18_B",2
"DDX19A_B",2
"DDX19B_B",2
"DDX1_B",2
"DDX20_B",2
"DDX21_B",2
"DDX23_B",2
"DDX24_B",2
"DDX25_B",2
"DDX27_B",2
"DDX28_B",2
"DDX31_B",2
"DDX39A_B",2
"DDX39B-AS1_B",2
"DDX39B_B",2
"DDX3X_B",2
"DDX3Y_B",1
"DDX41_B",2
"DDX42_B",2
"DDX43_B",3
"DDX46_B",2
"DDX47_B",2
"DDX49_B",2
"DDX4_B",1
"DDX50_B",2
"DDX51_B",2
"DDX52_B",2
"DDX53_B",1
"DDX54_B",2
"DDX55_B",2
"DDX56_B",2
"DDX59_B",2
"DDX5_B",2
"DDX60L_B",3
"DDX60_B",3
"DDX6_B",2
"DEAF1_B",2
"DECR1_B",2
"DECR2_B",2
"DEDD2_B",2
"DEDD_B",2
"DEF6_B",2
"DEF8_B",2
"DEFA10P_B",1
"DEFA11P_B",1
"DEFA1B_B",1
"DEFA1_B",1
"DEFA3_B",1
"DEFA4_B",1
"DEFA5_B",1
"DEFA6_B",1
"DEFA8P_B",1
"DEFA9P_B",1
"DEFB103B_B",1
"DEFB104A_B",1
"DEFB104B_B",1
"DEFB105A_B",1
"DEFB106A_B",1
"DEFB106B_B",1
"DEFB107A_B",1
"DEFB108B_B",1
"DEFB110_B",1
"DEFB112_B",1
"DEFB113_B",1
"DEFB114_B",1
"DEFB115_B",1
"DEFB116_B",1
"DEFB118_B",1
"DEFB119_B",1
"DEFB121_B",1
"DEFB123_B",1
"DEFB124_B",2
"DEFB125_B",1
"DEFB126_B",1
"DEFB127_B",1
"DEFB128_B",1
"DEFB129_B",1
"DEFB132_B",1
"DEFB133_B",1
"DEFB134_B",1
"DEFB135_B",1
"DEFB136_B",1
"DEFB1_B",1
"DEFB4A_B",1
"DEFT1P2_B",1
"DEFT1P_B",1
"DEGS1_B",2
"DEGS2_B",2
"DEK_B",2
"DENND1A_B",2
"DENND1B_B",3
"DENND1C_B",2
"DENND2A_B",3
"DENND2C_B",2
"DENND2D_B",2
"DENND3_B",2
"DENND4A_B",3
"DENND4B_B",2
"DENND4C_B",3
"DENND5A_B",2
"DENND5B-AS1_B",3
"DENND5B_B",3
"DENND6A_B",2
"DENND6B_B",2
"DENR_B",2
"DEPDC1-AS1_B",1
"DEPDC1B_B",3
"DEPDC1_B",2
"DEPDC4_B",2
"DEPDC5_B",2
"DEPDC7_B",2
"DEPTOR_B",2
"DERA_B",2
"DERL1_B",2
"DERL2_B",2
"DERL3_B",2
"DESI1_B",2
"DESI2_B",2
"DES_B",1
"DET1_B",2
"DEXI_B",2
"DFFA_B",2
"DFFB_B",2
"DGAT1_B",2
"DGAT2L6_B",3
"DGAT2_B",2
"DGCR11_B",2
"DGCR2_B",2
"DGCR5_B",2
"DGCR6L_B",2
"DGCR6_B",2
"DGCR8_B",2
"DGKA_B",3
"DGKB_B",3
"DGKD_B",3
"DGKE_B",2
"DGKG_B",2
"DGKH_B",2
"DGKI_B",3
"DGKK_B",2
"DGKQ_B",2
"DGKZ_B",2
"DGUOK_B",2
"DHCR24_B",2
"DHCR7_B",2
"DHDDS_B",2
"DHDH_B",2
"DHFR_B",2
"DHH_B",2
"DHODH_B",2
"DHPS_B",2
"DHRS11_B",2
"DHRS12_B",2
"DHRS13_B",2
"DHRS1_B",2
"DHRS2_B",2
"DHRS3_B",2
"DHRS4-AS1_B",2
"DHRS4L2_B",2
"DHRS4_B",2
"DHRS7B_B",2
"DHRS7C_B",1
"DHRS7_B",3
"DHRS9_B",3
"DHRSX_B",2
"DHTKD1_B",2
"DHX15_B",2
"DHX16_B",2
"DHX29_B",2
"DHX30_B",2
"DHX32_B",2
"DHX33_B",2
"DHX34_B",2
"DHX35_B",2
"DHX36_B",2
"DHX37_B",2
"DHX38_B",2
"DHX40_B",2
"DHX57_B",2
"DHX58_B",2
"DHX8_B",2
"DHX9_B",2
"DIABLO_B",2
"DIAPH1_B",2
"DIAPH2-AS1_B",3
"DIAPH2_B",2
"DIAPH3-AS1_B",1
"DIAPH3_B",1
"DICER1-AS1_B",2
"DICER1_B",3
"DIDO1_B",2
"DIMT1_B",2
"DIO1_B",2
"DIO2-AS1_B",1
"DIO2_B",1
"DIO3OS_B",3
"DIO3_B",2
"DIP2A-IT1_B",1
"DIP2A_B",2
"DIP2B_B",2
"DIP2C_B",2
"DIRAS1_B",2
"DIRAS2_B",3
"DIRAS3_B",2
"DIS3L2_B",2
"DIS3L_B",2
"DIS3_B",2
"DISC1-IT1_B",3
"DISC1FP1_B",1
"DISC1_B",2
"DISP1_B",3
"DISP2_B",2
"DISP3_B",2
"DIXDC1_B",2
"DKC1_B",2
"DKFZP434A062_B",1
"DKK1_B",1
"DKK2_B",2
"DKK3_B",2
"DKK4_B",1
"DKKL1_B",2
"DLAT_B",2
"DLC1_B",3
"DLD_B",3
"DLEC1_B",2
"DLEU1_B",2
"DLEU2_B",2
"DLEU7_B",2
"DLG1-AS1_B",2
"DLG1_B",2
"DLG2_B",3
"DLG3-AS1_B",2
"DLG3_B",2
"DLG4_B",2
"DLG5_B",3
"DLGAP1-AS3_B",1
"DLGAP1-AS5_B",1
"DLGAP1_B",3
"DLGAP2-AS1_B",1
"DLGAP2_B",1
"DLGAP3_B",2
"DLGAP4-AS1_B",2
"DLGAP4_B",2
"DLGAP5_B",1
"DLK1_B",2
"DLK2_B",2
"DLL1_B",1
"DLL3_B",2
"DLL4_B",1
"DLST_B",2
"DLX1_B",2
"DLX2_B",2
"DLX3_B",2
"DLX4_B",2
"DLX5_B",2
"DLX6_B",2
"DMAP1_B",2
"DMBT1_B",1
"DMBX1_B",2
"DMC1_B",3
"DMD_B",3
"DMGDH_B",2
"DMKN_B",2
"DMP1_B",1
"DMPK_B",2
"DMRT1_B",2
"DMRT2_B",3
"DMRT3_B",1
"DMRTA1_B",2
"DMRTA2_B",2
"DMRTB1_B",1
"DMRTC1B_B",2
"DMRTC1_B",2
"DMRTC2_B",1
"DMTF1_B",2
"DMTN_B",2
"DMWD_B",2
"DMXL1_B",2
"DMXL2_B",2
"DNA2_B",2
"DNAAF1_B",2
"DNAAF2_B",2
"DNAAF3_B",2
"DNAAF4_B",2
"DNAAF5_B",2
"DNAH10_B",2
"DNAH11_B",2
"DNAH12_B",3
"DNAH14_B",3
"DNAH17_B",2
"DNAH1_B",2
"DNAH2_B",3
"DNAH3_B",3
"DNAH5_B",3
"DNAH6_B",3
"DNAH7_B",3
"DNAH8_B",3
"DNAH9_B",3
"DNAI1_B",2
"DNAI2_B",1
"DNAI7_B",1
"DNAJA1_B",2
"DNAJA2_B",2
"DNAJA3_B",2
"DNAJA4_B",2
"DNAJB11_B",2
"DNAJB12_B",2
"DNAJB13_B",3
"DNAJB14_B",2
"DNAJB1_B",2
"DNAJB2_B",2
"DNAJB3_B",1
"DNAJB4_B",3
"DNAJB5_B",2
"DNAJB6_B",2
"DNAJB7_B",3
"DNAJB8-AS1_B",2
"DNAJB8_B",1
"DNAJB9_B",2
"DNAJC10_B",2
"DNAJC11_B",2
"DNAJC12_B",1
"DNAJC13_B",2
"DNAJC14_B",2
"DNAJC15_B",2
"DNAJC16_B",2
"DNAJC17_B",2
"DNAJC18_B",2
"DNAJC19_B",2
"DNAJC1_B",2
"DNAJC21_B",2
"DNAJC22_B",2
"DNAJC24_B",2
"DNAJC27-AS1_B",2
"DNAJC27_B",2
"DNAJC28_B",2
"DNAJC2_B",3
"DNAJC30_B",2
"DNAJC3_B",2
"DNAJC4_B",2
"DNAJC5B_B",3
"DNAJC5G_B",1
"DNAJC5_B",2
"DNAJC6_B",2
"DNAJC7_B",2
"DNAJC8_B",2
"DNAJC9-AS1_B",2
"DNAJC9_B",2
"DNAL1_B",2
"DNAL4_B",2
"DNALI1_B",2
"DNASE1L1_B",2
"DNASE1L2_B",2
"DNASE1L3_B",1
"DNASE1_B",2
"DNASE2B_B",3
"DNASE2_B",2
"DND1_B",2
"DNER_B",2
"DNHD1_B",2
"DNLZ_B",2
"DNM1L_B",2
"DNM1_B",2
"DNM2_B",2
"DNM3-IT1_B",1
"DNM3_B",3
"DNMBP-AS1_B",2
"DNMBP_B",2
"DNMT1_B",2
"DNMT3A_B",2
"DNMT3B_B",2
"DNMT3L_B",1
"DNPEP_B",2
"DNPH1_B",2
"DNTTIP1_B",2
"DNTTIP2_B",2
"DNTT_B",1
"DOC2A_B",2
"DOC2B_B",2
"DOCK10_B",2
"DOCK11_B",3
"DOCK1_B",2
"DOCK2_B",2
"DOCK3_B",3
"DOCK4-AS1_B",1
"DOCK4_B",3
"DOCK5_B",2
"DOCK6_B",2
"DOCK7_B",2
"DOCK8_B",3
"DOCK9-AS1_B",1
"DOCK9_B",2
"DOHH_B",2
"DOK1_B",2
"DOK2_B",2
"DOK3_B",2
"DOK4_B",2
"DOK5_B",2
"DOK6_B",3
"DOK7_B",2
"DOLK_B",2
"DOLPP1_B",2
"DONSON_B",2
"DOT1L_B",2
"DPAGT1_B",2
"DPCD_B",2
"DPEP1_B",2
"DPEP2_B",3
"DPEP3_B",2
"DPF1_B",2
"DPF2_B",2
"DPF3_B",2
"DPH1_B",2
"DPH2_B",2
"DPH3_B",2
"DPH5-DT_B",2
"DPH5_B",2
"DPH6_B",2
"DPH7_B",2
"DPM1_B",2
"DPM2_B",2
"DPM3_B",2
"DPP10-AS1_B",1
"DPP10-AS3_B",1
"DPP10_B",3
"DPP3_B",2
"DPP4_B",2
"DPP6_B",3
"DPP7_B",2
"DPP8_B",3
"DPP9-AS1_B",2
"DPP9_B",2
"DPPA2_B",1
"DPPA3_B",1
"DPPA4_B",3
"DPPA5_B",1
"DPRXP4_B",3
"DPRX_B",1
"DPT_B",1
"DPY19L1_B",2
"DPY19L2_B",3
"DPY19L3_B",2
"DPY19L4_B",2
"DPY30_B",2
"DPYD-AS1_B",3
"DPYD-AS2_B",1
"DPYD_B",2
"DPYSL2_B",2
"DPYSL3_B",2
"DPYSL4_B",2
"DPYSL5_B",2
"DPYS_B",2
"DQX1_B",3
"DR1_B",2
"DRAIC_B",2
"DRAM1_B",2
"DRAM2_B",2
"DRAP1_B",2
"DRAXIN_B",3
"DRC1_B",3
"DRC3_B",2
"DRC7_B",3
"DRD1_B",1
"DRD2_B",2
"DRD3_B",1
"DRD4_B",1
"DRD5_B",1
"DRG1_B",2
"DRG2_B",2
"DRGX_B",2
"DRICH1_B",3
"DROSHA_B",2
"DRP2_B",3
"DSC1_B",1
"DSC2_B",3
"DSC3_B",2
"DSCAM-AS1_B",1
"DSCAM-IT1_B",1
"DSCAML1_B",3
"DSCAM_B",1
"DSCC1_B",2
"DSCR10_B",1
"DSCR4_B",1
"DSCR8_B",1
"DSCR9_B",2
"DSEL_B",2
"DSE_B",2
"DSG1-AS1_B",1
"DSG1_B",1
"DSG2-AS1_B",3
"DSG2_B",2
"DSG3_B",1
"DSG4_B",1
"DSN1_B",2
"DSPP_B",1
"DSP_B",2
"DSTN_B",2
"DSTYK_B",2
"DST_B",3
"DTD1_B",2
"DTD2_B",3
"DTHD1_B",1
"DTL_B",1
"DTNA_B",3
"DTNBP1_B",2
"DTNB_B",2
"DTWD1_B",2
"DTWD2_B",2
"DTX1_B",2
"DTX2P1-UPK3BP1-PMS2P11_B",2
"DTX2_B",2
"DTX3L_B",2
"DTX3_B",2
"DTX4_B",2
"DTYMK_B",2
"DUBR_B",2
"DUOX1_B",2
"DUOX2_B",1
"DUOXA1_B",2
"DUOXA2_B",1
"DUS1L_B",2
"DUS2_B",2
"DUS3L_B",2
"DUS4L_B",2
"DUSP10_B",2
"DUSP11_B",2
"DUSP12_B",2
"DUSP13_B",2
"DUSP14_B",2
"DUSP15_B",2
"DUSP16_B",2
"DUSP18_B",2
"DUSP19_B",3
"DUSP1_B",1
"DUSP21_B",1
"DUSP22_B",2
"DUSP23_B",2
"DUSP26_B",3
"DUSP28_B",2
"DUSP2_B",1
"DUSP3_B",2
"DUSP4_B",2
"DUSP5_B",1
"DUSP6_B",3
"DUSP7_B",2
"DUSP8_B",2
"DUSP9_B",2
"DUT_B",2
"DUX4_B",1
"DUXAP10_B",2
"DUXAP8_B",2
"DUXA_B",1
"DVL1_B",2
"DVL2_B",2
"DVL3_B",2
"DXO_B",1
"DYDC1_B",1
"DYDC2_B",1
"DYM_B",2
"DYNAP_B",1
"DYNC1H1_B",2
"DYNC1I1_B",2
"DYNC1I2_B",2
"DYNC1LI1_B",2
"DYNC1LI2_B",2
"DYNC2H1_B",3
"DYNC2LI1_B",2
"DYNLL1_B",2
"DYNLL2_B",2
"DYNLRB1_B",2
"DYNLRB2_B",2
"DYNLT1_B",2
"DYNLT3_B",2
"DYRK1A_B",3
"DYRK1B_B",2
"DYRK2_B",2
"DYRK3_B",2
"DYRK4_B",2
"DYSF_B",2
"DYTN_B",1
"DZANK1_B",2
"DZIP1L_B",3
"DZIP1_B",2
"DZIP3_B",3
"E2F1_B",1
"E2F2_B",2
"E2F3_B",2
"E2F4_B",2
"E2F5_B",2
"E2F6_B",2
"E2F7_B",3
"E2F8_B",2
"E4F1_B",2
"EAF1_B",2
"EAF2_B",3
"EAPP_B",2
"EARS2_B",2
"EBAG9_B",2
"EBF1_B",3
"EBF2_B",1
"EBF3_B",3
"EBF4_B",2
"EBI3_B",2
"EBLN1_B",1
"EBLN2_B",3
"EBNA1BP2_B",2
"EBPL_B",2
"EBP_B",2
"ECD_B",2
"ECE1_B",2
"ECE2_B",1
"ECEL1_B",2
"ECH1_B",2
"ECHDC1_B",2
"ECHDC2_B",3
"ECHDC3_B",2
"ECHS1_B",2
"ECI1_B",2
"ECI2_B",2
"ECM1_B",2
"ECM2_B",3
"ECSCR_B",2
"ECSIT_B",2
"ECT2L_B",2
"ECT2_B",2
"EDA2R_B",2
"EDARADD_B",2
"EDAR_B",3
"EDA_B",2
"EDC3_B",2
"EDC4_B",2
"EDDM3A_B",1
"EDDM3B_B",1
"EDEM1_B",2
"EDEM2_B",2
"EDEM3_B",2
"EDF1_B",2
"EDIL3_B",2
"EDN1_B",3
"EDN2_B",2
"EDN3_B",1
"EDNRA_B",2
"EDNRB_B",2
"EDRF1-AS1_B",2
"EDRF1_B",2
"EEA1_B",2
"EED_B",2
"EEF1A1_B",2
"EEF1A2_B",2
"EEF1AKMT1_B",2
"EEF1B2_B",2
"EEF1D_B",2
"EEF1G_B",2
"EEF2KMT_B",2
"EEF2K_B",2
"EEF2_B",2
"EEFSEC_B",2
"EEPD1_B",2
"EFCAB10_B",3
"EFCAB11_B",2
"EFCAB12_B",3
"EFCAB13_B",2
"EFCAB14-AS1_B",2
"EFCAB14_B",2
"EFCAB2_B",3
"EFCAB3_B",1
"EFCAB5_B",3
"EFCAB6_B",3
"EFCAB7_B",2
"EFCAB8_B",3
"EFCAB9_B",1
"EFCC1_B",2
"EFEMP1_B",3
"EFEMP2_B",2
"EFHB_B",3
"EFHC1_B",2
"EFHC2_B",3
"EFHD1_B",3
"EFHD2_B",2
"EFL1_B",2
"EFNA1_B",1
"EFNA2_B",2
"EFNA3_B",2
"EFNA4_B",2
"EFNA5_B",3
"EFNB1_B",2
"EFNB2_B",3
"EFNB3_B",2
"EFR3A_B",3
"EFR3B_B",2
"EFS_B",2
"EFTUD2_B",2
"EGFL6_B",1
"EGFL7_B",2
"EGFL8_B",2
"EGFLAM-AS2_B",1
"EGFLAM-AS4_B",1
"EGFLAM_B",2
"EGFR-AS1_B",2
"EGFR_B",1
"EGF_B",3
"EGLN1_B",2
"EGLN2_B",2
"EGLN3_B",3
"EGOT_B",1
"EGR1_B",1
"EGR2_B",3
"EGR3_B",1
"EGR4_B",1
"EHBP1L1_B",2
"EHBP1_B",2
"EHD1_B",2
"EHD2_B",2
"EHD3_B",2
"EHD4-AS1_B",1
"EHD4_B",2
"EHF_B",3
"EHHADH-AS1_B",3
"EHHADH_B",2
"EHMT1_B",2
"EHMT2_B",2
"EI24_B",2
"EID1_B",2
"EID2B_B",2
"EID2_B",2
"EID3_B",2
"EIF1AD_B",2
"EIF1AX-AS1_B",1
"EIF1AX_B",2
"EIF1AY_B",1
"EIF1B-AS1_B",2
"EIF1B_B",2
"EIF1_B",2
"EIF2AK1_B",2
"EIF2AK2_B",2
"EIF2AK3_B",2
"EIF2AK4_B",2
"EIF2A_B",2
"EIF2B1_B",2
"EIF2B2_B",2
"EIF2B3_B",2
"EIF2B4_B",1
"EIF2B5_B",2
"EIF2D_B",2
"EIF2S1_B",2
"EIF2S2_B",2
"EIF2S3_B",2
"EIF3A_B",2
"EIF3B_B",2
"EIF3CL_B",2
"EIF3C_B",2
"EIF3D_B",2
"EIF3E_B",2
"EIF3F_B",2
"EIF3G_B",2
"EIF3H_B",2
"EIF3IP1_B",1
"EIF3I_B",2
"EIF3J_B",2
"EIF3K_B",2
"EIF3L_B",2
"EIF3M_B",2
"EIF4A1_B",2
"EIF4A2_B",2
"EIF4A3_B",2
"EIF4B_B",2
"EIF4E1B_B",2
"EIF4E2_B",2
"EIF4E3_B",2
"EIF4EBP1_B",2
"EIF4EBP2_B",2
"EIF4EBP3_B",2
"EIF4ENIF1_B",2
"EIF4E_B",2
"EIF4G1_B",2
"EIF4G2_B",2
"EIF4G3_B",3
"EIF4H_B",2
"EIF5A2_B",2
"EIF5AL1_B",2
"EIF5A_B",2
"EIF5B_B",2
"EIF5_B",2
"EIF6_B",2
"ELAC1_B",2
"ELAC2_B",2
"ELANE_B",2
"ELAVL1_B",2
"ELAVL2_B",3
"ELAVL3_B",2
"ELAVL4_B",3
"ELF1_B",3
"ELF2_B",3
"ELF3_B",1
"ELF4_B",2
"ELF5_B",1
"ELFN1-AS1_B",1
"ELFN1_B",3
"ELFN2_B",2
"ELK1_B",2
"ELK3_B",2
"ELK4_B",2
"ELL2_B",1
"ELL3_B",2
"ELL_B",2
"ELMO1-AS1_B",3
"ELMO1_B",3
"ELMO2_B",2
"ELMO3_B",2
"ELMOD1_B",2
"ELMOD2_B",2
"ELMOD3_B",2
"ELN_B",2
"ELOF1_B",2
"ELOVL1_B",2
"ELOVL2-AS1_B",2
"ELOVL2_B",2
"ELOVL3_B",2
"ELOVL4_B",2
"ELOVL5_B",2
"ELOVL6_B",2
"ELOVL7_B",3
"ELP2_B",2
"ELP3_B",2
"ELP4_B",2
"ELP5_B",2
"ELP6_B",2
"ELSPBP1_B",3
"EMB_B",3
"EMC10_B",2
"EMC1_B",2
"EMC2_B",2
"EMC3_B",2
"EMC4_B",2
"EMC6_B",2
"EMC7_B",2
"EMC8_B",2
"EMC9_B",2
"EMCN_B",1
"EMD_B",2
"EME1_B",2
"EME2_B",2
"EMG1_B",2
"EMID1_B",2
"EMILIN1_B",2
"EMILIN2_B",2
"EMILIN3_B",2
"EML1_B",2
"EML2-AS1_B",2
"EML2_B",2
"EML3_B",2
"EML4_B",2
"EML5_B",2
"EML6_B",3
"EMP1_B",3
"EMP2_B",2
"EMP3_B",2
"EMSY_B",2
"EMX1_B",1
"EMX2OS_B",2
"EMX2_B",2
"EN1_B",1
"EN2_B",2
"ENAH_B",3
"ENAM_B",1
"ENC1_B",2
"ENDOD1_B",2
"ENDOG_B",2
"ENDOU_B",1
"ENDOV_B",2
"ENGASE_B",2
"ENG_B",2
"ENHO_B",2
"ENKD1_B",2
"ENKUR_B",3
"ENO1-AS1_B",2
"ENO1_B",2
"ENO2_B",2
"ENO3_B",2
"ENO4_B",2
"ENOPH1_B",2
"ENOSF1_B",2
"ENOX1_B",3
"ENOX2_B",3
"ENPEP_B",3
"ENPP1_B",3
"ENPP2_B",3
"ENPP3_B",3
"ENPP4_B",2
"ENPP5_B",2
"ENPP6_B",3
"ENPP7_B",1
"ENSA_B",2
"ENTHD1_B",1
"ENTPD1-AS1_B",2
"ENTPD1_B",3
"ENTPD2_B",2
"ENTPD3-AS1_B",2
"ENTPD3_B",2
"ENTPD4_B",2
"ENTPD5_B",2
"ENTPD6_B",2
"ENTPD7_B",1
"ENTPD8_B",2
"ENY2_B",2
"EOGT_B",3
"EOMES_B",3
"EP300_B",2
"EP400_B",2
"EPAS1_B",2
"EPB41L1_B",2
"EPB41L2_B",3
"EPB41L3_B",3
"EPB41L4A_B",2
"EPB41L4B_B",2
"EPB41L5_B",3
"EPB41_B",2
"EPB42_B",3
"EPC1_B",2
"EPC2_B",2
"EPCAM_B",2
"EPDR1_B",2
"EPG5_B",2
"EPGN_B",3
"EPHA1-AS1_B",2
"EPHA10_B",2
"EPHA1_B",2
"EPHA2_B",2
"EPHA3_B",3
"EPHA4_B",2
"EPHA5-AS1_B",1
"EPHA5_B",3
"EPHA6_B",3
"EPHA7_B",2
"EPHA8_B",2
"EPHB1_B",3
"EPHB2_B",2
"EPHB3_B",2
"EPHB4_B",2
"EPHB6_B",2
"EPHX1_B",2
"EPHX2_B",2
"EPHX3_B",2
"EPHX4_B",2
"EPM2AIP1_B",2
"EPM2A_B",3
"EPN1_B",2
"EPN2-AS1_B",1
"EPN2_B",2
"EPN3_B",2
"EPOR_B",1
"EPO_B",1
"EPPK1_B",2
"EPRS1_B",2
"EPS15L1_B",2
"EPS15_B",3
"EPS8L1_B",2
"EPS8L2_B",2
"EPS8L3_B",1
"EPS8_B",2
"EPSTI1_B",3
"EPX_B",2
"EPYC_B",1
"EQTN_B",1
"ERAL1_B",2
"ERAP1_B",2
"ERAP2_B",3
"ERAS_B",1
"ERBB2_B",2
"ERBB3_B",2
"ERBB4_B",3
"ERBIN_B",2
"ERC1_B",2
"ERC2-IT1_B",1
"ERC2_B",2
"ERCC1_B",2
"ERCC2_B",2
"ERCC3_B",2
"ERCC4_B",2
"ERCC5_B",2
"ERCC6L2_B",3
"ERCC6L_B",2
"ERCC6_B",2
"ERCC8_B",2
"EREG_B",1
"ERF_B",2
"ERGIC1_B",2
"ERGIC2_B",2
"ERGIC3_B",2
"ERG_B",3
"ERH_B",2
"ERI1_B",3
"ERI2_B",2
"ERI3-IT1_B",2
"ERI3_B",2
"ERICH1_B",2
"ERICH2_B",2
"ERICH3-AS1_B",3
"ERICH3_B",3
"ERICH4_B",1
"ERICH5_B",2
"ERICH6-AS1_B",2
"ERICH6B_B",2
"ERICH6_B",2
"ERLEC1_B",2
"ERLIN1_B",2
"ERLIN2_B",2
"ERMAP_B",2
"ERMARD_B",2
"ERMN_B",1
"ERMP1_B",2
"ERN1_B",1
"ERN2_B",2
"ERO1A_B",2
"ERO1B_B",2
"ERP27_B",3
"ERP29_B",2
"ERP44_B",2
"ERRFI1_B",3
"ERV3-1_B",2
"ERVFRD-1_B",1
"ERVH48-1_B",2
"ERVMER34-1_B",2
"ERVV-1_B",1
"ERVV-2_B",1
"ERVW-1_B",3
"ESAM_B",2
"ESCO1_B",2
"ESCO2_B",3
"ESD_B",2
"ESF1_B",2
"ESM1_B",1
"ESPL1_B",2
"ESPNL_B",2
"ESPN_B",1
"ESR1_B",1
"ESR2_B",3
"ESRG_B",1
"ESRP1_B",1
"ESRP2_B",2
"ESRRA_B",2
"ESRRB_B",3
"ESRRG_B",3
"ESX1_B",1
"ESYT1_B",2
"ESYT2_B",2
"ESYT3_B",3
"ETAA1_B",2
"ETF1_B",2
"ETFA_B",2
"ETFBKMT_B",2
"ETFB_B",2
"ETFDH_B",3
"ETFRF1_B",2
"ETHE1_B",2
"ETNK1_B",2
"ETNK2_B",2
"ETNPPL_B",1
"ETS1_B",3
"ETS2_B",2
"ETV1_B",3
"ETV2_B",2
"ETV3L_B",1
"ETV3_B",2
"ETV4_B",2
"ETV5_B",2
"ETV6_B",3
"ETV7_B",2
"EVA1A_B",2
"EVA1B_B",2
"EVA1C_B",3
"EVC2_B",2
"EVC_B",3
"EVI2A_B",3
"EVI2B_B",3
"EVI5L_B",2
"EVI5_B",3
"EVL_B",2
"EVPLL_B",1
"EVPL_B",2
"EVX1-AS_B",1
"EVX1_B",1
"EVX2_B",1
"EWSAT1_B",3
"EWSR1_B",2
"EXD1_B",3
"EXD2_B",2
"EXD3_B",2
"EXO1_B",3
"EXO5_B",2
"EXOC1_B",2
"EXOC2_B",2
"EXOC3L1_B",2
"EXOC3L2_B",2
"EXOC3L4_B",3
"EXOC3_B",2
"EXOC4_B",2
"EXOC5_B",2
"EXOC6B_B",3
"EXOC6_B",3
"EXOC7_B",2
"EXOC8_B",2
"EXOG_B",2
"EXOSC10_B",2
"EXOSC1_B",2
"EXOSC2_B",2
"EXOSC3_B",2
"EXOSC4_B",2
"EXOSC5_B",2
"EXOSC6_B",2
"EXOSC7_B",2
"EXOSC8_B",2
"EXOSC9_B",2
"EXPH5_B",3
"EXT1_B",2
"EXT2_B",2
"EXTL1_B",2
"EXTL2_B",2
"EXTL3-AS1_B",2
"EXTL3_B",2
"EYA1_B",3
"EYA2_B",2
"EYA3_B",2
"EYA4_B",3
"EYS_B",3
"EZH1_B",2
"EZH2_B",2
"EZR-AS1_B",2
"EZR_B",2
