"","x"
"ADAMTS20_B",1
"ADAMTS2_B",2
"ADAMTS3_B",2
"ADAMTS4_B",1
"ADAMTS5_B",2
"ADAMTS6_B",3
"ADAMTS7P1_B",3
"ADAMTS7_B",2
"ADAMTS8_B",2
"ADAMTS9-AS1_B",1
"ADAMTS9-AS2_B",3
"ADAMTS9_B",2
"ADAMTSL1_B",3
"ADAMTSL2_B",2
"ADAMTSL3_B",2
"ADAMTSL4_B",2
"ADAMTSL5_B",2
"ADAP1_B",2
"ADAP2_B",2
"ADARB1_B",2
"ADARB2-AS1_B",1
"ADARB2_B",2
"ADAR_B",2
"ADAT1_B",2
"ADAT2_B",3
"ADAT3_B",2
"ADA_B",2
"ADCK1_B",2
"ADCK2_B",2
"ADCK5_B",2
"ADCY10_B",3
"ADCY1_B",2
"ADCY2_B",2
"ADCY3_B",2
"ADCY4_B",2
"ADCY5_B",3
"ADCY6_B",2
"ADCY7_B",2
"ADCY8_B",1
"ADCY9_B",2
"ADCYAP1R1_B",2
"ADCYAP1_B",1
"ADD1_B",2
"ADD2_B",3
"ADD3-AS1_B",2
"ADD3_B",3
"ADGB_B",1
"ADGRA1_B",3
"ADGRA2_B",2
"ADGRA3_B",3
"ADGRB1_B",2
"ADGRB2_B",2
"ADGRB3_B",3
"ADGRD1_B",3
"ADGRD2_B",1
"ADGRE1_B",1
"ADGRE2_B",2
"ADGRE3_B",1
"ADGRE5_B",2
"ADGRF1_B",1
"ADGRF2_B",1
"ADGRF3_B",2
"ADGRF4_B",3
"ADGRF5_B",2
"ADGRG1_B",3
"ADGRG2_B",2
"ADGRG3_B",1
"ADGRG4_B",3
"ADGRG5_B",2
"ADGRG6_B",2
"ADGRG7_B",1
"ADGRL1_B",2
"ADGRL2_B",3
"ADGRL3_B",3
"ADGRL4_B",3
"ADGRV1_B",3
"ADH1A_B",3
"ADH1B_B",3
"ADH1C_B",3
"ADH4_B",1
"ADH5_B",2
"ADH6_B",3
"ADH7_B",1
"ADHFE1_B",2
"ADI1_B",2
"ADIG_B",1
"ADIPOQ-AS1_B",1
"ADIPOQ_B",1
"ADIPOR1_B",2
"ADIPOR2_B",2
"ADIRF_B",2
"ADK_B",3
"ADM2_B",2
"ADM5_B",1
"ADM_B",1
"ADNP-AS1_B",2
"ADNP2_B",2
"ADNP_B",2
"ADORA1_B",2
"ADORA2A-AS1_B",1
"ADORA2A_B",2
"ADORA2B_B",2
"ADORA3_B",2
"ADO_B",2
"ADPGK-AS1_B",3
"ADPGK_B",2
"ADPRHL1_B",2
"ADPRH_B",2
"ADPRM_B",2
"ADRA1A_B",3
"ADRA1B_B",2
"ADRA1D_B",2
"ADRA2A_B",2
"ADRA2B_B",2
"ADRA2C_B",2
"ADRB1_B",2
"ADRB2_B",2
"ADRB3_B",1
"ADRM1_B",2
"ADSL_B",2
"ADTRP_B",3
"AEBP1_B",2
"AEBP2_B",2
"AEN_B",3
"AFAP1-AS1_B",3
"AFAP1L1_B",3
"AFAP1L2_B",2
"AFAP1_B",2
"AFF1_B",3
"AFF2_B",2
"AFF3_B",3
"AFF4_B",2
"AFG3L1P_B",2
"AFG3L2_B",2
"AFMID_B",2
"AFM_B",1
"AFP_B",1
"AFTPH_B",2
"AGAP1-IT1_B",3
"AGAP11_B",2
"AGAP1_B",2
"AGAP2-AS1_B",2
"AGAP2_B",2
"AGAP3_B",2
"AGAP4_B",3
"AGAP5_B",2
"AGAP6_B",3
"AGAP9_B",2
"AGA_B",2
"AGBL1-AS1_B",1
"AGBL1_B",1
"AGBL2_B",3
"AGBL3_B",3
"AGBL4-IT1_B",1
"AGBL4_B",2
"AGBL5-AS1_B",1
"AGBL5_B",2
"AGER_B",2
"AGFG1_B",2
"AGFG2_B",2
"AGGF1_B",2
"AGK_B",2
"AGL_B",3
"AGMAT_B",2
"AGMO_B",1
"AGO1_B",2
"AGO2_B",2
"AGO3_B",3
"AGO4_B",3
"AGPAT1_B",2
"AGPAT2_B",2
"AGPAT3_B",2
"AGPAT4_B",2
"AGPAT5_B",2
"AGPS_B",2
"AGR2_B",1
"AGR3_B",1
"AGRN_B",2
"AGRP_B",2
"AGTPBP1_B",2
"AGTR1_B",3
"AGTR2_B",1
"AGTRAP_B",2
"AGT_B",2
"AGXT2_B",1
"AGXT_B",1
"AHCTF1_B",2
"AHCYL1_B",3
"AHCYL2_B",3
"AHCY_B",2
"AHDC1_B",2
"AHI1_B",2
"AHNAK2_B",2
"AHNAK_B",2
"AHRR_B",2
"AHR_B",2
"AHSA1_B",2
"AHSG_B",1
"AHSP_B",1
"AICDA_B",1
"AIDA_B",2
"AIF1L_B",2
"AIF1_B",2
"AIFM1_B",2
"AIFM2_B",2
"AIFM3_B",2
"AIG1_B",2
"AIM2_B",3
"AIMP1_B",2
"AIMP2_B",2
"AIPL1_B",1
"AIP_B",2
"AIRE_B",2
"AIRN_B",1
"AJAP1_B",2
"AJUBA_B",2
"AK1_B",2
"AK2_B",2
"AK3_B",2
"AK4_B",2
"AK5_B",2
"AK7_B",2
"AK8_B",2
"AK9_B",3
"AKAIN1_B",3
"AKAP10_B",2
"AKAP11_B",2
"AKAP12_B",3
"AKAP13_B",3
"AKAP14_B",1
"AKAP17A_B",1
"AKAP1_B",2
"AKAP3_B",3
"AKAP4_B",1
"AKAP5_B",2
"AKAP6_B",3
"AKAP7_B",3
"AKAP8L_B",2
"AKAP8_B",2
"AKAP9_B",3
"AKIP1_B",2
"AKIRIN1_B",2
"AKIRIN2_B",2
"AKNAD1_B",1
"AKNA_B",2
"AKR1A1_B",2
"AKR1B10_B",3
"AKR1B15_B",3
"AKR1B1_B",2
"AKR1C1_B",3
"AKR1C2_B",3
"AKR1C3_B",3
"AKR1C4_B",1
"AKR1D1_B",1
"AKR1E2_B",2
"AKR7A2_B",2
"AKR7A3_B",2
"AKR7L_B",1
"AKT1S1_B",2
"AKT1_B",2
"AKT2_B",2
"AKT3_B",2
"AKTIP_B",2
"ALAD_B",2
"ALAS1_B",1
"ALAS2_B",1
"ALB_B",1
"ALCAM_B",2
"ALDH16A1_B",2
"ALDH18A1_B",2
"ALDH1A1_B",3
"ALDH1A2_B",2
"ALDH1A3_B",2
"ALDH1B1_B",2
"ALDH1L1-AS1_B",3
"ALDH1L1-AS2_B",2
"ALDH1L1_B",3
"ALDH1L2_B",2
"ALDH2_B",2
"ALDH3A1_B",3
"ALDH3A2_B",2
"ALDH3B1_B",2
"ALDH3B2_B",1
"ALDH4A1_B",2
"ALDH5A1_B",2
"ALDH6A1_B",2
"ALDH7A1_B",2
"ALDH8A1_B",1
"ALDH9A1_B",2
"ALDOA_B",2
"ALDOB_B",3
"ALDOC_B",2
"ALG10B_B",2
"ALG10_B",2
"ALG11_B",2
"ALG12_B",2
"ALG13_B",3
"ALG14_B",2
"ALG1L2_B",2
"ALG1L9P_B",2
"ALG1_B",2
"ALG2_B",2
"ALG3_B",2
"ALG5_B",2
"ALG6_B",2
"ALG8_B",2
"ALG9_B",2
"ALKBH1_B",2
"ALKBH2_B",2
"ALKBH3-AS1_B",2
"ALKBH3_B",2
"ALKBH4_B",2
"ALKBH5_B",2
"ALKBH6_B",2
"ALKBH7_B",2
"ALKBH8_B",2
"ALK_B",2
"ALLC_B",3
"ALMS1-IT1_B",1
"ALMS1_B",2
"ALOX12-AS1_B",2
"ALOX12B_B",2
"ALOX12_B",2
"ALOX15B_B",2
"ALOX15_B",1
"ALOX5AP_B",2
"ALOX5_B",2
"ALOXE3_B",2
"ALPI_B",1
"ALPK1_B",3
"ALPK2_B",1
"ALPK3_B",1
"ALPL_B",2
"ALPP_B",1
"ALS2CL_B",2
"ALS2_B",3
"ALX1_B",1
"ALX3_B",2
"ALX4_B",2
"ALYREF_B",2
"AMACR_B",2
"AMBN_B",1
"AMBP_B",1
"AMBRA1_B",2
"AMD1_B",2
"AMDHD1_B",1
"AMDHD2_B",2
"AMELX_B",1
"AMELY_B",1
"AMER1_B",2
"AMER2_B",1
"AMER3_B",2
"AMFR_B",2
"AMHR2_B",2
"AMH_B",2
"AMIGO1_B",2
"AMIGO2_B",2
"AMIGO3_B",2
"AMMECR1L_B",2
"AMMECR1_B",2
"AMN1_B",2
"AMN_B",2
"AMOTL1_B",3
"AMOTL2_B",2
"AMOT_B",3
"AMPD1_B",1
"AMPD2_B",2
"AMPD3_B",2
"AMPH_B",2
"AMTN_B",1
"AMT_B",2
"AMY1A_B",1
"AMY1B_B",1
"AMY1C_B",1
"AMY2A_B",1
"AMY2B_B",1
"AMZ1_B",2
"AMZ2_B",2
"ANAPC10_B",2
"ANAPC11_B",2
"ANAPC13_B",2
"ANAPC15_B",2
"ANAPC16_B",2
"ANAPC1_B",2
"ANAPC2_B",2
"ANAPC4_B",2
"ANAPC5_B",2
"ANAPC7_B",2
"ANGEL1_B",2
"ANGEL2_B",2
"ANGPT1_B",3
"ANGPT2_B",1
"ANGPT4_B",1
"ANGPTL1_B",3
"ANGPTL2_B",2
"ANGPTL3_B",1
"ANGPTL4_B",2
"ANGPTL5_B",1
"ANGPTL6_B",2
"ANGPTL7_B",3
"ANGPTL8_B",2
"ANG_B",2
"ANHX_B",1
"ANK1_B",2
"ANK2_B",3
"ANK3_B",3
"ANKAR_B",3
"ANKDD1A_B",2
"ANKDD1B_B",2
"ANKEF1_B",2
"ANKFN1_B",1
"ANKFY1_B",3
"ANKH_B",2
"ANKIB1_B",3
"ANKK1_B",2
"ANKLE1_B",2
"ANKLE2_B",2
"ANKMY1_B",2
"ANKMY2_B",2
"ANKRA2_B",2
"ANKRD10_B",2
"ANKRD11_B",2
"ANKRD12_B",2
"ANKRD13A_B",2
"ANKRD13B_B",2
"ANKRD13C_B",3
"ANKRD13D_B",2
"ANKRD16_B",2
"ANKRD17_B",2
"ANKRD18A_B",2
"ANKRD18B_B",1
"ANKRD18DP_B",2
"ANKRD1_B",1
"ANKRD20A1_B",2
"ANKRD20A8P_B",2
"ANKRD22_B",1
"ANKRD23_B",2
"ANKRD24_B",2
"ANKRD26P3_B",1
"ANKRD26_B",2
"ANKRD27_B",2
"ANKRD28_B",3
"ANKRD29_B",3
"ANKRD2_B",2
"ANKRD30A_B",1
"ANKRD30BL_B",2
"ANKRD30B_B",1
"ANKRD31_B",3
"ANKRD33B_B",2
"ANKRD33_B",2
"ANKRD34A_B",2
"ANKRD34B_B",1
"ANKRD34C-AS1_B",2
"ANKRD34C_B",2
"ANKRD35_B",2
"ANKRD36BP1_B",3
"ANKRD36B_B",3
"ANKRD36C_B",2
"ANKRD36_B",2
"ANKRD37_B",2
"ANKRD39_B",2
"ANKRD40_B",2
"ANKRD42_B",2
"ANKRD44-IT1_B",1
"ANKRD44_B",2
"ANKRD45_B",3
"ANKRD46_B",2
"ANKRD49_B",2
"ANKRD50_B",2
"ANKRD52_B",2
"ANKRD53_B",2
"ANKRD54_B",2
"ANKRD55_B",3
"ANKRD60_B",1
"ANKRD61_B",3
"ANKRD62_B",1
"ANKRD63_B",2
"ANKRD65_B",2
"ANKRD66_B",1
"ANKRD6_B",3
"ANKRD7_B",2
"ANKRD9_B",2
"ANKS1A_B",3
"ANKS1B_B",2
"ANKS3_B",2
"ANKS4B_B",1
"ANKS6_B",2
"ANKUB1_B",3
"ANKZF1_B",2
"ANLN_B",2
"ANO10_B",2
"ANO1_B",2
"ANO2_B",3
"ANO3_B",3
"ANO4_B",3
"ANO5_B",2
"ANO6_B",2
"ANO7_B",2
"ANO8_B",2
"ANO9_B",2
"ANOS1_B",2
"ANP32AP1_B",2
"ANP32A_B",2
"ANP32B_B",2
"ANP32D_B",1
"ANP32E_B",2
"ANPEP_B",2
"ANTXR1_B",2
"ANTXR2_B",2
"ANTXRL_B",3
"ANXA10_B",1
"ANXA11_B",2
"ANXA13_B",1
"ANXA1_B",3
"ANXA2R_B",2
"ANXA2_B",2
"ANXA3_B",3
"ANXA4_B",2
"ANXA5_B",2
"ANXA6_B",2
"ANXA7_B",2
"ANXA8L1_B",2
"ANXA8_B",2
"ANXA9_B",2
"AOAH-IT1_B",1
"AOAH_B",3
"AOC1_B",3
"AOC2_B",2
"AOC3_B",2
"AOX1_B",3
"AP1AR_B",2
"AP1B1_B",2
"AP1G1_B",2
"AP1G2_B",2
"AP1M1_B",2
"AP1M2_B",1
"AP1S1_B",2
"AP1S2_B",2
"AP1S3_B",2
"AP2A1_B",2
"AP2A2_B",2
"AP2B1_B",2
"AP2M1_B",2
"AP2S1_B",2
"AP3B1_B",2
"AP3B2_B",2
"AP3D1_B",2
"AP3M1_B",2
"AP3M2_B",2
"AP3S1_B",2
"AP3S2_B",2
"AP4B1-AS1_B",2
"AP4B1_B",2
"AP4E1_B",2
"AP4M1_B",2
"AP4S1_B",2
"AP5B1_B",2
"AP5M1_B",2
"AP5S1_B",2
"AP5Z1_B",2
"APAF1_B",2
"APBA1_B",3
"APBA2_B",3
"APBA3_B",2
"APBB1IP_B",3
"APBB1_B",2
"APBB2_B",3
"APBB3_B",2
"APC2_B",2
"APCDD1L_B",2
"APCDD1_B",2
"APCS_B",1
"APC_B",2
"APEH_B",2
"APELA_B",1
"APEX1_B",2
"APEX2_B",2
"APH1A_B",2
"APH1B_B",2
"API5_B",2
"APIP_B",2
"APLF_B",2
"APLNR_B",2
"APLN_B",2
"APLP1_B",2
"APLP2_B",2
"APMAP_B",2
"APOA1-AS_B",2
"APOA1_B",3
"APOA2_B",1
"APOA4_B",1
"APOA5_B",1
"APOBEC1_B",1
"APOBEC2_B",2
"APOBEC3A_B",1
"APOBEC3B-AS1_B",1
"APOBEC3B_B",2
"APOBEC3C_B",2
"APOBEC3D_B",2
"APOBEC3F_B",2
"APOBEC3G_B",2
"APOBEC3H_B",2
"APOBEC4_B",1
"APOBR_B",2
"APOB_B",2
"APOC1_B",2
"APOC2_B",2
"APOC3_B",1
"APOD_B",1
"APOE_B",2
"APOF_B",1
"APOH_B",1
"APOL1_B",2
"APOL2_B",2
"APOL3_B",3
"APOL4_B",2
"APOL5_B",3
"APOL6_B",2
"APOLD1_B",2
"APOM_B",2
"APOOL_B",2
"APOO_B",2
"APPBP2_B",2
"APPL1_B",2
"APPL2_B",3
"APP_B",2
"APRT_B",2
"APTR_B",2
"APTX_B",2
"AQP10_B",1
"AQP11_B",2
"AQP12A_B",1
"AQP12B_B",2
"AQP1_B",2
"AQP2_B",1
"AQP3_B",2
"AQP4-AS1_B",3
"AQP4_B",1
"AQP5_B",2
"AQP6_B",2
"AQP7P5_B",3
"AQP7_B",1
"AQP8_B",2
"AQP9_B",1
"AQR_B",2
"ARAF_B",2
"ARAP1_B",2
"ARAP2_B",3
"ARAP3_B",2
"ARCN1_B",2
"ARC_B",2
"AREG_B",1
"AREL1_B",2
"ARF1_B",2
"ARF3_B",2
"ARF4-AS1_B",2
"ARF4_B",2
"ARF5_B",2
"ARF6_B",2
"ARFGAP1_B",2
"ARFGAP2_B",2
"ARFGAP3_B",2
"ARFGEF1_B",2
"ARFGEF2_B",2
"ARFGEF3_B",2
"ARFIP1_B",2
"ARFIP2_B",2
"ARFRP1_B",2
"ARG1_B",1
"ARG2_B",2
"ARGFX_B",1
"ARGLU1_B",2
"ARHGAP10_B",2
"ARHGAP11A_B",2
"ARHGAP11B_B",1
"ARHGAP12_B",2
"ARHGAP15_B",3
"ARHGAP17_B",2
"ARHGAP18_B",3
"ARHGAP19_B",3
"ARHGAP1_B",2
"ARHGAP20_B",2
"ARHGAP21_B",2
"ARHGAP22_B",3
"ARHGAP23_B",2
"ARHGAP24_B",3
"ARHGAP25_B",3
"ARHGAP26-AS1_B",1
"ARHGAP26-IT1_B",1
"ARHGAP26_B",3
"ARHGAP27_B",2
"ARHGAP28_B",3
"ARHGAP29_B",3
"ARHGAP30_B",2
"ARHGAP31-AS1_B",2
"ARHGAP31_B",2
"ARHGAP32_B",3
"ARHGAP33_B",2
"ARHGAP35_B",2
"ARHGAP36_B",2
"ARHGAP39_B",2
"ARHGAP40_B",2
"ARHGAP42_B",3
"ARHGAP44_B",2
"ARHGAP4_B",2
"ARHGAP5_B",2
"ARHGAP6_B",2
"ARHGAP8_B",2
"ARHGAP9_B",3
"ARHGDIA_B",2
"ARHGDIB_B",3
"ARHGDIG_B",2
"ARHGEF10L_B",2
"ARHGEF10_B",2
"ARHGEF11_B",2
"ARHGEF12_B",2
"ARHGEF15_B",2
"ARHGEF16_B",2
"ARHGEF17_B",2
"ARHGEF18_B",2
"ARHGEF19_B",2
"ARHGEF1_B",2
"ARHGEF25_B",2
"ARHGEF26-AS1_B",1
"ARHGEF26_B",3
"ARHGEF28_B",3
"ARHGEF2_B",2
"ARHGEF3-AS1_B",1
"ARHGEF33_B",2
"ARHGEF35_B",2
"ARHGEF37_B",2
"ARHGEF38-IT1_B",1
"ARHGEF38_B",2
"ARHGEF39_B",2
"ARHGEF3_B",3
"ARHGEF40_B",2
"ARHGEF4_B",2
"ARHGEF5_B",2
"ARHGEF6_B",2
"ARHGEF7-AS2_B",2
"ARHGEF7_B",3
"ARHGEF9-IT1_B",1
"ARHGEF9_B",2
"ARID1A_B",2
"ARID1B_B",2
"ARID2_B",2
"ARID3A_B",2
"ARID3B_B",2
"ARID3C_B",2
"ARID4A_B",3
"ARID4B_B",2
"ARID5A_B",3
"ARID5B_B",3
"ARIH1_B",2
"ARIH2_B",2
"ARL10_B",2
"ARL11_B",2
"ARL13A_B",3
"ARL13B_B",2
"ARL14EPL_B",1
"ARL14EP_B",2
"ARL14_B",1
"ARL15_B",2
"ARL16_B",2
"ARL17A_B",2
"ARL1_B",2
"ARL2BP_B",2
"ARL3_B",2
"ARL4A_B",2
"ARL4C_B",2
"ARL4D_B",2
"ARL5A_B",2
"ARL5B_B",1
"ARL5C_B",2
"ARL6IP1_B",2
"ARL6IP4_B",2
"ARL6IP5_B",2
"ARL6IP6_B",2
"ARL6_B",2
"ARL8A_B",2
"ARL8B_B",2
"ARL9_B",2
"ARMC10_B",2
"ARMC12_B",3
"ARMC1_B",2
"ARMC2_B",2
"ARMC3_B",3
"ARMC5_B",2
"ARMC6_B",2
"ARMC7_B",2
"ARMC8_B",2
"ARMC9_B",2
"ARMCX1_B",2
"ARMCX2_B",2
"ARMCX3_B",2
"ARMCX4_B",3
"ARMCX5_B",2
"ARMCX6_B",2
"ARMS2_B",3
"ARMT1_B",2
"ARNT2_B",2
"ARNT_B",2
"ARPC1A_B",2
"ARPC1B_B",2
"ARPC2_B",2
"ARPC3_B",2
"ARPC4_B",2
"ARPC5L_B",2
"ARPC5_B",2
"ARPIN_B",2
"ARPP19_B",2
"ARPP21_B",3
"ARR3_B",2
"ARRB1_B",2
"ARRB2_B",2
"ARRDC1-AS1_B",2
"ARRDC1_B",2
"ARRDC2_B",2
"ARRDC3-AS1_B",2
"ARRDC3_B",1
"ARRDC4_B",2
"ARRDC5_B",3
"ARSA_B",2
"ARSB_B",2
"ARSD_B",2
"ARSF_B",3
"ARSG_B",2
"ARSH_B",1
"ARSI_B",2
"ARSJ_B",3
"ARSK_B",2
"ART1_B",3
"ART3_B",3
"ART4_B",3
"ART5_B",2
"ARTN_B",1
"ARV1_B",2
"ARVCF_B",2
"ARX_B",1
"AR_B",1
"AS3MT_B",2
"ASAH1_B",2
"ASAH2B_B",2
"ASAH2_B",3
"ASAP1-IT2_B",1
"ASAP1_B",2
"ASAP2_B",3
"ASAP3_B",2
"ASB10_B",2
"ASB11_B",1
"ASB12_B",2
"ASB13_B",2
"ASB14_B",3
"ASB15_B",1
"ASB16-AS1_B",2
"ASB16_B",2
"ASB17_B",1
"ASB18_B",1
"ASB1_B",2
"ASB2_B",3
"ASB3_B",2
"ASB4_B",3
"ASB5_B",1
"ASB6_B",2
"ASB7_B",2
"ASB8_B",2
"ASB9_B",2
"ASCC1_B",2
"ASCC2_B",2
"ASCC3_B",2
"ASCL1_B",1
"ASCL2_B",2
"ASCL3_B",1
"ASCL4_B",1
"ASCL5_B",2
"ASF1A_B",2
"ASF1B_B",2
"ASGR1_B",2
"ASGR2_B",2
"ASH1L-AS1_B",2
"ASH1L_B",2
"ASH2L_B",2
"ASIC1_B",2
"ASIC2_B",2
"ASIC3_B",2
"ASIC4_B",2
"ASIC5_B",1
"ASIP_B",3
"ASL_B",2
"ASMTL_B",2
"ASMT_B",1
"ASNSD1_B",2
"ASNS_B",2
"ASPA_B",3
"ASPDH_B",2
"ASPG_B",2
"ASPHD1_B",2
"ASPHD2_B",2
"ASPH_B",3
"ASPM_B",1
"ASPN_B",1
"ASPRV1_B",2
"ASPSCR1_B",2
"ASRGL1_B",2
"ASS1_B",2
"ASTE1_B",2
"ASTL_B",1
"ASTN1_B",2
"ASTN2-AS1_B",1
"ASTN2_B",2
"ASXL1_B",2
"ASXL2_B",3
"ASXL3_B",3
"ASZ1_B",1
"ATAD1_B",3
"ATAD2B_B",2
"ATAD2_B",3
"ATAD3A_B",2
"ATAD3B_B",2
"ATAD3C_B",3
"ATAD5_B",2
"ATAT1_B",2
"ATCAY_B",2
"ATE1-AS1_B",2
"ATE1_B",2
"ATF1_B",2
"ATF2_B",2
"ATF3_B",3
"ATF4_B",2
"ATF5_B",2
"ATF6B_B",2
"ATF6_B",2
"ATF7IP2_B",3
"ATF7IP_B",3
"ATF7_B",2
"ATG101_B",2
"ATG10_B",3
"ATG12_B",2
"ATG13_B",2
"ATG14_B",3
"ATG16L1_B",2
"ATG16L2_B",2
"ATG2A_B",2
"ATG2B_B",2
"ATG3_B",2
"ATG4A_B",2
"ATG4B_B",2
