"","x"
"CTPS2_B",3
"CTR9_B",3
"CTRB1_B",3
"CTRB2_B",3
"CTRC_B",3
"CTRL_B",3
"CTSA_B",3
"CTSB_B",3
"CTSC_B",2
"CTSD_B",3
"CTSE_B",3
"CTSF_B",3
"CTSG_B",3
"CTSH_B",3
"CTSK_B",1
"CTSL_B",1
"CTSO_B",3
"CTSS_B",1
"CTSV_B",3
"CTSW_B",3
"CTSZ_B",3
"CTTNBP2NL_B",3
"CTTNBP2_B",1
"CTTN_B",3
"CTU1_B",3
"CTU2_B",3
"CTXN1_B",3
"CTXN2_B",1
"CTXN3_B",1
"CUBN_B",1
"CUEDC1_B",1
"CUEDC2_B",3
"CUL1_B",3
"CUL2_B",3
"CUL3_B",1
"CUL4A_B",3
"CUL4B_B",1
"CUL5_B",1
"CUL7_B",3
"CUL9_B",3
"CUTA_B",3
"CUTC_B",3
"CUX1_B",3
"CUX2_B",3
"CUZD1_B",3
"CWC15_B",3
"CWC22_B",3
"CWC25_B",3
"CWC27_B",2
"CWF19L1_B",3
"CWF19L2_B",1
"CWH43_B",1
"CX3CL1_B",3
"CX3CR1_B",3
"CXADRP3_B",1
"CXADR_B",3
"CXCL10_B",1
"CXCL11_B",1
"CXCL12_B",3
"CXCL13_B",1
"CXCL14_B",3
"CXCL16_B",3
"CXCL17_B",1
"CXCL1_B",2
"CXCL2_B",2
"CXCL3_B",2
"CXCL5_B",2
"CXCL6_B",1
"CXCL8_B",2
"CXCL9_B",1
"CXCR1_B",1
"CXCR2_B",1
"CXCR3_B",3
"CXCR4_B",2
"CXCR5_B",3
"CXCR6_B",1
"CXXC1_B",3
"CXXC4_B",1
"CXXC5_B",1
"CXorf38_B",3
"CXorf49B_B",2
"CXorf49_B",3
"CXorf51A_B",1
"CXorf51B_B",2
"CXorf58_B",2
"CXorf65_B",1
"CXorf66_B",1
"CYB561A3_B",3
"CYB561D1_B",3
"CYB561D2_B",3
"CYB561_B",3
"CYB5A_B",2
"CYB5B_B",3
"CYB5D1_B",3
"CYB5D2_B",3
"CYB5R1_B",3
"CYB5R2_B",1
"CYB5R3_B",3
"CYB5R4_B",3
"CYB5RL_B",3
"CYBA_B",3
"CYBB_B",2
"CYBRD1_B",3
"CYC1_B",3
"CYCSP52_B",2
"CYCS_B",2
"CYFIP1_B",3
"CYFIP2_B",3
"CYGB_B",3
"CYLC1_B",1
"CYLC2_B",1
"CYLD_B",3
"CYMP_B",2
"CYP11A1_B",3
"CYP11B1_B",3
"CYP11B2_B",2
"CYP17A1_B",2
"CYP19A1_B",1
"CYP1A1_B",2
"CYP1A2_B",1
"CYP1B1-AS1_B",1
"CYP1B1_B",3
"CYP20A1_B",3
"CYP21A2_B",3
"CYP24A1_B",3
"CYP26A1_B",3
"CYP26B1_B",3
"CYP26C1_B",3
"CYP27A1_B",3
"CYP27B1_B",3
"CYP27C1_B",1
"CYP2A13_B",3
"CYP2A6_B",3
"CYP2A7_B",1
"CYP2B6_B",1
"CYP2C18_B",2
"CYP2C19_B",2
"CYP2C8_B",1
"CYP2C9_B",1
"CYP2D6_B",3
"CYP2E1_B",3
"CYP2F1_B",1
"CYP2J2_B",3
"CYP2R1_B",1
"CYP2S1_B",3
"CYP2U1_B",3
"CYP2W1_B",3
"CYP39A1_B",3
"CYP3A43_B",1
"CYP3A4_B",1
"CYP3A5_B",1
"CYP3A7_B",2
"CYP46A1_B",3
"CYP4A11_B",1
"CYP4A22_B",1
"CYP4B1_B",2
"CYP4F11_B",2
"CYP4F12_B",1
"CYP4F22_B",3
"CYP4F2_B",3
"CYP4F3_B",1
"CYP4F8_B",2
"CYP4V2_B",3
"CYP4X1_B",1
"CYP4Z1_B",1
"CYP51A1-AS1_B",3
"CYP51A1_B",3
"CYP7A1_B",1
"CYP7B1_B",1
"CYP8B1_B",3
"CYS1_B",3
"CYSLTR1_B",1
"CYSLTR2_B",3
"CYSRT1_B",3
"CYSTM1_B",3
"CYTB_B",2
"CYTH1_B",1
"CYTH2_B",3
"CYTH3_B",3
"CYTH4_B",3
"CYTIP_B",1
"CYTL1_B",3
"CYYR1-AS1_B",1
"CYYR1_B",1
"CZIB_B",3
"D21S2088E_B",1
"D2HGDH_B",3
"DAAM1_B",1
"DAAM2_B",1
"DAB1-AS1_B",1
"DAB1_B",3
"DAB2IP_B",1
"DAB2_B",1
"DACH1_B",1
"DACH2_B",1
"DACT1_B",3
"DACT2_B",3
"DACT3-AS1_B",3
"DACT3_B",3
"DAD1_B",3
"DAG1_B",3
"DAGLA_B",3
"DAGLB_B",3
"DALRD3_B",3
"DANCR_B",3
"DAND5_B",3
"DANT2_B",3
"DAOA-AS1_B",1
"DAOA_B",2
"DAO_B",3
"DAP3_B",3
"DAPK1_B",1
"DAPK2_B",1
"DAPK3_B",3
"DAPL1_B",2
"DAPP1_B",1
"DAP_B",3
"DARS2_B",2
"DAW1_B",1
"DAXX_B",3
"DAZ1_B",1
"DAZ2_B",3
"DAZ3_B",2
"DAZ4_B",1
"DAZAP1_B",3
"DAZAP2_B",1
"DAZL_B",3
"DBET_B",2
"DBF4B_B",1
"DBF4_B",3
"DBH-AS1_B",3
"DBH_B",3
"DBIL5P2_B",1
"DBIL5P_B",3
"DBI_B",2
"DBN1_B",3
"DBNDD1_B",3
"DBNDD2_B",3
"DBNL_B",3
"DBP_B",3
"DBR1_B",3
"DBT_B",1
"DBX1_B",2
"DBX2_B",3
"DCAF10_B",3
"DCAF11_B",3
"DCAF12L1_B",2
"DCAF12L2_B",3
"DCAF12_B",3
"DCAF13_B",3
"DCAF15_B",3
"DCAF16_B",1
"DCAF17_B",3
"DCAF4L1_B",3
"DCAF4L2_B",2
"DCAF4_B",3
"DCAF5_B",3
"DCAF6_B",3
"DCAF7_B",3
"DCAF8L1_B",3
"DCAF8L2_B",2
"DCAF8_B",3
"DCAKD_B",3
"DCANP1_B",3
"DCBLD1_B",3
"DCBLD2_B",3
"DCC_B",1
"DCDC1_B",3
"DCDC2B_B",3
"DCDC2C_B",3
"DCDC2_B",1
"DCD_B",1
"DCHS1_B",3
"DCHS2_B",1
"DCK_B",3
"DCLK1_B",1
"DCLK2_B",3
"DCLK3_B",3
"DCLRE1A_B",3
"DCLRE1B_B",2
"DCLRE1C_B",3
"DCN_B",1
"DCP1A_B",3
"DCP1B_B",3
"DCP2_B",3
"DCPS_B",1
"DCST1_B",1
"DCST2_B",3
"DCSTAMP_B",1
"DCTD_B",3
"DCTN1-AS1_B",2
"DCTN1_B",1
"DCTN2_B",3
"DCTN3_B",3
"DCTN4_B",3
"DCTN5_B",3
"DCTN6_B",3
"DCTPP1_B",2
"DCT_B",1
"DCUN1D1_B",1
"DCUN1D2_B",3
"DCUN1D3_B",3
"DCUN1D4_B",1
"DCUN1D5_B",3
"DCXR_B",3
"DCX_B",1
"DDA1_B",3
"DDAH1_B",1
"DDAH2_B",3
"DDB1_B",2
"DDB2_B",3
"DDC-AS1_B",2
"DDC_B",1
"DDHD1_B",3
"DDHD2_B",3
"DDI1_B",1
"DDI2_B",3
"DDIAS_B",1
"DDIT3_B",3
"DDIT4L_B",1
"DDIT4_B",2
"DDN_B",1
"DDOST_B",2
"DDO_B",3
"DDR1_B",3
"DDR2_B",1
"DDRGK1_B",3
"DDTL_B",3
"DDT_B",3
"DDX10_B",3
"DDX11-AS1_B",3
"DDX11_B",1
"DDX17_B",3
"DDX18_B",1
"DDX19A_B",3
"DDX19B_B",1
"DDX1_B",3
"DDX20_B",3
"DDX21_B",2
"DDX23_B",3
"DDX24_B",3
"DDX25_B",2
"DDX27_B",3
"DDX28_B",2
"DDX31_B",3
"DDX39A_B",3
"DDX39B-AS1_B",3
"DDX39B_B",3
"DDX3X_B",3
"DDX3Y_B",1
"DDX41_B",3
"DDX42_B",1
"DDX43_B",1
"DDX46_B",3
"DDX47_B",3
"DDX49_B",3
"DDX4_B",1
"DDX50_B",3
"DDX51_B",3
"DDX52_B",1
"DDX53_B",3
"DDX54_B",3
"DDX55_B",3
"DDX56_B",3
"DDX59_B",1
"DDX5_B",3
"DDX60L_B",1
"DDX60_B",1
"DDX6_B",3
"DEAF1_B",3
"DECR1_B",3
"DECR2_B",3
"DEDD2_B",3
"DEDD_B",3
"DEF6_B",3
"DEF8_B",3
"DEFA10P_B",2
"DEFA11P_B",1
"DEFA1B_B",3
"DEFA1_B",3
"DEFA3_B",3
"DEFA4_B",2
"DEFA5_B",2
"DEFA6_B",2
"DEFA8P_B",2
"DEFA9P_B",2
"DEFB103B_B",2
"DEFB104A_B",1
"DEFB104B_B",2
"DEFB105A_B",2
"DEFB106A_B",2
"DEFB106B_B",2
"DEFB107A_B",1
"DEFB108B_B",1
"DEFB110_B",1
"DEFB112_B",1
"DEFB113_B",1
"DEFB114_B",1
"DEFB115_B",1
"DEFB116_B",2
"DEFB118_B",1
"DEFB119_B",1
"DEFB121_B",1
"DEFB123_B",3
"DEFB124_B",3
"DEFB125_B",2
"DEFB126_B",1
"DEFB127_B",2
"DEFB128_B",2
"DEFB129_B",2
"DEFB132_B",1
"DEFB133_B",2
"DEFB134_B",2
"DEFB135_B",1
"DEFB136_B",2
"DEFB1_B",1
"DEFB4A_B",2
"DEFT1P2_B",3
"DEFT1P_B",2
"DEGS1_B",3
"DEGS2_B",3
"DEK_B",3
"DENND1A_B",3
"DENND1B_B",1
"DENND1C_B",3
"DENND2A_B",3
"DENND2C_B",3
"DENND2D_B",3
"DENND3_B",1
"DENND4A_B",1
"DENND4B_B",3
"DENND4C_B",1
"DENND5A_B",1
"DENND5B-AS1_B",1
"DENND5B_B",1
"DENND6A_B",3
"DENND6B_B",3
"DENR_B",3
"DEPDC1-AS1_B",2
"DEPDC1B_B",1
"DEPDC1_B",3
"DEPDC4_B",3
"DEPDC5_B",3
"DEPDC7_B",3
"DEPTOR_B",1
"DERA_B",3
"DERL1_B",1
"DERL2_B",3
"DERL3_B",3
"DESI1_B",3
"DESI2_B",1
"DES_B",2
"DET1_B",3
"DEXI_B",3
"DFFA_B",3
"DFFB_B",3
"DGAT1_B",3
"DGAT2L6_B",3
"DGAT2_B",3
"DGCR11_B",3
"DGCR2_B",3
"DGCR5_B",3
"DGCR6L_B",3
"DGCR6_B",3
"DGCR8_B",3
"DGKA_B",3
"DGKB_B",1
"DGKD_B",1
"DGKE_B",3
"DGKG_B",2
"DGKH_B",1
"DGKI_B",1
"DGKK_B",3
"DGKQ_B",3
"DGKZ_B",3
"DGUOK_B",3
"DHCR24_B",2
"DHCR7_B",3
"DHDDS_B",3
"DHDH_B",1
"DHFR_B",3
"DHH_B",3
"DHODH_B",3
"DHPS_B",3
"DHRS11_B",3
"DHRS12_B",3
"DHRS13_B",3
"DHRS1_B",3
"DHRS2_B",1
"DHRS3_B",3
"DHRS4-AS1_B",3
"DHRS4L2_B",3
"DHRS4_B",3
"DHRS7B_B",1
"DHRS7C_B",1
"DHRS7_B",1
"DHRS9_B",1
"DHRSX_B",3
"DHTKD1_B",3
"DHX15_B",3
"DHX16_B",1
"DHX29_B",3
"DHX30_B",3
"DHX32_B",3
"DHX33_B",3
"DHX34_B",3
"DHX35_B",1
"DHX36_B",1
"DHX37_B",3
"DHX38_B",3
"DHX40_B",3
"DHX57_B",3
"DHX58_B",3
"DHX8_B",3
"DHX9_B",3
"DIABLO_B",3
"DIAPH1_B",1
"DIAPH2-AS1_B",1
"DIAPH2_B",1
"DIAPH3-AS1_B",1
"DIAPH3_B",2
"DICER1-AS1_B",3
"DICER1_B",1
"DIDO1_B",3
"DIMT1_B",3
"DIO1_B",3
"DIO2-AS1_B",2
"DIO2_B",1
"DIO3OS_B",3
"DIO3_B",2
"DIP2A-IT1_B",2
"DIP2A_B",3
"DIP2B_B",3
"DIP2C_B",1
"DIRAS1_B",3
"DIRAS2_B",1
"DIRAS3_B",1
"DIS3L2_B",3
"DIS3L_B",3
"DIS3_B",3
"DISC1-IT1_B",1
"DISC1FP1_B",1
"DISC1_B",3
"DISP1_B",1
"DISP2_B",3
"DISP3_B",3
"DIXDC1_B",3
"DKC1_B",3
"DKFZP434A062_B",3
"DKK1_B",2
"DKK2_B",3
"DKK3_B",3
"DKK4_B",1
"DKKL1_B",3
"DLAT_B",1
"DLC1_B",1
"DLD_B",1
"DLEC1_B",3
"DLEU1_B",2
"DLEU2_B",3
"DLEU7_B",3
"DLG1-AS1_B",2
"DLG1_B",1
"DLG2_B",1
"DLG3-AS1_B",2
"DLG3_B",1
"DLG4_B",3
"DLG5_B",3
"DLGAP1-AS3_B",2
"DLGAP1-AS5_B",1
"DLGAP1_B",1
"DLGAP2-AS1_B",1
"DLGAP2_B",3
"DLGAP3_B",1
"DLGAP4-AS1_B",3
"DLGAP4_B",3
"DLGAP5_B",2
"DLK1_B",3
"DLK2_B",3
"DLL1_B",3
"DLL3_B",3
"DLL4_B",3
"DLST_B",3
"DLX1_B",3
"DLX2_B",3
"DLX3_B",2
"DLX4_B",3
"DLX5_B",3
"DLX6_B",3
"DMAP1_B",3
"DMBT1_B",1
"DMBX1_B",3
"DMC1_B",1
"DMD_B",1
"DMGDH_B",3
"DMKN_B",3
"DMP1_B",1
"DMPK_B",3
"DMRT1_B",3
"DMRT2_B",1
"DMRT3_B",2
"DMRTA1_B",3
"DMRTA2_B",3
"DMRTB1_B",1
"DMRTC1B_B",3
"DMRTC1_B",3
"DMRTC2_B",1
"DMTF1_B",1
"DMTN_B",3
"DMWD_B",3
"DMXL1_B",1
"DMXL2_B",1
"DNA2_B",1
"DNAAF1_B",3
"DNAAF2_B",3
"DNAAF3_B",3
"DNAAF4_B",2
"DNAAF5_B",3
"DNAH10_B",1
"DNAH11_B",3
"DNAH12_B",1
"DNAH14_B",1
"DNAH17_B",3
"DNAH1_B",3
"DNAH2_B",1
"DNAH3_B",1
"DNAH5_B",1
"DNAH6_B",1
"DNAH7_B",1
"DNAH8_B",1
"DNAH9_B",1
"DNAI1_B",3
"DNAI2_B",3
"DNAI7_B",2
"DNAJA1_B",3
"DNAJA2_B",3
"DNAJA3_B",3
"DNAJA4_B",3
"DNAJB11_B",2
"DNAJB12_B",3
"DNAJB13_B",1
"DNAJB14_B",1
"DNAJB1_B",3
"DNAJB2_B",3
"DNAJB3_B",1
"DNAJB4_B",1
"DNAJB5_B",1
"DNAJB6_B",3
"DNAJB7_B",1
"DNAJB8-AS1_B",2
"DNAJB8_B",3
"DNAJB9_B",2
"DNAJC10_B",3
"DNAJC11_B",3
"DNAJC12_B",1
"DNAJC13_B",1
"DNAJC14_B",3
"DNAJC15_B",3
"DNAJC16_B",3
"DNAJC17_B",1
"DNAJC18_B",3
"DNAJC19_B",3
"DNAJC1_B",3
"DNAJC21_B",3
"DNAJC22_B",3
"DNAJC24_B",2
"DNAJC27-AS1_B",3
"DNAJC27_B",3
"DNAJC28_B",3
"DNAJC2_B",1
"DNAJC30_B",3
"DNAJC3_B",1
"DNAJC4_B",3
"DNAJC5B_B",1
"DNAJC5G_B",2
"DNAJC5_B",3
"DNAJC6_B",1
"DNAJC7_B",3
"DNAJC8_B",2
"DNAJC9-AS1_B",3
"DNAJC9_B",3
"DNAL1_B",1
"DNAL4_B",3
"DNALI1_B",3
"DNASE1L1_B",3
"DNASE1L2_B",3
"DNASE1L3_B",2
"DNASE1_B",1
"DNASE2B_B",1
"DNASE2_B",3
"DND1_B",3
"DNER_B",3
"DNHD1_B",3
"DNLZ_B",3
"DNM1L_B",1
"DNM1_B",3
"DNM2_B",3
"DNM3-IT1_B",1
"DNM3_B",1
"DNMBP-AS1_B",2
"DNMBP_B",3
"DNMT1_B",2
"DNMT3A_B",3
"DNMT3B_B",3
"DNMT3L_B",3
"DNPEP_B",3
"DNPH1_B",3
"DNTTIP1_B",3
"DNTTIP2_B",2
"DNTT_B",1
"DOC2A_B",3
"DOC2B_B",2
"DOCK10_B",1
"DOCK11_B",1
"DOCK1_B",1
"DOCK2_B",3
"DOCK3_B",1
"DOCK4-AS1_B",1
"DOCK4_B",1
"DOCK5_B",1
"DOCK6_B",3
"DOCK7_B",3
"DOCK8_B",1
"DOCK9-AS1_B",1
"DOCK9_B",1
"DOHH_B",3
"DOK1_B",3
"DOK2_B",2
"DOK3_B",3
"DOK4_B",3
"DOK5_B",3
"DOK6_B",1
"DOK7_B",3
"DOLK_B",2
"DOLPP1_B",3
"DONSON_B",3
"DOT1L_B",3
"DPAGT1_B",3
"DPCD_B",3
"DPEP1_B",3
"DPEP2_B",1
"DPEP3_B",3
"DPF1_B",3
"DPF2_B",3
"DPF3_B",1
"DPH1_B",3
"DPH2_B",3
"DPH3_B",2
"DPH5-DT_B",2
"DPH5_B",1
"DPH6_B",3
"DPH7_B",3
"DPM1_B",3
"DPM2_B",3
"DPM3_B",3
"DPP10-AS1_B",3
"DPP10-AS3_B",2
"DPP10_B",1
"DPP3_B",2
"DPP4_B",3
"DPP6_B",1
"DPP7_B",3
"DPP8_B",1
"DPP9-AS1_B",3
"DPP9_B",3
"DPPA2_B",1
"DPPA3_B",1
"DPPA4_B",1
"DPPA5_B",3
"DPRXP4_B",1
"DPRX_B",1
"DPT_B",1
"DPY19L1_B",3
"DPY19L2_B",1
"DPY19L3_B",3
"DPY19L4_B",3
"DPY30_B",3
"DPYD-AS1_B",1
"DPYD-AS2_B",1
"DPYD_B",3
"DPYSL2_B",1
"DPYSL3_B",3
"DPYSL4_B",3
"DPYSL5_B",3
"DPYS_B",2
"DQX1_B",3
"DR1_B",3
"DRAIC_B",1
"DRAM1_B",3
"DRAM2_B",3
"DRAP1_B",2
"DRAXIN_B",1
"DRC1_B",3
"DRC3_B",3
"DRC7_B",3
"DRD1_B",3
"DRD2_B",3
"DRD3_B",1
"DRD4_B",3
"DRD5_B",3
"DRG1_B",3
"DRG2_B",3
"DRGX_B",3
"DRICH1_B",1
"DROSHA_B",1
"DRP2_B",3
"DSC1_B",2
"DSC2_B",1
"DSC3_B",2
"DSCAM-AS1_B",1
"DSCAM-IT1_B",1
"DSCAML1_B",1
"DSCAM_B",1
"DSCC1_B",3
"DSCR10_B",1
"DSCR4_B",2
"DSCR8_B",2
"DSCR9_B",3
"DSEL_B",3
"DSE_B",1
"DSG1-AS1_B",1
"DSG1_B",2
"DSG2-AS1_B",2
"DSG2_B",3
"DSG3_B",2
"DSG4_B",1
"DSN1_B",3
"DSPP_B",2
"DSP_B",3
"DSTN_B",2
"DSTYK_B",3
"DST_B",1
"DTD1_B",3
"DTD2_B",1
"DTHD1_B",1
"DTL_B",2
"DTNA_B",1
"DTNBP1_B",1
"DTNB_B",1
"DTWD1_B",1
"DTWD2_B",1
"DTX1_B",3
"DTX2P1-UPK3BP1-PMS2P11_B",3
"DTX2_B",3
"DTX3L_B",1
"DTX3_B",3
"DTX4_B",3
"DTYMK_B",3
"DUBR_B",3
"DUOX1_B",3
"DUOX2_B",2
"DUOXA1_B",3
"DUOXA2_B",2
"DUS1L_B",3
"DUS2_B",3
"DUS3L_B",3
"DUS4L_B",3
"DUSP10_B",1
"DUSP11_B",1
"DUSP12_B",3
"DUSP13_B",3
"DUSP14_B",1
"DUSP15_B",3
"DUSP16_B",3
"DUSP18_B",3
"DUSP19_B",1
"DUSP1_B",3
"DUSP21_B",1
"DUSP22_B",1
"DUSP23_B",2
"DUSP26_B",1
"DUSP28_B",3
"DUSP2_B",3
"DUSP3_B",2
"DUSP4_B",3
"DUSP5_B",3
"DUSP6_B",2
"DUSP7_B",3
"DUSP8_B",3
"DUSP9_B",3
"DUT_B",3
"DUX4_B",2
"DUXAP10_B",3
"DUXAP8_B",3
"DUXA_B",2
"DVL1_B",3
"DVL2_B",3
"DVL3_B",3
"DXO_B",3
"DYDC1_B",3
"DYDC2_B",1
"DYM_B",3
"DYNAP_B",1
"DYNC1H1_B",3
"DYNC1I1_B",1
"DYNC1I2_B",1
"DYNC1LI1_B",3
"DYNC1LI2_B",3
"DYNC2H1_B",1
"DYNC2LI1_B",1
"DYNLL1_B",3
"DYNLL2_B",3
"DYNLRB1_B",3
"DYNLRB2_B",3
"DYNLT1_B",3
"DYNLT3_B",3
"DYRK1A_B",1
"DYRK1B_B",3
"DYRK2_B",3
"DYRK3_B",3
"DYRK4_B",1
"DYSF_B",1
"DYTN_B",1
"DZANK1_B",3
"DZIP1L_B",1
"DZIP1_B",3
"DZIP3_B",1
"E2F1_B",2
"E2F2_B",2
"E2F3_B",1
"E2F4_B",2
"E2F5_B",1
"E2F6_B",3
"E2F7_B",1
"E2F8_B",3
"E4F1_B",3
"EAF1_B",3
"EAF2_B",2
"EAPP_B",3
"EARS2_B",3
"EBAG9_B",3
"EBF1_B",1
"EBF2_B",2
"EBF3_B",1
"EBF4_B",3
"EBI3_B",2
"EBLN1_B",1
"EBLN2_B",1
"EBNA1BP2_B",2
"EBPL_B",3
"EBP_B",3
"ECD_B",3
"ECE1_B",1
"ECE2_B",2
"ECEL1_B",2
"ECH1_B",3
"ECHDC1_B",1
"ECHDC2_B",3
"ECHDC3_B",3
"ECHS1_B",3
"ECI1_B",3
"ECI2_B",3
"ECM1_B",3
"ECM2_B",1
"ECSCR_B",3
"ECSIT_B",3
"ECT2L_B",1
"ECT2_B",3
"EDA2R_B",1
"EDARADD_B",2
"EDAR_B",1
"EDA_B",1
"EDC3_B",3
"EDC4_B",3
"EDDM3A_B",1
"EDDM3B_B",1
"EDEM1_B",3
"EDEM2_B",3
"EDEM3_B",3
"EDF1_B",3
"EDIL3_B",2
"EDN1_B",1
"EDN2_B",2
"EDN3_B",3
"EDNRA_B",3
"EDNRB_B",1
"EDRF1-AS1_B",1
"EDRF1_B",1
"EEA1_B",1
"EED_B",3
"EEF1A1_B",3
"EEF1A2_B",3
"EEF1AKMT1_B",3
"EEF1B2_B",2
"EEF1D_B",3
"EEF1G_B",3
"EEF2KMT_B",3
"EEF2K_B",1
"EEF2_B",3
"EEFSEC_B",3
"EEPD1_B",3
"EFCAB10_B",3
"EFCAB11_B",3
"EFCAB12_B",1
"EFCAB13_B",3
"EFCAB14-AS1_B",2
"EFCAB14_B",3
"EFCAB2_B",1
"EFCAB3_B",1
"EFCAB5_B",1
"EFCAB6_B",1
"EFCAB7_B",3
"EFCAB8_B",1
"EFCAB9_B",2
"EFCC1_B",3
"EFEMP1_B",2
"EFEMP2_B",3
"EFHB_B",3
"EFHC1_B",3
"EFHC2_B",1
"EFHD1_B",1
"EFHD2_B",3
"EFL1_B",3
"EFNA1_B",3
"EFNA2_B",3
"EFNA3_B",3
"EFNA4_B",3
"EFNA5_B",1
"EFNB1_B",3
"EFNB2_B",1
"EFNB3_B",3
"EFR3A_B",1
"EFR3B_B",3
"EFS_B",3
"EFTUD2_B",3
"EGFL6_B",3
"EGFL7_B",3
"EGFL8_B",3
"EGFLAM-AS2_B",2
"EGFLAM-AS4_B",2
"EGFLAM_B",1
"EGFR-AS1_B",1
"EGFR_B",2
"EGF_B",1
"EGLN1_B",1
"EGLN2_B",3
"EGLN3_B",1
"EGOT_B",1
"EGR1_B",2
"EGR2_B",2
"EGR3_B",3
"EGR4_B",2
"EHBP1L1_B",3
"EHBP1_B",1
"EHD1_B",3
"EHD2_B",3
"EHD3_B",3
"EHD4-AS1_B",1
"EHD4_B",3
"EHF_B",1
"EHHADH-AS1_B",1
"EHHADH_B",1
"EHMT1_B",1
"EHMT2_B",3
"EI24_B",3
"EID1_B",2
"EID2B_B",3
"EID2_B",2
"EID3_B",1
"EIF1AD_B",3
"EIF1AX-AS1_B",1
"EIF1AX_B",3
"EIF1AY_B",1
"EIF1B-AS1_B",3
"EIF1B_B",3
"EIF1_B",3
"EIF2AK1_B",3
"EIF2AK2_B",3
"EIF2AK3_B",3
"EIF2AK4_B",3
"EIF2A_B",3
"EIF2B1_B",3
"EIF2B2_B",3
"EIF2B3_B",3
"EIF2B4_B",3
"EIF2B5_B",3
"EIF2D_B",3
"EIF2S1_B",2
"EIF2S2_B",3
"EIF2S3_B",3
"EIF3A_B",3
"EIF3B_B",3
"EIF3CL_B",3
"EIF3C_B",3
"EIF3D_B",3
"EIF3E_B",1
"EIF3F_B",3
"EIF3G_B",3
"EIF3H_B",1
"EIF3IP1_B",2
"EIF3I_B",2
"EIF3J_B",3
"EIF3K_B",2
"EIF3L_B",3
"EIF3M_B",3
"EIF4A1_B",2
"EIF4A2_B",3
"EIF4A3_B",3
"EIF4B_B",3
"EIF4E1B_B",3
"EIF4E2_B",3
"EIF4E3_B",3
"EIF4EBP1_B",3
"EIF4EBP2_B",3
"EIF4EBP3_B",3
"EIF4ENIF1_B",3
"EIF4E_B",1
"EIF4G1_B",3
"EIF4G2_B",3
"EIF4G3_B",1
"EIF4H_B",3
"EIF5A2_B",3
"EIF5AL1_B",2
"EIF5A_B",3
"EIF5B_B",3
"EIF5_B",3
"EIF6_B",3
"ELAC1_B",3
"ELAC2_B",3
"ELANE_B",2
"ELAVL1_B",3
"ELAVL2_B",1
"ELAVL3_B",3
"ELAVL4_B",1
"ELF1_B",1
"ELF2_B",1
"ELF3_B",3
"ELF4_B",3
"ELF5_B",1
"ELFN1-AS1_B",3
"ELFN1_B",3
"ELFN2_B",3
"ELK1_B",3
"ELK3_B",3
"ELK4_B",1
"ELL2_B",2
"ELL3_B",3
"ELL_B",3
"ELMO1-AS1_B",1
"ELMO1_B",1
"ELMO2_B",3
"ELMO3_B",3
"ELMOD1_B",3
"ELMOD2_B",3
"ELMOD3_B",3
"ELN_B",3
"ELOF1_B",3
"ELOVL1_B",3
"ELOVL2-AS1_B",3
"ELOVL2_B",1
"ELOVL3_B",1
"ELOVL4_B",3
"ELOVL5_B",2
"ELOVL6_B",3
"ELOVL7_B",1
"ELP2_B",3
"ELP3_B",3
"ELP4_B",3
"ELP5_B",3
"ELP6_B",3
"ELSPBP1_B",1
"EMB_B",1
"EMC10_B",3
"EMC1_B",2
"EMC2_B",3
"EMC3_B",3
"EMC4_B",3
"EMC6_B",3
"EMC7_B",2
"EMC8_B",3
"EMC9_B",3
"EMCN_B",1
"EMD_B",3
"EME1_B",3
"EME2_B",3
"EMG1_B",2
"EMID1_B",3
"EMILIN1_B",3
"EMILIN2_B",3
"EMILIN3_B",3
"EML1_B",1
"EML2-AS1_B",3
"EML2_B",3
"EML3_B",3
"EML4_B",3
"EML5_B",3
"EML6_B",1
"EMP1_B",2
"EMP2_B",3
"EMP3_B",3
"EMSY_B",3
"EMX1_B",2
"EMX2OS_B",3
"EMX2_B",3
"EN1_B",2
"EN2_B",2
"ENAH_B",1
"ENAM_B",1
"ENC1_B",3
"ENDOD1_B",2
"ENDOG_B",3
"ENDOU_B",2
"ENDOV_B",3
"ENGASE_B",3
"ENG_B",2
"ENHO_B",3
"ENKD1_B",3
"ENKUR_B",3
"ENO1-AS1_B",2
"ENO1_B",2
"ENO2_B",3
"ENO3_B",3
"ENO4_B",3
"ENOPH1_B",3
"ENOSF1_B",3
"ENOX1_B",1
"ENOX2_B",1
"ENPEP_B",1
"ENPP1_B",1
"ENPP2_B",1
"ENPP3_B",1
"ENPP4_B",2
"ENPP5_B",3
"ENPP6_B",2
"ENPP7_B",3
"ENSA_B",3
"ENTHD1_B",1
"ENTPD1-AS1_B",3
"ENTPD1_B",1
"ENTPD2_B",3
"ENTPD3-AS1_B",3
"ENTPD3_B",3
"ENTPD4_B",3
"ENTPD5_B",3
"ENTPD6_B",3
"ENTPD7_B",3
"ENTPD8_B",3
"ENY2_B",3
"EOGT_B",1
"EOMES_B",1
"EP300_B",3
"EP400_B",3
"EPAS1_B",2
"EPB41L1_B",3
"EPB41L2_B",1
"EPB41L3_B",1
"EPB41L4A_B",3
"EPB41L4B_B",3
"EPB41L5_B",1
"EPB41_B",3
"EPB42_B",1
"EPC1_B",3
"EPC2_B",1
"EPCAM_B",3
"EPDR1_B",3
"EPG5_B",1
"EPGN_B",2
