"","x"
"MIR18A_B",2
"MIR18B_B",2
"MIR1908_B",2
"MIR1909_B",3
"MIR190A_B",1
"MIR190B_B",1
"MIR1910_B",2
"MIR1911_B",2
"MIR1912_B",2
"MIR1913_B",1
"MIR1914_B",3
"MIR1915_B",2
"MIR191_B",2
"MIR192_B",2
"MIR193A_B",2
"MIR193BHG_B",3
"MIR193B_B",1
"MIR194-1_B",1
"MIR194-2_B",3
"MIR195_B",2
"MIR196A1_B",2
"MIR196A2_B",2
"MIR196B_B",3
"MIR1972-1_B",1
"MIR1972-2_B",1
"MIR1973_B",1
"MIR1976_B",3
"MIR197_B",2
"MIR198_B",2
"MIR199A1_B",3
"MIR199A2_B",2
"MIR199B_B",3
"MIR19A_B",2
"MIR19B1_B",2
"MIR19B2_B",2
"MIR200A_B",3
"MIR200B_B",3
"MIR200C_B",3
"MIR202HG_B",3
"MIR202_B",3
"MIR203A_B",2
"MIR203B_B",2
"MIR204_B",2
"MIR2052HG_B",2
"MIR2052_B",2
"MIR2053_B",1
"MIR2054_B",1
"MIR205HG_B",2
"MIR205_B",2
"MIR206_B",1
"MIR208A_B",3
"MIR208B_B",3
"MIR20A_B",2
"MIR20B_B",2
"MIR210HG_B",3
"MIR210_B",3
"MIR2110_B",2
"MIR2113_B",1
"MIR2114_B",2
"MIR2115_B",1
"MIR2116_B",3
"MIR2117_B",1
"MIR211_B",2
"MIR212_B",3
"MIR214_B",2
"MIR215_B",2
"MIR216A_B",2
"MIR216B_B",2
"MIR217_B",2
"MIR218-1_B",2
"MIR218-2_B",3
"MIR219A1_B",3
"MIR219A2_B",3
"MIR219B_B",3
"MIR21_B",2
"MIR221_B",2
"MIR222_B",2
"MIR223_B",2
"MIR224_B",1
"MIR2276_B",2
"MIR2277_B",3
"MIR2278_B",1
"MIR22HG_B",2
"MIR22_B",2
"MIR2355_B",1
"MIR2392_B",2
"MIR23A_B",2
"MIR23B_B",2
"MIR23C_B",1
"MIR24-1_B",2
"MIR24-2_B",2
"MIR2467_B",2
"MIR25_B",3
"MIR2681_B",1
"MIR2682_B",3
"MIR26A1_B",2
"MIR26A2_B",3
"MIR26B_B",3
"MIR27A_B",2
"MIR27B_B",2
"MIR2861_B",3
"MIR28_B",1
"MIR2909_B",1
"MIR296_B",2
"MIR297_B",1
"MIR298_B",2
"MIR299_B",2
"MIR29A_B",2
"MIR29B1_B",2
"MIR29B2_B",1
"MIR29C_B",2
"MIR300_B",2
"MIR301A_B",1
"MIR301B_B",3
"MIR302A_B",2
"MIR302B_B",1
"MIR302C_B",2
"MIR302D_B",2
"MIR302E_B",1
"MIR302F_B",1
"MIR3064_B",1
"MIR3065_B",3
"MIR3074_B",2
"MIR30A_B",2
"MIR30B_B",1
"MIR30C1_B",1
"MIR30C2_B",1
"MIR30D_B",1
"MIR30E_B",2
"MIR3115_B",1
"MIR3116-1_B",2
"MIR3116-2_B",1
"MIR3117_B",1
"MIR3118-1_B",2
"MIR3118-2_B",2
"MIR3118-3_B",2
"MIR3118-4_B",2
"MIR3119-1_B",1
"MIR3119-2_B",2
"MIR3120_B",2
"MIR3121_B",2
"MIR3122_B",2
"MIR3123_B",1
"MIR3124_B",3
"MIR3125_B",2
"MIR3126_B",1
"MIR3127_B",2
"MIR3128_B",2
"MIR3129_B",1
"MIR3130-1_B",2
"MIR3130-2_B",2
"MIR3131_B",3
"MIR3132_B",3
"MIR3133_B",1
"MIR3134_B",1
"MIR3135A_B",1
"MIR3135B_B",1
"MIR3136_B",1
"MIR3137_B",2
"MIR3138_B",3
"MIR3139_B",2
"MIR3140_B",1
"MIR3141_B",1
"MIR3142HG_B",1
"MIR3142_B",2
"MIR3143_B",2
"MIR3144_B",1
"MIR3145_B",1
"MIR3146_B",1
"MIR3147_B",2
"MIR3148_B",2
"MIR3149_B",1
"MIR3150A_B",2
"MIR3150B_B",2
"MIR3151_B",1
"MIR3152_B",1
"MIR3153_B",1
"MIR3154_B",3
"MIR3155A_B",3
"MIR3155B_B",2
"MIR3156-1_B",1
"MIR3156-2_B",2
"MIR3156-3_B",2
"MIR3157_B",1
"MIR3158-1_B",2
"MIR3158-2_B",2
"MIR3159_B",2
"MIR3160-1_B",2
"MIR3160-2_B",2
"MIR3161_B",1
"MIR3162_B",1
"MIR3163_B",1
"MIR3164_B",2
"MIR3165_B",1
"MIR3166_B",1
"MIR3167_B",2
"MIR3168_B",1
"MIR3169_B",1
"MIR3170_B",2
"MIR3171_B",2
"MIR3173_B",2
"MIR3174_B",1
"MIR3175_B",2
"MIR3176_B",3
"MIR3177_B",3
"MIR3178_B",3
"MIR3179-1_B",2
"MIR3179-2_B",2
"MIR3179-3_B",2
"MIR3179-4_B",2
"MIR3180-1_B",3
"MIR3180-2_B",3
"MIR3180-3_B",3
"MIR3180-4_B",2
"MIR3180-5_B",2
"MIR3181_B",2
"MIR3182_B",2
"MIR3183_B",3
"MIR3184_B",2
"MIR3185_B",3
"MIR3186_B",3
"MIR3187_B",3
"MIR3188_B",3
"MIR3189_B",3
"MIR3190_B",3
"MIR3191_B",3
"MIR3192_B",2
"MIR3193_B",2
"MIR3194_B",1
"MIR3195_B",3
"MIR3196_B",3
"MIR3197_B",3
"MIR3198-1_B",1
"MIR3198-2_B",3
"MIR3199-1_B",2
"MIR3199-2_B",2
"MIR31HG_B",3
"MIR31_B",1
"MIR3200_B",1
"MIR3201_B",2
"MIR3202-1_B",2
"MIR3202-2_B",2
"MIR320A_B",2
"MIR320B1_B",1
"MIR320C1_B",2
"MIR323A_B",2
"MIR323B_B",2
"MIR324_B",3
"MIR325HG_B",1
"MIR325_B",2
"MIR326_B",2
"MIR328_B",3
"MIR329-1_B",2
"MIR329-2_B",2
"MIR32_B",1
"MIR330_B",2
"MIR331_B",2
"MIR335_B",1
"MIR337_B",2
"MIR338_B",3
"MIR339_B",3
"MIR33A_B",3
"MIR33B_B",3
"MIR340_B",1
"MIR342_B",2
"MIR345_B",2
"MIR346_B",1
"MIR34AHG_B",3
"MIR34A_B",1
"MIR34B_B",2
"MIR34C_B",2
"MIR3529_B",2
"MIR3591_B",2
"MIR3605_B",2
"MIR3606_B",1
"MIR3609_B",1
"MIR3610_B",2
"MIR3611_B",2
"MIR3612_B",1
"MIR3613_B",3
"MIR3614_B",3
"MIR3615_B",2
"MIR3616_B",3
"MIR3617_B",1
"MIR3618_B",2
"MIR3619_B",3
"MIR361_B",1
"MIR3620_B",2
"MIR3621_B",3
"MIR3622A_B",1
"MIR3622B_B",1
"MIR362_B",2
"MIR363_B",2
"MIR3646_B",2
"MIR3648-1_B",3
"MIR3648-2_B",3
"MIR3649_B",1
"MIR3650_B",1
"MIR3651_B",2
"MIR3652_B",2
"MIR3654_B",3
"MIR3655_B",2
"MIR3657_B",1
"MIR3658_B",2
"MIR3659_B",2
"MIR365A_B",2
"MIR365B_B",3
"MIR3660_B",1
"MIR3661_B",2
"MIR3662_B",1
"MIR3663HG_B",2
"MIR3663_B",3
"MIR3664_B",3
"MIR3665_B",3
"MIR3666_B",1
"MIR3667_B",1
"MIR3668_B",2
"MIR3670-1_B",2
"MIR3670-2_B",2
"MIR3670-3_B",2
"MIR3670-4_B",2
"MIR3671_B",2
"MIR3672_B",1
"MIR3674_B",1
"MIR3675_B",2
"MIR3677_B",3
"MIR3678_B",2
"MIR3679_B",2
"MIR367_B",2
"MIR3680-1_B",2
"MIR3680-2_B",2
"MIR3681HG_B",1
"MIR3681_B",2
"MIR3682_B",1
"MIR3683_B",2
"MIR3684_B",1
"MIR3685_B",1
"MIR3686_B",2
"MIR3688-1_B",2
"MIR3688-2_B",2
"MIR3689A_B",2
"MIR3689B_B",2
"MIR3689C_B",2
"MIR3689D1_B",2
"MIR3689D2_B",2
"MIR3689E_B",2
"MIR3689F_B",2
"MIR3690_B",3
"MIR3691_B",1
"MIR3692_B",1
"MIR369_B",2
"MIR370_B",2
"MIR3713_B",1
"MIR3714_B",2
"MIR371A_B",2
"MIR371B_B",2
"MIR372_B",2
"MIR373_B",2
"MIR374A_B",2
"MIR374B_B",1
"MIR374C_B",1
"MIR375_B",3
"MIR376A1_B",2
"MIR376A2_B",2
"MIR376B_B",2
"MIR376C_B",2
"MIR377_B",2
"MIR378A_B",3
"MIR378B_B",1
"MIR378C_B",3
"MIR378D1_B",1
"MIR378D2_B",2
"MIR378E_B",2
"MIR378F_B",2
"MIR378G_B",2
"MIR378H_B",1
"MIR378I_B",3
"MIR378J_B",1
"MIR379_B",2
"MIR380_B",2
"MIR381HG_B",3
"MIR381_B",2
"MIR382_B",2
"MIR383_B",1
"MIR384_B",2
"MIR3907_B",3
"MIR3908_B",1
"MIR3909_B",3
"MIR3910-1_B",1
"MIR3910-2_B",2
"MIR3911_B",3
"MIR3912_B",2
"MIR3913-1_B",2
"MIR3913-2_B",2
"MIR3914-1_B",2
"MIR3914-2_B",2
"MIR3915_B",1
"MIR3916_B",1
"MIR3917_B",3
"MIR3918_B",3
"MIR3919_B",1
"MIR3920_B",2
"MIR3921_B",1
"MIR3922_B",2
"MIR3923_B",1
"MIR3924_B",1
"MIR3925_B",2
"MIR3926-1_B",1
"MIR3926-2_B",1
"MIR3927_B",2
"MIR3928_B",2
"MIR3929_B",2
"MIR3934_B",3
"MIR3935_B",1
"MIR3936_B",1
"MIR3937_B",2
"MIR3938_B",2
"MIR3939_B",3
"MIR3940_B",3
"MIR3941_B",1
"MIR3942_B",1
"MIR3943_B",1
"MIR3944_B",3
"MIR3945HG_B",2
"MIR3945_B",1
"MIR3960_B",3
"MIR3972_B",3
"MIR3973_B",2
"MIR3974_B",1
"MIR3975_B",2
"MIR3976HG_B",2
"MIR3976_B",1
"MIR3977_B",1
"MIR3978_B",2
"MIR409_B",2
"MIR410_B",2
"MIR411_B",2
"MIR412_B",2
"MIR421_B",1
"MIR422A_B",2
"MIR423_B",2
"MIR424_B",1
"MIR4251_B",3
"MIR4252_B",3
"MIR4253_B",2
"MIR4254_B",2
"MIR4255_B",2
"MIR4256_B",2
"MIR4257_B",3
"MIR4258_B",2
"MIR4259_B",2
"MIR425_B",2
"MIR4260_B",2
"MIR4261_B",3
"MIR4262_B",2
"MIR4263_B",1
"MIR4264_B",2
"MIR4265_B",3
"MIR4266_B",2
"MIR4267_B",3
"MIR4268_B",2
"MIR4269_B",3
"MIR4270_B",1
"MIR4271_B",1
"MIR4272_B",1
"MIR4273_B",2
"MIR4274_B",3
"MIR4275_B",1
"MIR4276_B",2
"MIR4277_B",3
"MIR4278_B",2
"MIR4279_B",2
"MIR4280_B",2
"MIR4281_B",3
"MIR4282_B",2
"MIR4283-1_B",1
"MIR4283-2_B",3
"MIR4284_B",1
"MIR4285_B",2
"MIR4286_B",2
"MIR4287_B",2
"MIR4288_B",2
"MIR4289_B",2
"MIR4290HG_B",1
"MIR4290_B",2
"MIR4291_B",3
"MIR4292_B",3
"MIR4293_B",1
"MIR4294_B",3
"MIR4295_B",2
"MIR4296_B",3
"MIR4297_B",1
"MIR4298_B",3
"MIR4299_B",2
"MIR429_B",3
"MIR4300HG_B",3
"MIR4300_B",2
"MIR4301_B",2
"MIR4302_B",2
"MIR4303_B",2
"MIR4304_B",3
"MIR4305_B",1
"MIR4306_B",2
"MIR4307HG_B",2
"MIR4307_B",1
"MIR4308_B",1
"MIR4309_B",3
"MIR4310_B",3
"MIR4311_B",2
"MIR4312_B",1
"MIR4313_B",3
"MIR4314_B",3
"MIR4315-1_B",3
"MIR4315-2_B",3
"MIR4316_B",2
"MIR4317_B",2
"MIR4318_B",1
"MIR4319_B",2
"MIR431_B",3
"MIR4320_B",2
"MIR4321_B",3
"MIR4322_B",3
"MIR4323_B",3
"MIR4324_B",3
"MIR4325_B",2
"MIR4326_B",3
"MIR4327_B",1
"MIR4328_B",1
"MIR4329_B",2
"MIR432_B",2
"MIR4330_B",2
"MIR433_B",2
"MIR4418_B",3
"MIR4420_B",1
"MIR4421_B",3
"MIR4422_B",1
"MIR4423_B",2
"MIR4424_B",1
"MIR4425_B",2
"MIR4426_B",1
"MIR4427_B",2
"MIR4428_B",2
"MIR4429_B",2
"MIR4430_B",2
"MIR4431_B",1
"MIR4432HG_B",1
"MIR4432_B",2
"MIR4433A_B",2
"MIR4433B_B",3
"MIR4434_B",2
"MIR4435-1_B",2
"MIR4435-2HG_B",2
"MIR4435-2_B",1
"MIR4436A_B",2
"MIR4436B1_B",2
"MIR4436B2_B",2
"MIR4437_B",1
"MIR4438_B",2
"MIR4439_B",2
"MIR4440_B",2
"MIR4441_B",2
"MIR4442_B",2
"MIR4443_B",3
"MIR4444-1_B",2
"MIR4444-2_B",2
"MIR4445_B",1
"MIR4446_B",2
"MIR4447_B",2
"MIR4448_B",2
"MIR4449_B",2
"MIR4450_B",2
"MIR4451_B",1
"MIR4452_B",2
"MIR4453_B",3
"MIR4454_B",2
"MIR4455_B",2
"MIR4456_B",3
"MIR4457_B",1
"MIR4458HG_B",3
"MIR4458_B",1
"MIR4460_B",2
"MIR4462_B",3
"MIR4463_B",2
"MIR4464_B",1
"MIR4465_B",2
"MIR4466_B",3
"MIR4467_B",3
"MIR4468_B",2
"MIR4469_B",3
"MIR4470_B",2
"MIR4471_B",1
"MIR4472-1_B",2
"MIR4472-2_B",1
"MIR4473_B",1
"MIR4474_B",2
"MIR4475_B",2
"MIR4476_B",1
"MIR4477A_B",1
"MIR4477B_B",1
"MIR4478_B",3
"MIR4479_B",3
"MIR4480_B",2
"MIR4481_B",1
"MIR4482_B",2
"MIR4483_B",1
"MIR4484_B",1
"MIR4485_B",2
"MIR4486_B",2
"MIR4487_B",3
"MIR4488_B",2
"MIR4489_B",3
"MIR448_B",1
"MIR4490_B",1
"MIR4491_B",2
"MIR4492_B",3
"MIR4493_B",2
"MIR4494_B",1
"MIR4495_B",1
"MIR4496_B",2
"MIR4497_B",3
"MIR4498_B",2
"MIR4499_B",3
"MIR449A_B",2
"MIR449B_B",2
"MIR449C_B",2
"MIR4500HG_B",2
"MIR4500_B",2
"MIR4501_B",2
"MIR4502_B",2
"MIR4503_B",1
"MIR4504_B",1
"MIR4505_B",3
"MIR4506_B",1
"MIR4507_B",2
"MIR4508_B",2
"MIR4509-1_B",2
"MIR4509-2_B",2
"MIR4509-3_B",2
"MIR450A1_B",2
"MIR450A2_B",2
"MIR450B_B",2
"MIR4510_B",2
"MIR4511_B",1
"MIR4512_B",3
"MIR4513_B",3
"MIR4514_B",2
"MIR4515_B",2
"MIR4516_B",3
"MIR4517_B",3
"MIR4518_B",2
"MIR4519_B",3
"MIR451A_B",2
"MIR451B_B",3
"MIR4520-1_B",3
"MIR4520-2_B",3
"MIR4521_B",2
"MIR4522_B",2
"MIR4523_B",3
"MIR4524A_B",1
"MIR4524B_B",1
"MIR4525_B",3
"MIR4526_B",3
"MIR4527_B",2
"MIR4528_B",1
"MIR4529_B",2
"MIR452_B",2
"MIR4530_B",3
"MIR4531_B",2
"MIR4533_B",1
"MIR4534_B",2
"MIR4535_B",3
"MIR4536-1_B",2
"MIR4536-2_B",2
"MIR4537_B",2
"MIR4538_B",2
"MIR4539_B",2
"MIR4540_B",3
"MIR454_B",1
"MIR455_B",3
"MIR4632_B",3
"MIR4633_B",2
"MIR4634_B",3
"MIR4635_B",2
"MIR4636_B",1
"MIR4637_B",1
"MIR4638_B",3
"MIR4639_B",1
"MIR4640_B",3
"MIR4641_B",3
"MIR4642_B",1
"MIR4643_B",2
"MIR4644_B",1
"MIR4645_B",1
"MIR4646_B",3
"MIR4647_B",3
"MIR4648_B",3
"MIR4649_B",3
"MIR4650-1_B",1
"MIR4650-2_B",2
"MIR4651_B",2
"MIR4652_B",2
"MIR4653_B",3
"MIR4654_B",1
"MIR4655_B",3
"MIR4656_B",3
"MIR4657_B",1
"MIR4658_B",3
"MIR4659A_B",2
"MIR4659B_B",1
"MIR4660_B",1
"MIR4661_B",2
"MIR4662A_B",2
"MIR4662B_B",2
"MIR4663_B",1
"MIR4664_B",3
"MIR4665_B",3
"MIR4666A_B",1
"MIR4666B_B",2
"MIR4667_B",3
"MIR4668_B",1
"MIR4669_B",2
"MIR466_B",2
"MIR4670_B",2
"MIR4671_B",2
"MIR4672_B",3
"MIR4673_B",2
"MIR4674_B",3
"MIR4675_B",2
"MIR4676_B",2
"MIR4677_B",1
"MIR4678_B",2
"MIR4679-1_B",2
"MIR4679-2_B",2
"MIR4680_B",1
"MIR4681_B",1
"MIR4682_B",2
"MIR4683_B",2
"MIR4684_B",2
"MIR4685_B",1
"MIR4686_B",3
"MIR4687_B",3
"MIR4688_B",3
"MIR4689_B",3
"MIR4690_B",3
"MIR4691_B",3
"MIR4692_B",2
"MIR4693_B",2
"MIR4694_B",2
"MIR4695_B",3
"MIR4696_B",2
"MIR4697_B",3
"MIR4698_B",2
"MIR4699_B",1
"MIR4700_B",3
"MIR4701_B",3
"MIR4703_B",2
"MIR4704_B",1
"MIR4705_B",1
"MIR4706_B",3
"MIR4707_B",3
"MIR4708_B",1
"MIR4709_B",3
"MIR4710_B",3
"MIR4711_B",2
"MIR4712_B",1
"MIR4713_B",2
"MIR4714_B",1
"MIR4715_B",2
"MIR4716_B",1
"MIR4717_B",3
"MIR4718_B",2
"MIR4719_B",2
"MIR4720_B",1
"MIR4721_B",3
"MIR4722_B",3
"MIR4723_B",3
"MIR4724_B",1
"MIR4725_B",3
"MIR4726_B",3
"MIR4727_B",2
"MIR4728_B",3
"MIR4729_B",1
"MIR4730_B",1
"MIR4731_B",2
"MIR4732_B",2
"MIR4733_B",3
"MIR4734_B",2
"MIR4735_B",2
"MIR4736_B",2
"MIR4737_B",1
"MIR4738_B",2
"MIR4739_B",2
"MIR4740_B",1
"MIR4741_B",2
"MIR4742_B",1
"MIR4743_B",3
"MIR4744_B",1
"MIR4745_B",3
"MIR4746_B",3
"MIR4747_B",3
"MIR4748_B",2
"MIR4749_B",3
"MIR4750_B",3
"MIR4751_B",3
"MIR4752_B",2
"MIR4753_B",1
"MIR4754_B",3
"MIR4755_B",2
"MIR4756_B",2
"MIR4757_B",3
"MIR4758_B",3
"MIR4759_B",1
"MIR4760_B",2
"MIR4761_B",3
"MIR4762_B",2
"MIR4763_B",2
"MIR4764_B",2
"MIR4765_B",1
"MIR4766_B",1
"MIR4767_B",2
"MIR4768_B",1
"MIR4769_B",2
"MIR4770_B",1
"MIR4771-1_B",1
"MIR4771-2_B",1
"MIR4772_B",2
"MIR4773-1_B",2
"MIR4773-2_B",1
"MIR4774_B",2
"MIR4775_B",2
"MIR4776-1_B",2
"MIR4776-2_B",2
"MIR4777_B",3
"MIR4778_B",2
"MIR4779_B",2
"MIR4780_B",2
"MIR4781_B",2
"MIR4782_B",1
"MIR4783_B",3
"MIR4784_B",3
"MIR4785_B",2
"MIR4786_B",3
"MIR4787_B",2
"MIR4789_B",2
"MIR4790_B",2
"MIR4791_B",1
"MIR4793_B",3
"MIR4794_B",2
"MIR4795_B",2
"MIR4796_B",1
"MIR4797_B",1
"MIR4798_B",2
"MIR4799_B",1
"MIR4800_B",3
"MIR4801_B",1
"MIR4802_B",1
"MIR4803_B",1
"MIR4804_B",1
"MIR483_B",3
"MIR484_B",2
"MIR485_B",2
"MIR486-1_B",3
"MIR486-2_B",2
"MIR487A_B",2
"MIR487B_B",2
"MIR488_B",1
"MIR489_B",1
"MIR490_B",2
"MIR491_B",1
"MIR492_B",2
"MIR493_B",2
"MIR494_B",2
"MIR495_B",2
"MIR496_B",2
"MIR497HG_B",3
"MIR497_B",2
"MIR498_B",2
"MIR4999_B",2
"MIR499A_B",3
"MIR499B_B",3
"MIR5000_B",1
"MIR5001_B",3
"MIR5002_B",2
"MIR5003_B",1
"MIR5004_B",3
"MIR5006_B",1
"MIR5007_B",1
"MIR5008_B",3
"MIR5009_B",1
"MIR500A_B",2
"MIR500B_B",2
"MIR5010_B",3
"MIR5011_B",1
"MIR501_B",2
"MIR502_B",2
"MIR503_B",2
"MIR5047_B",1
"MIR504_B",2
"MIR505_B",2
"MIR506_B",2
"MIR507_B",1
"MIR5087_B",3
"MIR5088_B",2
"MIR5089_B",3
"MIR508_B",2
"MIR509-1_B",2
"MIR509-2_B",2
"MIR509-3_B",2
"MIR5090_B",3
"MIR5091_B",2
"MIR5092_B",2
"MIR5093_B",2
"MIR5094_B",1
"MIR5100_B",2
"MIR510_B",1
"MIR511_B",1
"MIR512-1_B",1
"MIR512-2_B",2
"MIR513A1_B",1
"MIR513A2_B",1
"MIR513B_B",2
"MIR513C_B",2
"MIR514A1_B",2
"MIR514A2_B",2
"MIR514A3_B",2
"MIR514B_B",1
"MIR515-1_B",2
"MIR515-2_B",2
"MIR516A1_B",2
"MIR516A2_B",2
"MIR516B1_B",2
"MIR516B2_B",2
"MIR517A_B",2
"MIR517B_B",2
"MIR517C_B",2
"MIR5186_B",2
"MIR5187_B",2
"MIR5188_B",2
"MIR5189_B",2
"MIR518A1_B",2
"MIR518A2_B",2
"MIR518B_B",2
"MIR518C_B",2
"MIR518D_B",1
"MIR518E_B",2
"MIR518F_B",2
"MIR5190_B",2
"MIR5191_B",2
"MIR5192_B",2
"MIR5193_B",3
"MIR5194_B",2
"MIR5195_B",2
"MIR5196_B",3
"MIR5197_B",2
"MIR519A1_B",2
"MIR519A2_B",2
"MIR519B_B",2
"MIR519C_B",2
"MIR519D_B",2
"MIR519E_B",2
"MIR520A_B",2
"MIR520B_B",2
"MIR520C_B",2
"MIR520D_B",2
"MIR520E_B",2
"MIR520F_B",2
"MIR520G_B",2
"MIR520H_B",2
"MIR521-1_B",2
"MIR521-2_B",2
"MIR522_B",2
"MIR523_B",2
"MIR524_B",2
"MIR525_B",2
"MIR526A1_B",2
"MIR526A2_B",2
"MIR526B_B",2
"MIR527_B",2
"MIR532_B",1
"MIR539_B",2
"MIR541_B",2
"MIR542_B",2
"MIR543_B",2
"MIR544A_B",2
"MIR544B_B",3
"MIR545_B",2
"MIR548A1_B",1
"MIR548A2_B",2
"MIR548A3_B",2
"MIR548AA1_B",1
"MIR548AA2_B",1
"MIR548AB_B",1
"MIR548AC_B",2
"MIR548AD_B",2
"MIR548AE1_B",1
"MIR548AE2_B",1
"MIR548AG1_B",2
"MIR548AG2_B",1
"MIR548AH_B",1
"MIR548AI_B",1
"MIR548AJ1_B",2
"MIR548AJ2_B",2
"MIR548AK_B",2
"MIR548AL_B",2
"MIR548AM_B",1
"MIR548AN_B",1
"MIR548AO_B",1
"MIR548AP_B",2
"MIR548AQ_B",1
"MIR548AR_B",1
"MIR548AS_B",1
"MIR548AT_B",1
"MIR548AU_B",3
"MIR548AV_B",2
"MIR548AW_B",2
"MIR548AX_B",2
"MIR548AY_B",1
"MIR548AZ_B",1
"MIR548BA_B",2
"MIR548BB_B",2
"MIR548B_B",1
"MIR548C_B",2
"MIR548D1_B",1
"MIR548D2_B",1
"MIR548E_B",2
"MIR548F1_B",2
"MIR548F2_B",2
"MIR548F3_B",1
"MIR548F4_B",1
"MIR548F5_B",1
"MIR548G_B",2
"MIR548H1_B",1
"MIR548H2_B",2
"MIR548H3_B",1
"MIR548H4_B",1
"MIR548H5_B",1
"MIR548I1_B",1
"MIR548I2_B",1
"MIR548I3_B",1
"MIR548I4_B",2
"MIR548J_B",2
"MIR548K_B",1
"MIR548L_B",1
"MIR548M_B",1
"MIR548N_B",2
"MIR548O2_B",2
"MIR548O_B",2
"MIR548P_B",1
"MIR548Q_B",2
"MIR548S_B",2
"MIR548T_B",1
"MIR548U_B",1
"MIR548V_B",1
"MIR548W_B",2
"MIR548X2_B",2
"MIR548XHG_B",2
"MIR548X_B",1
"MIR548Y_B",1
"MIR548Z_B",2
"MIR549A_B",1
"MIR550A1_B",1
"MIR550A2_B",2
"MIR550A3_B",1
"MIR550B1_B",1
"MIR550B2_B",2
"MIR551A_B",3
"MIR551B_B",1
"MIR552_B",1
"MIR553_B",1
"MIR554_B",1
"MIR555_B",1
"MIR556_B",1
"MIR5571_B",2
"MIR5572_B",3
"MIR5579_B",2
"MIR557_B",2
"MIR5580_B",2
"MIR5581_B",1
"MIR5582_B",1
"MIR5583-1_B",2
"MIR5583-2_B",1
"MIR5584_B",2
"MIR5585_B",1
"MIR5586_B",1
"MIR5587_B",3
"MIR5588_B",2
"MIR5589_B",3
"MIR558_B",2
"MIR5590_B",2
"MIR5591_B",2
"MIR559_B",1
"MIR561_B",1
"MIR562_B",2
"MIR563_B",1
"MIR564_B",3
"MIR567_B",2
"MIR5680_B",2
"MIR5681A_B",2
"MIR5681B_B",2
"MIR5682_B",2
"MIR5683_B",2
"MIR5684_B",3
"MIR5685_B",1
"MIR5687_B",1
"MIR5688_B",1
"MIR5689HG_B",3
"MIR5689_B",2
"MIR568_B",1
"MIR5690_B",2
"MIR5691_B",2
"MIR5692A1_B",1
"MIR5692A2_B",2
"MIR5692B_B",2
"MIR5692C1_B",2
"MIR5692C2_B",2
"MIR5693_B",2
"MIR5694_B",2
"MIR5695_B",2
"MIR5696_B",2
"MIR5697_B",1
"MIR5698_B",2
"MIR5699_B",3
"MIR569_B",1
"MIR5700_B",1
"MIR5701-1_B",3
"MIR5701-2_B",3
"MIR5701-3_B",3
"MIR5702_B",2
"MIR5703_B",2
"MIR5704_B",1
"MIR5705_B",2
"MIR5706_B",2
"MIR5707_B",2
"MIR5708_B",2
"MIR570_B",1
"MIR571_B",1
"MIR572_B",1
"MIR5739_B",1
"MIR573_B",1
"MIR574_B",2
"MIR575_B",3
"MIR576_B",1
"MIR577_B",1
"MIR5787_B",2
"MIR578_B",1
"MIR579_B",1
"MIR580_B",1
"MIR581_B",2
"MIR582_B",1
"MIR583_B",1
"MIR584_B",2
"MIR585_B",1
"MIR586_B",1
"MIR587_B",2
"MIR588_B",2
"MIR589_B",3
"MIR590_B",2
"MIR591_B",1
"MIR592_B",1
"MIR593_B",3
"MIR595_B",2
"MIR596_B",3
"MIR597_B",2
"MIR598_B",2
"MIR599_B",2
"MIR600HG_B",3
"MIR600_B",3
"MIR601_B",3
"MIR602_B",3
"MIR603_B",1
"MIR604_B",3
"MIR605_B",1
"MIR6068_B",2
"MIR6069_B",3
"MIR606_B",2
"MIR6070_B",1
"MIR6071_B",1
"MIR6072_B",2
"MIR6073_B",1
"MIR6074_B",1
"MIR6075_B",3
"MIR6076_B",2
"MIR6077_B",1
"MIR6078_B",2
"MIR6079_B",2
"MIR607_B",2
"MIR6080_B",3
"MIR6081_B",1
"MIR6082_B",1
"MIR6083_B",2
"MIR6084_B",2
"MIR6085_B",1
"MIR6086_B",1
"MIR6088_B",3
"MIR6089_B",2
"MIR608_B",1
"MIR6090_B",2
"MIR609_B",2
"MIR610_B",1
"MIR611_B",2
"MIR6124_B",1
"MIR6125_B",2
"MIR6126_B",3
"MIR6127_B",2
"MIR6128_B",2
"MIR6129_B",1
"MIR612_B",2
"MIR6130_B",2
"MIR6131_B",2
"MIR6132_B",1
"MIR6133_B",1
"MIR6134_B",2
"MIR613_B",2
"MIR614_B",1
"MIR615_B",2
"MIR6165_B",2
"MIR616_B",1
"MIR617_B",2
"MIR618_B",2
"MIR619_B",1
"MIR620_B",2
"MIR621_B",3
"MIR622_B",2
"MIR623_B",3
"MIR624_B",1
"MIR625_B",3
"MIR626_B",1
"MIR627_B",1
"MIR628_B",1
"MIR629_B",1
"MIR630_B",1
"MIR631_B",3
"MIR632_B",2
"MIR633_B",1
"MIR634_B",2
"MIR635_B",3
"MIR636_B",3
"MIR637_B",3
"MIR638_B",3
"MIR639_B",3
"MIR640_B",2
"MIR641_B",3
"MIR642A_B",2
"MIR642B_B",2
"MIR643_B",1
"MIR644A_B",1
"MIR645_B",3
"MIR646HG_B",1
"MIR646_B",3
"MIR647_B",3
"MIR648_B",2
"MIR6499_B",2
"MIR649_B",2
"MIR6500_B",2
"MIR6501_B",2
