"","ADIPOSE_TISSUE","ADRENAL_GLAND","BLADDER","BLOOD","BLOOD_VESSEL","BONE_MARROW","BRAIN","BREAST","CERVIX_UTERI","COLON","ESOPHAGUS","FALLOPIAN_TUBE","HEART","KIDNEY","LIVER","LUNG","MUSCLE","NERVE","OVARY","PANCREAS","PITUITARY","PROSTATE","SALIVARY_GLAND","SKIN","SMALL_INTESTINE","SPLEEN","STOMACH","TESTIS","THYROID","UTERUS","VAGINA"
"ASXL1",2.45651775546214,-0.309891645361752,0.079332936518579,-1.00326288001814,-0.426570876780021,0.286763119193775,-0.0819472111207118,1.74550923995864,-0.272821467507521,0.108875377039565,0.272492158298611,-0.26376054435147,0.0842550633811343,-0.0892606356847452,0.516410692368088,0.00558336401819544,0.253068987838443,0.0314242989035666,-0.648758693360035,-0.442448041008211,-1.83377583365267,-0.120623974473965,-0.259654574338139,-0.0490240980908078,0.136406379049058,0.0633865778024444,-0.0254091204926527,-0.212580642953696,0.0144378891747729,-0.283376772884174,0.21679415166141
"ATF1",0.2762878008652,0.427306903364262,0.161505734044492,0.332877699567965,0.308863043561372,0.719650315553817,0.046206014677109,0.255127499788901,0.130840670905528,0.07465348088539,0.118520771011109,0.295344045248898,-0.150387338257717,0.145795725672318,-0.488375526668321,0.399925782781576,-0.398534708994748,0.517174111581491,0.0940560611519719,-0.0506574820045944,-0.140275258073739,0.0371545727800767,0.352373368637348,0.80551127580402,0.374915041619287,0.199572366596715,0.0300479404080138,-0.0804204288405747,0.0112766276473308,0.116095104907967,0.0258737683138753
"ATF2",-0.149254585808633,0.419285134980674,-0.0568815440035662,-1.42759432209541,0.0607698706164986,0.599502349226958,-0.0899721197570828,-0.0916968238465456,-0.273017048114582,-0.159608673763036,-0.237228885310935,-0.00556083384750696,-0.246954279377829,-0.112812763474419,-1.07416583699618,-0.473605611756587,-0.150004233493835,-0.450675868854699,-0.111516995768951,0.187484197487924,-1.9635320258564,-0.0262076489848286,-0.151464256242416,0.0633407674945532,-0.12831286134662,-0.2971677689459,0.0689482574807784,0.0200442574546524,0.0199687761374745,-0.419442398887734,-0.428970524881559
"ATF3",0.546736327174703,0.0552383426761846,0.170461240233425,1.26924483244062,0.72290728823063,0.143510339655339,0.0576168537279605,0.36937029743884,0.28589189624304,-0.0176988058471073,-0.002338566208993,0.400498134868558,0.0878382184914464,0.263918592707897,0.109420605473651,0.880944399115184,-0.386338024380143,0.838163892711927,0.113431622614446,1.07614651534755,1.2255551022021,0.0507361710135182,-0.183969010970603,0.399127480999402,0.250899320329325,0.0734263039016102,-0.0105595241923805,0.229010025295194,0.231812828846501,0.256971670008501,0.199990307676881
"ATF4",0.00381354027451109,-0.02189407215126,0.141572154104367,-1.19754949826756,0.190289131555546,-0.115616285985314,-0.0794387080643051,0.0246453295795292,-0.0433916855223958,0.00353875936147933,0.0598580890976846,-0.00314263841908044,-0.0241014886325341,-0.155912286656391,-1.12277887660996,0.119728020516532,0.164743051180221,0.126504726080401,0.164441110233422,-0.386367284978008,-1.40459250954984,-0.0731279267922127,-0.376708036988293,-0.170624466486923,-0.112139871547681,-0.253599853855918,0.0146253070798398,-0.205840620820829,-0.11860725428391,0.044606969860496,0.16802365010838
"ATF5",0.133818135020779,0.122204634053018,0.0701464363021381,-0.5323415184673,0.422538863259214,0.111221418896461,0.0360636156558417,0.294952957352561,-0.204013098272373,0.153987563900677,-0.202635071141795,0.16000121544441,0.0351946445785393,0.00147613460295104,4.13233115314316,-0.384381442990304,-0.467009958557608,-0.304989020471736,0.0991225374419637,0.0458076698309763,-1.73337208098317,-0.00471228925676369,0.310240980904516,0.0520827429704975,0.0700639654858741,0.257177292087969,-0.00434596465485251,-0.177375460388749,0.0264306299971107,0.357935342850865,-0.296306520824548
"ATF6",0.0369801341134315,0.0108849010983238,0.303120450180075,-1.22730347658374,0.507076237252264,0.5385464617775,0.0130340066449332,0.150007660960157,0.269851151412358,0.241037714374002,0.246112325206209,0.285153891243016,0.364928087187089,0.0626436378820852,0.437233027289599,-0.102088398364451,-0.421604382591696,0.0984610725427304,0.219462927245498,0.139050813896071,0.429907928008422,0.158400134794255,0.0322744830501517,0.039229028501279,0.0463561107878094,-0.0258821041117413,0.153209868825383,-0.00117349807227882,1.19795576895273,0.450225383627907,0.26226735868962
"ATF7",-0.159118563291071,-0.142161207051996,-0.0695661723863244,0.882633378135866,0.175753580995852,-0.194774528341806,-0.0672335593485831,-0.163761743242205,-0.0461960979411325,-0.00921325108497112,-0.025750216696937,-0.06577125036685,0.0872195526086238,0.00462761084792755,0.127428772987345,0.00188296048387535,0.377156800902466,-0.286436930645977,-0.0555888123823556,0.0925932238936179,-0.530543450664554,-0.359185268582671,0.475109276896577,-0.213984553246395,0.0489839968686838,0.572936422980584,-0.0779315494097172,-0.120310633374373,-0.0552992669254991,-0.0827010078513657,0.147629829518237
"ATOH1",-0.241023109944767,-0.018238967074121,-0.216109742319179,0.373824659579665,-0.625530643427061,-0.0920259462908068,-0.043570973935455,-0.175349568175645,-0.222923596746044,-0.123313154316972,-0.24716783198056,-0.344360225470313,0.00631288420306404,-0.0377655289943548,-0.0498755829553136,-0.169027548730216,0.648012013961324,-0.272796005211274,-0.330326653780853,0.448256660120652,-1.74667331725816,-0.198633801810142,-0.00273225045677444,-0.0493377586372381,0.00381357295503957,-0.0458930022529248,-0.20553546969178,-0.0589659946498661,-0.365500405402057,-0.304910067449087,-0.268545840719416
"ATOH7",-0.18584356804393,-0.0770507409416058,-0.0782165157304694,0.723003076037498,-0.352009709717505,-0.133932286728572,-0.0926243975242929,-0.19190840733975,-0.287075810320868,-0.0222429666701277,-0.295054598778378,-0.235592979727591,0.0639275245968695,-0.0359447096719926,-0.171599696533558,-0.0894369454184866,0.146697852233392,-0.325043908145327,-0.176783408552991,-0.0680142805580606,-1.01349078849647,-0.0153790657879457,-0.050165857860728,-0.492658217340025,-0.118131950085066,0.0819174033014266,0.0693624139538997,-0.0104791423985861,-0.0752295511826498,-0.184758683689974,-0.69391301095549
"BACH1",0.0592176184897816,-0.255899888143757,0.359863442320911,8.33905678145845,0.384150576576977,1.88830604165573,0.0199167717911783,-0.0725404318976702,-0.170976200158625,0.00718743598479569,0.132689240338296,-0.0453937703102471,-0.0422827345216345,0.030799558725716,-0.134343871998785,0.574681689944342,0.98151242192788,0.181781421225475,0.0679255596790644,0.234325186985061,0.408158596678619,0.172076346354891,-0.0684641933554973,0.497731069832076,-0.350397110836602,-0.584823901025004,0.0724364281338442,0.145773517739092,-0.146749200593277,0.00127616483160285,0.0967463087260965
"BACH2",-0.189337585203241,-0.0651171778888683,-0.10570331374672,-10.5260309426599,0.033062563191491,0.673488247749679,-0.0264295243480716,-0.229890258296542,-0.0528759168238121,-0.143385277135978,-0.105538864806369,-0.285354969991243,-0.164093573619009,-0.0531418846122606,0.55369117147676,-0.694555450801046,-0.419981125828349,-0.112440941316365,-0.255899291323665,0.0289723456528276,0.231368832962569,-0.156464751155164,0.25759711450315,-0.0526168520559962,0.0448284085205618,-0.974446643730675,-0.111116695210447,-1.43735261380623,0.0729565314850777,-0.035988815372758,0.0180804551527411
"BARX1",0.201027436312428,0.0304937547618039,0.618706324763969,-1.509588784837,3.00419967344332,-0.244199652508313,0.0407995030571064,0.122040859427033,0.58760415151185,0.702157741609141,0.703057425846659,0.786929963154558,-0.24548732084107,-0.0200937694017191,0.30921788948267,-0.0376698561275497,1.13132042827547,0.29256625423867,0.574621164013253,-0.00651565433326948,0.340411703343264,0.437285723941104,-0.250450670313212,0.23452774058068,-0.000518015344866009,-0.854231996691822,0.354695565926698,0.249683443752474,0.217316570812587,1.49715964017726,-0.200854514792739
"BARX2",0.380736112714072,0.223756797975361,0.195907052611064,0.0143707439956763,1.65055509735621,0.0334102915570829,-0.0470842084691528,0.233893639665414,0.440449683218283,-0.508093071758525,-0.0908590285424784,0.627502338154569,0.101667982011612,-0.0278208605714122,-0.127372425266866,1.00435511789569,-0.0247668890846814,0.358764568782401,0.13205406700585,-0.37122868087433,0.0243694949968256,0.160697525706098,-0.0343103313632059,-0.166092366609384,-0.14648767630281,0.12078165446592,-0.0292159228353076,0.352906025213841,0.385148102194552,0.872046577465406,0.201458829391813
"BATF",-0.529812152378582,-0.00558896649211213,0.108644370014009,1.06798810383129,-0.148284060995734,0.14497052867497,0.0630829801686912,-0.414166091963974,-0.039965977094447,0.251869558887605,-0.120440232119452,0.10224955284266,-0.0957409548183262,-0.0109357077334126,0.0305579355942206,-0.114642666980446,-0.0876064492050739,-0.0743775713080983,0.0568675868698629,-0.221699184855208,-1.44549504274264,0.0275037828197241,-0.0202038277632125,-0.137429481297125,-0.0747608097302914,0.115384141352884,0.0879592393454286,0.117069526256953,0.0165749149272605,0.256347166425072,-0.506919274243282
"BCL11A",-0.0658746917657252,0.108639741417529,-0.106332773571333,-4.12407215580234,0.555753231458563,-3.28678245245227,0.0309893045084598,-0.0276556114795496,0.111332861605376,-0.168963454976157,-0.145779858162802,-0.0613728330516985,-0.179232324053173,-0.0359361789571781,0.559845914804481,-0.0397077447607723,0.287171894947033,0.0194891036711822,0.100553735488882,0.333180271027562,-0.0512230274818138,0.0372638929978607,-0.468899862052106,0.111079134093937,-0.0469184326195521,-0.451275434548722,0.0155101757333684,0.40795706030566,0.0121460727448479,0.0416548706749888,0.0179181904473029
"BCL11B",-0.110694224599597,0.00417539064987211,-0.322033719260827,2.65481019617889,-0.54933954375707,-0.0669509407537796,-0.0581966784517415,-0.0675819332552228,-0.286357919106438,-0.229766177960646,0.0950472416872599,-0.373121791438309,-0.0725485298816951,-0.0458207313587349,0.677681459923864,-0.289107569416177,-0.213258379967104,-0.237943593941792,-0.207777073904815,-0.291873087357997,-0.851194807464313,-0.133648889832555,-0.0568623787683954,0.0143278875103187,-0.179707599958365,0.305048659897831,-0.0315335940642028,-0.376911292784696,-0.23320041379964,-0.485119740491337,0.342219488077563
"BCL3",-0.121505896201008,0.0434232487217344,0.0797069904992979,-0.76140655947604,0.18370032366714,-0.105964232182499,-0.0205905105708261,-0.0979152802874577,-0.186041093175918,0.106645937610447,-0.0515444365828885,0.0743835957564966,0.0556517995185265,-0.156241859825624,-0.589677985590011,-0.480493872014603,0.444241835941386,-0.0493305208813413,-0.0956602199845326,-0.386441402053851,-0.753145763089745,0.0220927442910086,-0.0765964172907077,-0.585641662487694,-0.248786631279644,-0.794039011891538,-0.129297195506581,0.335420745675475,-0.174436468270599,0.271409562214346,-0.492860156726447
"BCL6",-0.0736187007909649,-0.158331493275772,-0.0285933119093699,-0.923677479317987,-0.234552647598964,-0.145407846272819,4.96493087342566e-05,-0.205691159896637,-0.27343446598966,-0.0552378767345712,0.113405138044007,-0.199440474159742,0.102745687887504,-0.0440231238900407,0.189332268079588,-0.294325657020881,-0.340621619794388,-0.0113504348209878,-0.148799235937356,-0.370901280086105,2.09028074346916,-0.0942171765232422,-0.425062215042882,-0.284358654457626,0.0460512238598508,0.0957372988261214,-0.0443089494428528,-0.0170148293841864,-0.321290695219899,-0.253271598964174,0.11328136012988
"BCLAF1",-0.0867486448004956,0.000870623019834298,-0.0827514849521229,1.77690948222855,-0.495513228791036,-0.0102772843333107,-0.0628651837492794,-0.0500619857291557,-0.120663559096686,-0.054554628048237,0.0161498426136988,-0.118681575114832,-0.154035626276978,0.0171880005761973,0.00225894927281196,0.189263924620541,-0.347055846077823,-0.23479968539076,-0.18354361150361,0.159672758159905,-0.650129018319301,-0.0433786672753941,0.277011303420829,-0.220706072658306,0.0900029249197933,0.361789618296925,-0.0294561556986586,-0.111622301488443,-0.0211048188817691,-0.156698285186368,0.0635087765809741
"BCOR",0.159000438409908,-0.0893395728607092,0.0156533462397167,-1.39077408927757,-0.108468877532593,-0.0111720165834987,0.00254034098887135,0.115794227845635,-0.101157098314481,-0.018188433303257,-0.168072230545121,-0.0746043667356186,0.0561985746198116,-0.0650196556741442,-0.26192643341581,-0.0788745618383697,0.209698646447581,-0.123968034453394,0.0403684756396656,0.0391384571127854,0.271095701020955,0.0329864031095706,-0.257907745213996,-0.324210453702664,-0.096849505090751,-0.500182413709908,-0.0538323958137501,1.18412600613014,0.00698139925432565,0.0973901602960893,-0.345133688178999
"BHLHA15",-0.133417697386476,0.18586673207775,0.0918031733024427,0.344754698346717,-0.140511047063445,0.164158799512494,0.0145462215233942,-0.00983735547970472,0.034002022566864,0.0660476025560834,0.206992610583719,-0.0868063094776765,-0.141604644211606,0.0361620377117699,-0.105715222030796,0.127464691528638,0.14786915891065,-0.133987196690627,-0.0970062951604702,-1.15351017818963,-0.501399951263877,-0.0531572548276963,0.595549104553229,0.284212877291244,0.16349589071472,0.787035049755863,0.110853986450884,-0.188698382216963,0.0310905062579392,-0.167540434463724,0.444734015005773
"BHLHE40",0.343863546874386,0.118595157500657,0.414086896978314,-0.958920715630907,0.449458864341088,0.256693868855566,-0.031800696481771,0.318207113834466,0.48126468236899,0.402675803180744,0.260807941310002,0.400622532461867,0.310740701743495,0.0676135280818539,0.766686898304412,0.220251924320798,0.707831559346722,0.549969808613144,0.702416960757368,0.0380575184385185,0.787113846305208,0.275141247735541,0.00690173635149615,0.550782159232854,0.184607268399051,0.202718044929966,0.18675188589185,-0.437590732908348,-0.00135756205664345,0.528927158789382,0.42926663070056
"BHLHE41",-0.0604445023913869,-0.0761253086737497,-0.153232708080732,0.335949352309702,-0.399292458247027,0.344802278361675,-0.0464776074652072,-0.172909411847951,-0.270728755341301,-0.0597000274947814,-0.358106145339894,-0.0384929152109456,-0.0782974047205598,-0.0367507769110297,0.332656637219913,-0.0645110266542461,-0.317149584633638,-0.24364133202695,-0.266325178916239,0.225029419142416,1.70668042032756,-0.132671847323641,0.0325777561915834,0.226153107905908,0.0654258414060953,-0.152422992991506,-0.109360651344465,0.147856570399627,-0.24424198020773,-0.109085801124358,-0.732376023056067
"BMAL1",0.0251203861256967,-0.20632627274563,0.00256976366066262,-0.731125678442968,0.409216141767105,-0.201620398397185,-0.0370896796629351,0.0137005908340127,-0.00685989489817235,0.0825442685772136,-0.0338444295126812,0.257009065981681,-0.0352506969472612,0.0847123562687722,0.157305274131345,0.0227604800905939,-0.393616992023582,-0.0826382020695311,-0.135184309112658,-0.127007385325623,2.57190477097219,0.00629418851025767,0.190751588572975,-0.089751423785242,-0.013895380410387,-0.212034087041925,0.0854648429010088,0.0683200330255542,-0.114224732632433,0.256401621333783,-0.0931542090064694
"BMAL2",0.157670706846716,-0.0395825690371811,-0.418243420048526,-0.436274773432516,-0.495292506274584,0.341957079002641,-0.0111606040262112,0.225397062908347,-0.0323111723383527,-0.532447182885377,-0.391637693318556,-0.310991875015182,-0.237816649339259,0.0297355367593992,-0.36646694641343,0.380676387555642,0.212628320300537,0.146004970828077,0.176634123595565,0.0797624617952703,-2.67597293943514,-0.197237136607696,0.213927555522231,0.256060845553513,0.00166530558238894,0.446381656627051,-0.22625734640899,-0.315126759315976,-0.000644198898795903,-0.721972755061129,0.212166216371415
"BRCA1",0.0107705111109334,-0.248500301619233,-0.08786749670277,0.173407681956277,-0.144820100189311,-0.0610892372474286,-0.0789293236004385,0.171687542497066,0.168110303032467,-0.0546305111295737,0.255755143748804,0.254721321534338,-0.181034732112115,-0.135331544911532,-0.493573426065156,-0.209088987648423,-0.224948202036248,-0.0497905858841896,0.115384229576818,0.129366203102475,-0.254818310868427,-0.030680396448814,-0.202707932757758,0.480024731707232,-0.0775875216890327,-0.49836631680024,-0.152400039414309,-0.121073166837601,-0.00807849163164198,0.0390873261985028,0.198579546218221
