"","ADIPOSE_TISSUE","ADRENAL_GLAND","BLADDER","BLOOD","BLOOD_VESSEL","BONE_MARROW","BRAIN","BREAST","CERVIX_UTERI","COLON","ESOPHAGUS","FALLOPIAN_TUBE","HEART","KIDNEY","LIVER","LUNG","MUSCLE","NERVE","OVARY","PANCREAS","PITUITARY","PROSTATE","SALIVARY_GLAND","SKIN","SMALL_INTESTINE","SPLEEN","STOMACH","TESTIS","THYROID","UTERUS","VAGINA"
"DACH1",-0.0899737587810956,-0.0925868228423717,0.26958042411075,-0.117388322814857,0.0409378098038131,0.0297578563358117,-0.0116072082610959,0.0479238677032337,0.151771245569632,0.314337393639111,0.236304910003567,-0.197932814615816,0.16190406111808,0.0670005866936444,-0.385978859976852,0.120486624769258,0.0644439117141757,-0.0470859549868777,0.0703983949332237,-0.12422167477359,0.614942565088204,0.0633418502420285,0.438693746831109,-0.537411002853541,0.483624511737641,1.18615473607306,-0.0103697572472953,0.277113861638039,0.249732075027182,0.195210321678936,0.0451641611510265
"DAXX",0.198992951429345,0.210919379888487,0.121123546270156,0.895658104953325,0.577212247151507,-0.160558948135298,0.0331229151304649,0.210316371718495,0.421243649780571,0.123622573006514,0.299291151277217,0.317286278021484,0.00843426037032147,0.0744982809790039,-0.145100185519029,0.330978662257915,0.322353791982079,0.395021507969719,0.43240775709356,-0.0196496498178636,1.78277862207737,0.286916006092003,0.270501305663485,0.466969928703937,0.140543570638511,0.500588397164453,0.0303170986420989,0.0213306281207387,0.363266038163335,0.270311793038719,0.568941818803985
"DBP",0.440434734575943,0.0740877897488855,0.399133698529923,-0.605925876534736,0.781500988852273,-0.198562260516694,0.000604738791337218,0.331279691247089,0.409025475763792,0.438356701429955,-0.112218636150436,0.678266925609127,0.0606340272293712,0.398929417505707,1.96747126526906,0.451923427584898,-0.353322975094263,0.669172163108107,0.861633995940533,-0.13023366609365,-1.06138550575736,0.22083768866976,0.128363175152552,-0.107858648480306,0.582748940552506,0.174961631517783,0.251286659400832,0.026325203247987,0.13500684944898,0.836925122182542,-0.442972974281115
"DDIT3",0.180713367815489,0.161015442129411,0.132110946448963,-0.982225548849121,0.233962233263354,0.0597339137969423,0.0131478188697924,0.0762862005075716,0.0125439084112986,0.0619722395781434,-0.257069039886466,0.191020406719198,-0.0196426689416637,0.00469198770183504,0.284364705280925,0.263868130462775,0.470850663124648,-0.0930796370766858,0.495998425805764,0.318400162744173,4.79930192977715,0.111249743435322,-0.670421950961646,0.413074869564826,0.0851087011762605,-0.208658578222997,0.0273556947100607,0.199679901658317,0.230436330737306,0.274152662253495,-0.28744513297035
"DEAF1",-0.138117863228375,-0.0424248090521089,-0.115670074684304,0.373569294077784,0.027044261967469,0.044350094151633,-0.0489240844119656,-0.143858718198943,-0.216503619945415,-0.115770968296506,-0.0445769632343552,-0.194489030872263,-0.0872440408357098,-0.0884156966168166,0.215714278447351,-0.427437007987149,0.0630665416475793,-0.202024263667948,-0.222547740152613,-0.695094454134711,-0.0308616231728089,-0.102943301870447,0.29938477006424,-0.305653694180368,-0.117527865428106,-0.16473920798808,-0.0603953663348872,-0.0190780907295236,-0.130331044631134,-0.214656197258835,-0.0797493595385838
"DLX1",-0.0613021280473847,-0.0069588713244911,-0.0641930207773637,-0.285238876018654,-0.176454946254667,0.0560314613478858,-0.0482337700057041,-0.0392733612226889,-0.0826041027907829,-0.0566949643416314,-0.158321278426014,-0.13432718020931,-0.0593406813593135,-0.0552045160806147,0.189951207005128,-0.191680319942733,-0.404606653246331,-0.122034466560821,-0.0760419021062219,0.0270151763502844,-0.269712145320782,-0.0947366859839166,-0.148187406472168,-0.156912604700204,-0.0137916250387297,-0.0449035573161031,-0.0464398204827754,-0.206724856469363,-0.22198998037525,-0.100123821213175,-0.220119713505058
"DLX2",-0.172583813082257,0.0394733367765358,-0.183408287095672,1.0448716202559,-0.428506761675648,0.0885963279713651,-0.0339567383524254,-0.143229234515346,-0.356016579790957,-0.050767517682539,-0.190276896616653,-0.222263803438784,-0.236003982240283,-0.0477683240656168,-0.110463959721924,-0.306962010153034,0.182559951916091,-0.0393723074881481,-0.052622012456165,-0.067887813506261,-0.361888785663075,-0.119583186617486,-0.324630497998434,-0.0815780200678033,0.0289382813769292,0.318117720925364,-0.139816518334308,-0.0120430086792994,0.0496875097612031,-0.341633773312514,-0.378706042866276
"DLX3",-0.0593490695490048,-0.0913843480726604,1.882261859023,0.718768824257864,0.255373420480012,-0.154262014194156,-0.0698593135831417,-0.0833080139655999,0.0610000861724423,2.14316251090399,1.42636466906597,0.530145311383393,1.41195381807813,-0.0774380599347956,0.167664350527839,-0.213657273754082,0.712858702483781,-0.308942428371938,-0.313232611102605,-0.170529539057267,-0.0535958743337455,0.936149232311334,-0.00544794848311412,-0.93901251518112,0.42577443887902,0.161467059544579,0.58639469945344,0.118627234136203,0.0855488661247543,1.59592498768896,-0.0180728575979829
"DLX4",0.380051296188104,0.250175754766164,0.462720810470648,-3.79159622019132,1.06831955849507,0.269748238975387,0.0340288190096615,0.367699313017285,0.547873650699697,0.397099822776356,-0.0239758583392874,0.64638462987019,-0.218617850937428,0.0365038740948283,-1.99063458273577,0.0966025298966073,-0.369851478156206,0.34174552010239,0.591415499636923,0.173806000095563,-0.487272680728912,0.321304238946769,0.403162249739449,-0.00290617793916242,0.490455806792057,0.666757387451005,0.176093697122434,0.0186626773627709,0.0963647419265621,0.811171352128788,0.00821265658348614
"DLX5",-0.15462690450098,0.15098474226788,-0.836818237923445,-4.55593137080813,-0.74808174154957,-0.36196859415568,-0.0605519035016754,-0.228102521883425,-0.174175769132268,-1.1827442076797,-0.741903407791753,-0.738543702335168,-0.0420117821778026,-0.122201666280004,0.612803171240318,-0.862329595712569,-1.20093476034877,-0.274386561619331,0.00435815875002001,-0.0425100823381627,-1.74341114356102,-0.520193006125557,-0.944496440255397,0.241426377205663,-0.8831447003691,-2.98409817755131,-0.38502367963776,-0.218223853899884,-0.772453524800551,-0.706670312110573,-0.266767581198887
"DMAP1",0.0652108121488901,0.104024199826803,-0.0821542137731939,1.62669619567159,0.231946043834026,0.0810948367966171,-0.0317790838733432,-0.0412500102962095,0.00712909775338098,-0.109180644790961,-0.0884328342191849,-0.144437483082981,0.00612177570133999,0.0052484625427416,-0.109798300431135,0.0654359182040288,0.396840790206961,0.0277133908290261,-0.0386245097602023,0.232199313287563,0.370208097610735,-0.0782870493771292,0.124802715139752,-0.248199987307762,-0.132063178187668,0.190352978998984,0.151605106086906,0.1064290399036,0.0418503843228116,-0.0611424079808851,0.103260468194689
"DMRT1",0.142068610430848,0.454846741163156,0.182976234351682,-0.213081250002459,0.591044384914984,-0.0976776670619788,-0.0807176979058374,0.0620018971998871,0.0587913292867107,0.24002413036252,-0.000584548756175484,0.153047723720423,-0.0311538801974227,-0.022333513117834,0.0834186731297749,0.00152245540579798,-0.0531556156338592,0.236189674869256,0.0473778637445861,0.00290239453124235,-0.562432488376749,0.038497225100474,0.237648905812594,-0.338680286548725,0.129107732977013,0.315425333453302,0.0216428126836997,0.145464284362652,0.0625292701142963,0.37147207459019,-0.174399810767098
"DMTF1",0.534595616576495,0.130589492285701,0.0932840407086913,2.05615356032681,1.19720408895183,0.0349025877428752,0.00385651015677854,0.40244942201056,0.177130813628247,-0.0340520986492446,-0.0285003532721528,1.47319775521137,-0.0891216641764553,0.111488792467045,0.151303656878299,0.797490145729032,-0.19696128658358,0.534629342322095,1.0711595799291,0.0137575881798953,0.95161457957244,0.0442611300771683,0.0571281934031557,1.11177084038199,0.276754049043005,0.813943488798986,0.183094796438756,-0.165457222100106,0.344027491777329,0.270566816042759,0.557729359785861
"DNMT1",-0.161424545468947,-0.297529219289695,-0.172735673653816,-1.83239574111204,-0.632395952877496,-0.396524572309086,-0.0715053857993606,-0.252255336189154,-0.299892832372727,-0.258365039750353,-0.0978306821133276,-0.300791960288394,-0.204823299663287,-0.208843769082292,0.291444366933161,-0.0310357345360553,0.582040665935673,-0.675657299722833,-0.41950497499659,-0.795114712125293,3.82009675321183,-0.202707292642079,-0.218005922220406,-0.102893737316636,-0.237233842630851,-0.9024669921387,-0.12873504892243,-0.573084598903007,-0.456143455828664,-0.424601845473701,-0.0638599734533761
"DNMT3A",0.295870433888071,0.0141150843438982,-0.0322395663471367,1.45912123380936,0.0762066555054261,0.190274142871232,-0.0230338743152933,0.225773766621326,-0.0625319165473406,-0.250756149365488,-0.270097227117926,0.0467220258983754,-0.016318314465829,0.022762440354728,0.00360717406363442,0.201131973202547,0.0778169283828816,0.0726034393272496,-0.168877512939014,-0.0373021950476178,-1.59952570722238,0.0778303819654468,-0.0400543317717195,0.0403135819535013,-0.0578539895245077,-0.0111851504743739,-0.0635814613892379,0.575467498485066,0.245455892922069,-0.00132240952267319,-0.296385290256566
"DNMT3B",-0.225393352211172,-0.0962482599905917,-0.202412088325102,-0.0640461586972978,-0.0714831025626046,-0.508778417150835,-0.0264725671057415,-0.170393075890277,-0.172561019267553,-0.242817761419366,-0.306000509993511,-0.210979459889816,0.00466083525117907,-0.0779342631047543,-0.225686341577161,-0.611228318021835,0.0284947755326537,0.00201178766366933,-0.440874027105412,0.0275311655810462,0.450558811323377,-0.131186497471048,-0.301140767027109,-0.203425022866158,-0.152272928976206,0.0980877498567014,-0.0781229440074285,-0.871451912253722,-0.00873416626386567,-0.187703217955677,-0.560078638144383
"DOT1L",-0.318256230501371,-0.192346288779519,-0.379443021638092,1.83634211589873,-0.630630677756771,-0.256881238637314,-0.00954420265048104,-0.269829481863162,-0.0198512323989583,-0.468796128996381,-0.324642122815451,-0.310512160124604,-0.0872477696223465,6.67736695567826e-05,-0.365136817994858,-0.0283880700352019,-0.398283564412552,-0.174506308383214,-0.143630874584262,0.030310868068471,0.689524802140127,-0.189647440088519,-0.0184731488521866,-0.475344469416772,-0.204032417595587,0.0388218223112545,-0.131117243500322,-0.0314171760901708,-0.0348509452247186,-0.410606556602834,-0.037483885606511
"E2F1",-0.295476121349376,-0.225332124399503,-0.361395165188057,-1.06560977660101,-0.604031400000131,-0.215856662794827,-0.117167939325383,-0.334977248892814,-0.735465715713678,-0.301927802615263,-0.328834399651534,-0.472628172889769,-0.0635792641271371,-0.227496360474724,-0.22684407939724,-0.731661605326472,-0.660738002091746,-0.662526625131655,-0.606115540882108,-0.223481027586753,-1.34512015519349,-0.289520443083253,-0.716042859697123,-1.194667887439,-0.374968730429627,-0.595533570036509,-0.241562649380707,0.0710478954969591,-0.451666033876881,-0.648328730730479,-0.693674751297651
"E2F2",-0.105909112966839,0.0452253722839246,0.106581655927292,1.9437797844063,-0.274619853957681,0.044604906111609,-0.0234620672417045,-0.0375096468598304,0.119211628786014,0.144071319880046,0.0314792664168913,0.116885641695167,-0.0309749962331088,0.0191977259305923,-0.183435013978715,0.192969262385761,0.166918708130529,-0.208077412378023,0.0206247562908973,0.0889925605992223,1.30810260909786,0.0509300942537717,-0.0319605267212303,0.0606250349739478,-0.022801074477706,0.0976213283468739,0.00586230248297233,-0.198433575474096,0.0998418040592202,0.12429513041,0.0423778911654136
"E2F3",-0.016834900960586,-0.0298168310632775,-0.203520891382341,-1.98424746891888,0.143370958605403,0.0420557143402779,-0.0153188461740304,-0.0435541682890356,-0.270726962090618,-0.235644486246037,-0.167035149953288,-0.192859955381987,-0.137969547962824,0.00128107748661919,0.512042035615044,-0.365114270813658,-0.155268157325863,0.160719022858932,-0.0311873413581261,-0.312908942920607,-0.302723866095817,-0.152559608743684,0.0295151813776433,-0.00776342306453027,0.0160012116816821,-0.147458608980599,-0.0384108138086873,0.1533741824316,-0.0184702076040378,-0.234759478690862,-0.258528340956938
"E2F4",0.36633445022817,0.0702488450899201,0.401140924543757,0.0182492933658515,0.915127211940765,1.03876738288441,0.0372684206020979,0.361221912846057,0.827244116884653,0.292845226787785,0.318481403115662,0.697998605937141,-0.0162426306094859,0.0762933639400494,0.159213175575729,0.519151469040334,0.385083111820888,0.710420399462255,1.00919982118297,0.179564244186016,0.784981095183673,0.360240186864626,0.230259182360275,0.529797737726288,0.256012376246016,0.2076633565578,0.145357257373016,0.0982215966813215,0.478140282935637,0.94766071034788,0.611616281128361
"E2F5",0.075116682562927,-0.22346200200335,-0.0725552797509388,-0.111635943958336,0.109934479195694,0.000990664124918726,-0.0494933958496534,0.0621938336138188,-0.0142735258037815,-0.036395310361661,-0.111857469256274,0.0474817534346118,-0.122118027519152,0.257661077793209,0.000257300722382784,0.240166465368441,0.120555077603273,-0.0833211077248711,-0.114131898682498,0.180205258670232,-0.370198481957902,-0.0182374970215632,0.0166227184124532,0.17295503545107,0.161680340180651,0.289974589284335,0.0430677313196056,-0.0779196184653551,0.384133495027173,-0.0594592131496467,-0.109413151930919
"E2F6",0.0711637501083269,0.0721129408491969,0.0478497935678749,0.205700502185421,0.144216325204873,-0.118087274797652,0.0143261656461113,0.0366808164253816,-0.0129367156716064,0.0823525492870682,0.0191367202783068,-0.0236960883749874,0.0457199282225426,0.0144820252184622,0.148209164835059,0.0809092116310721,0.150103143417517,0.155793765106479,0.0616080914613863,-0.0056744969257647,0.229696001772856,0.127302020536796,-0.146490392942327,0.0189991704871206,-0.052002023920642,-0.1561794928782,-0.0650447814167813,-0.0502289183870933,-0.0207191233802472,0.0689669663678037,-0.0782094039797516
"E2F7",-0.0297307615238944,-0.0855754904317461,-0.113868941695726,0.325488434307969,-0.236756665314372,-0.301422484375137,-0.0332872236003648,-0.0350837091680852,-0.252230192131907,-0.0515716313434712,-0.324297267725503,-0.115484368737265,-0.162648107712969,-0.0418033362073871,0.349523358849717,0.182797228443853,-0.378322594460076,-0.153937145231457,-0.173129901140263,-0.368627039453384,0.464799834373566,0.0409459865232643,-0.32230800910943,-0.00229259662804652,-0.0467819362359928,-0.0391918919609949,-0.0601582295287542,-0.482570267533177,0.1043635987342,-0.19558979246417,-0.613543723938171
"E4F1",0.170600951963411,-0.122123826668497,0.135058837679596,-0.0224062802832153,0.218892479905028,0.470638918826002,-0.00694372820620418,0.206253083353483,0.303969302678385,0.0534127760651787,0.224132760719813,0.218523972437621,-0.0267953729641856,0.0108878296834883,-0.877976890947433,0.189279259104186,0.246240887072963,0.316857953982324,0.112943549602129,0.286924305995527,0.0241855132004449,0.1586311281087,0.292640683950989,0.125333815988653,-0.000914909209666655,0.161872680677478,0.0702423223068242,0.326491557396951,0.254775416122591,0.154131516443517,0.484218632638959
"EBF1",-0.337341228909363,-0.219823816556729,-0.398931419327053,0.458585713680412,-0.768794524834836,-0.610321198864103,-0.0341174919150866,-0.311211444915283,-0.513613435454929,-0.262958332720826,-0.299811359433938,-0.499868775581793,-0.145787346988269,-0.115717120607387,-0.20049577807096,-0.639135118838329,-0.700395582233102,-0.533643595718419,-0.359821694261861,0.189439932025805,-0.435814026039459,-0.238545817256932,-0.282378214011513,-0.365220099875098,-0.186792966424696,-0.440705809815337,-0.140456277913383,-0.0895306392973877,-0.424968878867333,-0.633588214586268,-0.514237140475704
"EBF3",0.139011531392175,-0.00548939324803739,0.341589344243331,0.947450472938128,0.601395457006222,-0.169993324370146,0.0254008555122953,0.177231513729113,0.417813605683953,0.31245178079627,0.424460749884207,0.319155786346912,0.0240560926431733,0.0326696395291506,0.1894687887575,0.404794446183699,0.364662784956196,0.179850508272031,-0.0382307309865033,-0.0525286049146396,0.926427039175056,0.330431148072929,0.387531438554027,0.105761338184554,0.106800915616506,0.400345992716413,0.117859569725054,-0.55563779001865,0.0331658889093332,0.462739669702452,0.644828756482087
"EGR1",-0.125115576501088,0.0433242016885122,-0.221224860041791,-2.36102195189943,-0.808035557936436,-0.184996667521611,-0.00412909014466574,-0.180902036956365,-0.484061534511567,-0.232117030590814,-0.315286394592315,-0.467542040385764,-0.140902430931702,-0.0797277120630225,-0.758970439187575,-0.387058238091963,-0.304478344485404,0.0199161363704214,-0.248243326205108,-0.261115665838366,-0.561255203418859,-0.327270393871196,-0.0692917678064573,0.145305312871702,-0.156434314303103,-0.554671257012916,-0.150287428062583,-0.101759868096205,-0.347544390607087,-0.783047131293458,-0.443609731803185
"EGR2",-0.0197427853844806,-0.018034453285779,0.184738068744346,-1.52490015301024,0.871087349054766,0.359738563531457,0.0564803850619888,-0.00413054921575679,0.849900372256857,0.0898482408095289,0.0554642406407736,0.52026884861886,-0.130402126184178,-0.034440328213881,-0.333832177182942,-0.202564564009591,-0.221121405919894,1.82953590817387,0.691921656047149,-0.286333292472696,0.722605995320017,0.0208157560006524,-0.413032596473094,-0.285647239066632,-0.0832745003978206,-0.277707839005879,0.0481914437297569,-0.0387505271981064,0.0694320554567682,0.850468862362064,0.187125467691938
"EGR3",-0.102860351453323,-0.254775431901621,-0.331147413532697,0.504387585337374,-0.748981852979056,-0.24254736887816,-0.10471055949715,-0.0911768495609629,-0.084474206651938,-0.249753545043373,0.0505793015152496,-0.491078395847536,-0.251930001310387,-0.0967909538296133,-0.425564601176783,-0.106335861047476,-0.581787798832845,-0.120829465011461,-0.31513657737474,-0.148390321808562,2.1069217364163,-0.220774082355961,-0.316699516608417,-0.38860414439655,-0.173950977017595,0.0733487417801476,-0.260814332735379,-0.224114658267987,-0.243268407234609,-0.427312586167979,0.318381903539732
"EGR4",-0.315411970006893,-0.266664039002144,-0.580917829432754,1.17297019162671,-0.617894480852541,0.146366734827631,0.0144348099111887,-0.211536922877169,-0.359101131260124,-0.639813320527366,-0.275633397623114,-0.708749935613846,-0.0426696998758458,-0.0662098698761996,0.317603038213133,-0.286639964158957,-1.0437610204203,-0.371814859478462,-0.237394262951369,0.308203475042661,-1.53331579205699,-0.331444369559234,-0.223623946908043,-0.263971883960815,-0.15891157320713,0.0973325154413754,-0.25538576519922,0.136991263256917,-0.0253957091329575,-0.759816893753328,0.0333712908828271
"EHF",0.064359087576643,-0.126112813025779,-0.198603815062283,0.477277191134967,0.102101769788899,-0.20017374797438,-0.0259238954333121,0.0168032061997277,0.161304468221901,-0.217091311649127,0.00716091590332166,-0.046063504463292,-0.0988034734973939,0.0249499717575292,-0.392375760914435,0.63208817963459,-0.218413274572054,0.144418927271067,-0.0497738189515931,-0.205928142595224,-0.278527909126869,-0.247552181609901,5.11610609345603,0.401361258570589,0.133825764729279,0.456422289905606,0.0727656030726048,-0.202756255581926,-0.0978629690081968,-0.128001944795449,0.501808232900727
"ELF1",-0.0908444535108869,0.0897089681810296,-0.151024325919561,-0.608675645458038,-0.140981153361091,-0.458238545072386,-0.0631713508503706,-0.0286394577966282,-0.20565105458803,-0.110597776898281,0.145922181595617,-0.350510432399528,0.159643000302215,0.0781735261355041,-1.14795043377295,-0.166723421039728,0.0688683052869214,-0.553880314621632,-0.486610290976863,-0.0394119343782264,-1.1351760113025,-0.166977889141007,1.85621160655774,0.199219818351967,0.00748228180955083,0.285357699893597,0.00528437823105693,-0.00374555300855244,-0.0992913635273893,-0.299028359248406,0.255138576932761
"ELF2",-0.02481314320557,-0.0422914068491371,-0.12583534215555,1.5390108941923,-0.474168630035145,-0.358974189028812,-0.0205691052707918,-0.0296414243907372,-0.159570616882475,-0.116549329446825,-0.0882832210018016,-0.157993933086933,0.130418063960355,-0.0581749538918493,-0.0427451937683731,0.367357815262063,0.365926732072592,-0.0489851400619064,-0.0762861528439491,0.253751148644683,-0.218845251427596,-0.00898210602338706,-0.379439220036762,-0.129264834633229,0.080985876263916,0.457039142341302,-0.0796747573941114,0.257804144229761,0.0167979384430311,-0.283508273505796,-0.079744473680155
"ELF3",0.235633941011419,-0.228102828012314,0.149497724354641,-2.38878345090559,0.661782316566461,0.14305331860646,-0.0588140926008167,0.142113683768603,1.86409480584572,0.0888127426704063,2.15928918789317,0.433646749963056,0.0502029931109923,-0.111736117807521,-0.46253408262584,0.0534955716792537,-0.924218517695393,0.0952975660778987,0.0587589604477658,-0.000165144472849751,1.07020779839123,0.112874162344227,2.00460950968153,-0.118423075744111,-0.143021924013323,-1.24038284589136,0.139860313334365,-0.361057567078791,0.0858808164926184,0.485957214638591,5.42286829737464
"ELF4",-0.258886785240238,-0.0308289277722569,0.0568190518012765,-1.46423856913678,0.0686321719479811,0.262654418713609,0.0574307310394761,-0.26454449152921,-0.124354000268197,0.106372577568022,-0.187018318915811,0.0126544882152904,-0.0105668321642078,0.00834385570105836,-0.394158688388616,-0.289700316638636,0.548646122978769,-0.343191804569286,0.0497976881318648,-0.348562697450815,-1.60535011437055,-0.0755755217530632,1.63621919924762,-0.301784673984791,-0.0902339963109984,-0.424270471327919,0.13008686892577,0.427199340211448,-0.196157918544169,0.141098986816689,-0.609043675736005
"ELF5",-0.0845751496053766,0.0240162509671716,-0.301482074597363,1.22579511015054,-0.307182694406974,0.177793206221533,-0.0655234501093895,-0.106183423175808,-0.593742785072136,-0.338955952872229,-0.751777064747174,-0.205013565247605,-0.0964330829529122,-0.060844499636468,0.0685762337201925,-0.0583448094612283,0.224768935896306,-0.222285619948944,-0.0496825576294499,-0.18424320111547,-1.83121046149847,0.305032438876084,4.93106662930043,-0.425060569883298,-0.0352731562658181,0.26973320402847,-0.190165920951993,-0.0248473335183467,-0.0176001337122344,-0.395137340217737,-1.25239852767166
"ELK1",0.16497996984209,-0.126036625991413,0.0458841998081587,0.436159251571662,-0.437560182404108,0.374393582948457,-0.0479693721723491,0.117120829540702,-0.177870592220935,-0.0261786050504347,-0.426233884489361,0.582347727167992,-0.205918799030092,-0.032406633531449,-0.920828205265097,0.349581330125734,-0.424641111080281,0.331951086130727,0.520370549233094,-0.511273701268616,1.5194756127833,-0.161917591071805,-0.223860861502742,0.0328870516573321,-0.021757752639189,0.253649758920368,0.00082876305262228,-0.301294318993051,0.0886692683179919,-0.232952275326773,-0.403057214475816
"ELK3",-0.0905458849008781,-0.143246501538972,0.0656906939196868,-0.182482653182596,-0.402870856897176,-0.505961000998964,-0.0271614480925691,-0.101051241472225,-0.0423384085802033,0.0723529226116962,-0.116966666066581,-0.673402046031832,-0.139396117501578,-0.0807087372994771,0.690905573646695,-0.110766860694351,0.492923876351379,0.178602980219352,-0.175850227969518,-0.367098111189443,4.86319138633483,0.0617646756227396,-0.08927048386752,0.0879625951010522,0.00674570152201825,-0.196100987276077,-0.0173702632487684,0.167812064096433,-0.165362402129353,0.0463996392980167,-0.364323347008015
"ELK4",-0.146589458729965,-0.0861546223800194,-0.190956887653927,0.514848147478472,-0.577721987334507,0.0722673429259214,-0.0421201156125096,-0.121627111914637,-0.335702827969353,-0.00376221457878171,-0.216062808031914,0.55745692987379,-0.0020152211310833,-0.0585429291611538,-0.474096010466995,0.0175952491203898,-0.570188980778698,-0.275705290079244,-0.37489952639426,-0.00769563121671769,-0.28117328825975,-0.12735555582183,0.162682485947129,-0.0167953480406027,0.0565512012583417,0.256459044732692,0.0857446058048086,-0.0632186170439819,-0.192816831577129,-0.277336918824667,-0.479760952079094
"EMX2",-0.0860217636510297,-0.105242528370384,-0.322493823890803,2.63105340022121,-0.774149143677053,-0.225563291748757,-0.0743274193004991,-0.0800504908788919,-0.26907587273811,-0.242206569169154,-0.425672003573288,-0.227983305735744,-0.152853540839627,-0.0607740235421787,0.0325582654661172,0.173354719189202,-0.68654386061962,-0.276720193144858,-0.185421644288472,0.259220763892816,-0.785800282475878,-0.283850784505063,0.482927482854553,-0.00991196955539196,-0.0951894242282826,0.202307332394473,-0.0644658335213021,-0.235290784099498,-0.163472268056774,-0.550230254048406,-0.247136542203221
"EN1",-0.234173019504307,-0.283526368345806,-0.284161905826872,-1.12640326232776,-0.617307778938086,-0.0184581073803947,-0.09833837800887,-0.170260355056414,-0.387774964064464,-0.218622806315874,-0.122139818917957,-0.354270505913875,-0.0895907800058916,-0.0615187081303569,0.256828623904768,-0.340381381975013,-0.125654081343311,-0.494753716490888,-0.50400024649174,0.314405137094681,0.617086245912324,-0.160444761089493,-0.0714110452347607,-0.339916655180259,-0.063778728294422,0.0720798676526664,-0.172091374575354,-0.257751410550167,-0.135642943609199,-0.53330402154314,-0.133001953879559
"ENO1",0.146320098561696,-0.374584276973709,0.489219903555017,-1.49633640272811,0.435805616269548,0.0906916052689951,-0.088809718569986,0.0935042554258774,0.377837895658397,0.398994804271939,0.351873649525035,0.395433571330389,-0.183306338275699,0.00539663236782505,-0.293746922603869,0.215246256955144,-0.0105666896531207,0.39137086489623,0.195561480170829,-0.172790241376126,2.34048203021243,0.264494483308008,0.531686760522635,0.37341247358094,0.183615647255306,0.244815982133081,0.209936793471281,0.668989425212592,0.292486994402899,0.48752213090394,0.524012257981298
"EOMES",-0.191170574734895,-0.0187170530613834,-0.288238155540337,1.4385623064526,-0.0706264096725471,-0.29909575782894,-0.0606145407419398,-0.302321323317551,-0.390899169897793,-0.4498107935636,-0.0555500335157234,-0.483429692693466,-0.251482475535838,-0.151175791464995,0.529596431894914,-0.529284823257573,-0.139888667434349,-0.21143699133928,-0.120324748674067,0.427901638640023,-1.05973161630569,-0.162218790520076,-1.11137430543645,-0.0691299163390792,-0.643882374276729,-2.10997494865874,-0.391029429977923,-0.112939351802045,-0.538351661012537,-0.2149318094719,-0.0627132070454202
"EP300",-0.30033280244101,-0.111971660533159,-0.427083938807861,-1.81461948499012,-0.84039767630489,-0.499162016412283,-0.0390924645866132,-0.277186191301438,-0.426983918102196,-0.286085519494504,-0.324086072137952,-0.464508763014442,-0.190728967369589,-0.122171839842232,1.34282198354617,-0.879048564274742,-0.395556324277334,-0.54166650065385,-0.240316772455343,-0.0800508062186403,-1.0159506860773,-0.0146670244074908,-0.0787324923331696,-0.398153069146086,-0.210748302596997,-0.409403256485719,-0.101854359596224,0.121685658530122,-0.446603411266442,-0.687328340613135,-0.550966839576258
"EPAS1",0.125010875639735,0.111125589440652,0.17451128615212,7.1930155653902,0.69432129342149,0.819155903637122,0.0657039462190963,0.0757459195893037,0.0907102658300696,0.130259528402659,-0.002851316271465,0.096446612462442,0.164648039042922,0.14987984714585,0.660706746437332,0.617165407008489,0.3767631539698,0.0924731780179265,0.0108675461866752,0.369439743581478,-0.373442238707613,0.118473813267547,-0.0464412739877742,0.642417983452614,0.0859230528175017,0.628669642975191,0.111689874491536,-0.121178819908034,0.129494293406159,0.304102950807714,-0.273805763569478
"ERF",0.125892129803906,0.0438016273511001,0.222964248259105,-0.295459036297616,0.7811696907005,-0.113610943371943,0.0460335291903387,0.0979243382176226,0.225658210047738,0.209014917402857,0.116734638010791,0.219919573464008,-0.038220782171092,0.03217360406178,0.0311933157050482,-0.0517896126239254,0.0910815272976436,0.270852261742709,0.263029277231684,-2.04645227656877,-12.9916624054158,0.112546323571014,0.36487167605871,0.352112538345968,0.0735415884691942,0.146786942261704,0.0741301265926776,-0.0213796626460256,0.250992064516661,0.440480405894831,-0.0803398237849104
"ERG",0.0789083245063396,-0.0195307706777329,-0.27130449235604,-0.115014365532715,-0.406751350058093,-0.0985776931058517,-0.0581928290334344,-0.0904895118382631,-0.343544765748245,-0.408073823620037,-0.327052960079672,-0.393676886394871,-0.0562687617396505,-0.0344337722335136,-0.291137156773317,-0.0947592322720268,0.60885339287724,0.0260526550167209,0.283577102912925,-0.435486943293768,-1.29924552381333,-0.193510775630974,-0.160843792052155,-0.319797211415726,-0.350896795022052,-0.923565993994941,-0.215759203456101,-0.213898021040404,0.214817562435498,-0.483831663220638,-0.351622629338546
"ESR1",-0.136238579671371,-0.425204807917952,-0.0589763602257358,-1.3153586637637,0.47197214749669,-0.292833796308862,-0.0261527854218408,-0.0641662720795053,0.249879080229329,-0.0310857474509811,0.872130489083752,0.0194541937099701,-0.225329057560524,-0.130783973890332,-0.859547365586619,-0.651703853676768,-0.22449059587578,-0.982203231868101,-0.258182654448764,-0.786787162415313,1.15125295279734,0.013304373793621,-0.00813901782990975,0.0702248209690223,-0.159804150681291,-0.276657035820335,-0.169616735107865,0.0795637844837026,0.0179343194301048,0.117198923904407,1.25112946218767
